"N-gram","北史","北史翻译","Total"
"大行台都官郎","2","2","4"
"齐将斛律明月","2","2","4"
"左候卫大将军","2","2","4"
"像他说的那样","0","4","4"
"因立功被封为","0","4","4"
"晋公宇文护执","0","4","4"
"公宇文护执掌","0","4","4"
"宇文护执掌朝","0","4","4"
"听从了他的建","0","4","4"
"从了他的建议","0","4","4"
"他跟随尔朱荣","0","4","4"
"跟随孝武帝入","0","4","4"
"随孝武帝入关","0","4","4"
"马被流矢射中","0","4","4"
"向左右两边射","0","4","4"
"左右两边射箭","0","4","4"
"武帝采纳了他","0","4","4"
"晋位为大将军","0","4","4"
"尉迟迥的军队","0","4","4"
"家子弟的身份","0","4","4"
"工于骑马射箭","0","4","4"
"请求作为内应","0","4","4"
"兼尚书左仆射","0","4","4"
"文帝宇文泰的","0","4","4"
"廷下诏命他为","0","4","4"
"恢复了他的官","0","4","4"
"任内史下大夫","0","4","4"
"封为开府仪同","0","4","4"
"南陈将领吴明","0","4","4"
"陈将领吴明彻","0","4","4"
"认识他的人都","0","4","4"
"跟他开玩笑说","0","4","4"
"贺拔岳的军队","0","4","4"
"追赠他的父亲","0","4","4"
"孝闵帝即皇帝","0","4","4"
"他跟随宇文泰","0","4","4"
"立碑歌颂他的","0","4","4"
"人们都认为他","0","4","4"
"过了一个多月","0","4","4"
"廷追赠他为司","0","4","4"
"们议论起来都","0","4","4"
"西魏文帝大统","0","4","4"
"岁时死了父亲","0","4","4"
"任骠骑大将军","0","4","4"
"文帝接受禅让","0","4","4"
"知道了这件事","0","4","4"
"将军皇甫无逸","0","4","4"
"有人能和他相","0","4","4"
"人能和他相比","0","4","4"
"这是书籍的第","0","4","4"
"周武帝平定齐","0","4","4"
"任右卫大将军","0","4","4"
"任开府仪同三","0","4","4"
"隋文帝开皇初","0","4","4"
"文帝开皇初年","0","4","4"
"以行军总管之","0","4","4"
"率步兵和骑兵","0","4","4"
"听从他的建议","0","4","4"
"设置文武百官","0","4","4"
"平定陈国之战","0","4","4"
"追赠开府仪同","0","4","4"
"文帝受禅继位","0","4","4"
"文帝为丞相时","0","4","4"
"授予仪同三司","0","4","4"
"为金紫光禄大","0","4","4"
"宇文化及杀害","0","4","4"
"元颢进入洛阳","0","4","4"
"济阴王元晖业","0","4","4"
"任通直散骑常","0","4","4"
"丞相高阿那肱","0","4","4"
"多次上表请求","0","4","4"
"隋朝开皇初年","0","4","4"
"母亲杀死父亲","0","4","4"
"被任命为定州","0","4","4"
"任命为定州刺","0","4","4"
"命为定州刺史","0","4","4"
"隋文帝接受禅","0","4","4"
"孝文帝迁都洛","0","4","4"
"文帝迁都洛阳","0","4","4"
"下诏恢复他的","0","4","4"
"他为车骑大将","0","4","4"
"领护东夷校尉","0","4","4"
"自立为仇池公","0","4","4"
"使者朝见进贡","0","4","4"
"为征南大将军","0","4","4"
"十五员将出兵","0","4","4"
"阿那瞔派他的","0","4","4"
"慕容垂派儿子","0","4","4"
"诏令有关部门","0","4","4"
"年春正月初七","0","4","4"
"姚兴派使者朝","0","4","4"
"兴派使者朝贡","0","4","4"
"年春正月初二","0","4","4"
"五年春正月初","0","4","4"
"以皇后的礼节","0","4","4"
"平原王高隆之","0","4","4"
"平阳王高淹为","0","4","4"
"萧绎派使者朝","0","4","4"
"绎派使者朝贡","0","4","4"
"当时人称他为","0","4","4"
"文宣帝到晋阳","0","4","4"
"任命开府仪同","0","4","4"
"命开府仪同三","0","4","4"
"太上皇帝从晋","0","4","4"
"上皇帝从晋阳","0","4","4"
"兰陵王长恭为","0","4","4"
"任城王氵皆为","0","4","4"
"八月二十一日","0","4","4"
"不知怎么办好","0","4","4"
"侯莫陈悦的军","0","4","4"
"久又被任命为","0","4","4"
"率领精锐骑兵","0","4","4"
"献文帝即位后","0","4","4"
"孝昭帝即位后","0","4","4"
"他承袭了父亲","0","4","4"
"和南平公长孙","0","4","4"
"任命为给事黄","0","4","4"
"命为给事黄门","0","4","4"
"大逆不道的事","0","4","4"
"被任命为开府","0","4","4"
"承袭父亲的爵","0","4","4"
"被任命为冀州","0","4","4"
"任命为冀州刺","0","4","4"
"命为冀州刺史","0","4","4"
"任命为度支尚","0","4","4"
"命为度支尚书","0","4","4"
"出任兖州刺史","0","4","4"
"不久被任命为","0","4","4"
"任为度支尚书","0","4","4"
"被任命为侍中","0","4","4"
"到尔朱兆那里","0","4","4"
"安丰王元延明","0","4","4"
"州刺史的官职","0","4","4"
"又以原来的官","0","4","4"
"于烈的儿子于","0","4","4"
"表达自己的心","0","4","4"
"有父亲的风范","0","4","4"
"他过去的功勋","0","4","4"
"任国子监祭酒","0","4","4"
"朝廷下诏同意","0","4","4"
"为银青光禄大","0","4","4"
"朝廷下诏将他","0","4","4"
"被举荐为秀才","0","4","4"
"杨坚任北周的","0","4","4"
"以原来的职务","0","4","4"
"对他十分器重","0","4","4"
"将他调出京城","0","4","4"
"朝廷下诏加封","0","4","4"
"廷下诏加封他","0","4","4"
"下诏加封他为","0","4","4"
"他为给事黄门","0","4","4"
"有很高的声誉","0","4","4"
"的儿子杨玄感","0","4","4"
"声望越来越高","0","4","4"
"与元天穆一起","0","4","4"
"阳王元禧等人","0","4","4"
"距都城六里的","0","4","4"
"廷下诏命李崇","0","4","4"
"他原来的官职","0","4","4"
"兼任尚书右仆","0","4","4"
"宣武帝不同意","0","4","4"
"从小就有志气","0","4","4"
"小就有志气节","0","4","4"
"就有志气节操","0","4","4"
"被朝廷赐爵为","0","4","4"
"朝廷下诏允许","0","4","4"
"尔朱荣听说后","0","4","4"
"兼任尚书左仆","0","4","4"
"尔朱荣的妻子","0","4","4"
"恢复他原来的","0","4","4"
"复他原来的官","0","4","4"
"加封他为开府","0","4","4"
"封他为开府仪","0","4","4"
"赠他为假黄钺","0","4","4"
"的第三个儿子","0","4","4"
"跟随神武帝高","0","4","4"
"随神武帝高欢","0","4","4"
"神武帝高欢任","0","4","4"
"高欢任晋州刺","0","4","4"
"欢任晋州刺史","0","4","4"
"在战场上牺牲","0","4","4"
"魏孝静帝的禅","0","4","4"
"孝静帝的禅让","0","4","4"
"颍州长史贺若","2","1","3"
"州长史贺若统","2","1","3"
"良家子镇武川","3","0","3"
"累迁仪同三司","3","0","3"
"进车骑大将军","3","0","3"
"高仲密北豫州","3","0","3"
"行台韩长业攻","2","1","3"
"台韩长业攻陷","2","1","3"
"韩长业攻陷潞","2","1","3"
"长业攻陷潞州","2","1","3"
"御正中大夫颜","2","1","3"
"宰宇文护执政","2","1","3"
"时晋公护执政","3","0","3"
"丞相斛律明月","1","2","3"
"授内史中大夫","1","2","3"
"迁开府仪同三","3","0","3"
"卫将军皇甫逸","3","0","3"
"累迁中书舍人","2","1","3"
"右武候大将军","3","0","3"
"突厥达头汗犯","3","0","3"
"厥达头汗犯塞","3","0","3"
"晋王广镇扬州","3","0","3"
"位银青光禄大","2","1","3"
"日影一丈二尺","1","2","3"
"八月二十八日","1","2","3"
"加右光禄大夫","3","0","3"
"益州总管长史","1","2","3"
"加上仪同三司","2","1","3"
"宰宇文护引中","3","0","3"
"宇文护引中外","3","0","3"
"应州刺史唐君","2","1","3"
"州刺史唐君明","2","1","3"
"行军总管韦孝","2","1","3"
"军总管韦孝宽","2","1","3"
"郎将司马德戡","2","1","3"
"义宁二年三月","1","2","3"
"遣将军吐万绪","2","1","3"
"侍中崔光等奏","2","1","3"
"明帝服小功服","2","1","3"
"国子太学生员","2","1","3"
"迁通直散骑常","3","0","3"
"累迁尚书左丞","3","0","3"
"遣太仆卿杨义","2","1","3"
"位开府仪同三","3","0","3"
"国子祭酒何妥","1","2","3"
"虏男女数千人","1","2","3"
"公皮豹子等率","1","2","3"
"中书舍人徐纥","1","2","3"
"侍中安丰王延","2","1","3"
"中安丰王延明","2","1","3"
"事黄门侍郎元","2","1","3"
"黄门侍郎元纂","2","1","3"
"阿瑰遣吐豆登","3","0","3"
"瑰遣吐豆登郁","3","0","3"
"遣吐豆登郁久","3","0","3"
"申州刺史李惠","1","2","3"
"加征南大将军","2","1","3"
"诏南平公长孙","3","0","3"
"宋守将毛德祖","1","2","3"
"州刺史司马世","2","1","3"
"刺史司马世云","2","1","3"
"魏帝立皇太子","1","2","3"
"王萧绎遣使朝","3","0","3"
"契丹遣使朝贡","3","0","3"
"西魏恭帝元年","1","2","3"
"河东王潘相乐","2","1","3"
"湘州刺史王琳","2","1","3"
"周冢宰宇文护","2","1","3"
"元景式等二十","1","2","3"
"景式等二十五","1","2","3"
"式等二十五家","1","2","3"
"帝名殷字正道","2","1","3"
"靺鞨遣使朝贡","3","0","3"
"吏部尚书尉瑾","2","1","3"
"广宁王孝珩司","3","0","3"
"改威宗景烈皇","2","1","3"
"广宁王孝珩等","2","1","3"
"宁王孝珩等守","2","1","3"
"东魏北豫州刺","2","1","3"
"魏北豫州刺史","2","1","3"
"豫州刺史高慎","2","1","3"
"大都督苻贵镇","2","1","3"
"左候卫将军屈","1","2","3"
"候卫将军屈突","1","2","3"
"谓彭城王勰曰","3","0","3"
"献皇后独孤氏","1","2","3"
"隋文帝总百揆","3","0","3"
"累迁事黄门侍","3","0","3"
"州刺史曹武请","1","2","3"
"遣统军傅竖眼","2","1","3"
"赠尚书右仆射","3","0","3"
"中尉李平所弹","2","1","3"
"裴叔业寿春内","3","0","3"
"幽州刺史王永","1","2","3"
"孝文追录先朝","3","0","3"
"文追录先朝功","3","0","3"
"追录先朝功臣","3","0","3"
"齐将陈显达入","1","2","3"
"咸阳王禧谋反","2","1","3"
"太常少卿元端","2","1","3"
"破六韩拔陵首","2","1","3"
"家员外散骑侍","3","0","3"
"文襄大将军主","2","1","3"
"襄大将军主簿","2","1","3"
"御史中尉郦道","1","2","3"
"史中尉郦道元","1","2","3"
"吏部尚书邢峦","1","2","3"
"黄帝二十五子","3","0","3"
"太师咸阳王长","1","2","3"
"师咸阳王长史","1","2","3"
"大丞相府右长","1","2","3"
"北豫三州刺史","1","2","3"
"相州刺史李神","1","2","3"
"中书令赵彦深","1","2","3"
"都督江西诸军","2","1","3"
"督江西诸军事","2","1","3"
"员外郎卢思道","1","2","3"
"同县赵奉伯家","1","2","3"
"进号骠骑将军","2","1","3"
"迁车骑大将军","3","0","3"
"游击将军赵祖","1","2","3"
"击将军赵祖悦","1","2","3"
"濮阳太守崔巨","1","2","3"
"阳太守崔巨伦","1","2","3"
"太子步兵校尉","1","2","3"
"尚书三公郎中","1","2","3"
"录尚书事长孙","1","2","3"
"尚书事长孙承","1","2","3"
"书事长孙承业","1","2","3"
"盲老公背上下","2","1","3"
"老公背上下大","2","1","3"
"公背上下大斧","2","1","3"
"行台万俟道洛","1","2","3"
"总大都督杜德","1","2","3"
"大都督杜德等","1","2","3"
"都督杜德等追","1","2","3"
"督杜德等追讨","1","2","3"
"随慕容德南渡","1","2","3"
"顺阳太守王青","1","2","3"
"阳太守王青石","1","2","3"
"他就是这样被","0","3","3"
"这就是所说的","0","3","3"
"没有别的想法","0","3","3"
"的孝行感动了","0","3","3"
"难道不是因为","0","3","3"
"特别喜爱文学","0","3","3"
"这件事的人都","0","3","3"
"莫陈悦害死贺","0","3","3"
"陈悦害死贺拔","0","3","3"
"悦害死贺拔岳","0","3","3"
"他被封为骠骑","0","3","3"
"被封为骠骑大","0","3","3"
"跟随宇文泰平","0","3","3"
"随宇文泰平定","0","3","3"
"与齐神武帝高","0","3","3"
