"N-gram","北史","北史翻译","Total"
"将作大匠高龙叉","1","1","2"
"通直散骑侍郎判","1","1","2"
"直散骑侍郎判司","1","1","2"
"散骑侍郎判司农","1","1","2"
"骑侍郎判司农少","1","1","2"
"侍郎判司农少卿","1","1","2"
"郎判司农少卿事","1","1","2"
"判司农少卿事元","1","1","2"
"司农少卿事元衡","1","1","2"
"文林郎杨孝政上","1","1","2"
"山南道行台尚书","1","1","2"
"山南道行军元帅","1","1","2"
"四十四州诸军事","1","1","2"
"大都督皇甫统上","1","1","2"
"都督皇甫统上表","1","1","2"
"督皇甫统上表请","1","1","2"
"俊长女永丰公主","1","1","2"
"金紫光禄大夫段","1","1","2"
"紫光禄大夫段达","1","1","2"
"摄户部尚书韦津","1","1","2"
"云定兴等十人入","1","1","2"
"定兴等十人入见","1","1","2"
"襄州总管府司录","1","1","2"
"楚州行参军李君","1","1","2"
"州行参军李君才","1","1","2"
"户部尚书斛律孝","1","1","2"
"部尚书斛律孝卿","1","1","2"
"兵部尚书柳述等","1","1","2"
"遣秘书郎郑默删","1","1","2"
"秘书郎郑默删定","1","1","2"
"书郎郑默删定旧","1","1","2"
"故小黄令焦延寿","1","1","2"
"论新礼降杀轻重","1","1","2"
"吏部侍郎高孝基","1","1","2"
"尚书令杨遵彦考","1","1","2"
"推同判文林馆事","1","1","2"
"神武公纥豆陵毅","1","1","2"
"都督内外诸军事","1","1","2"
"九锡殊礼诏策笺","1","1","2"
"锡殊礼诏策笺表","1","1","2"
"殊礼诏策笺表玺","1","1","2"
"礼诏策笺表玺书","1","1","2"
"卫国县市店八十","1","1","2"
"国县市店八十区","1","1","2"
"偏将达奚长儒率","1","1","2"
"寻迁尚书右仆射","2","0","2"
"桂州道行军总管","1","1","2"
"慈州刺史上官政","1","1","2"
"左将军勇猛中大","1","1","2"
"将军勇猛中大夫","1","1","2"
"凉州总管独孤罗","1","1","2"
"灵州总管贺若谊","1","1","2"
"州总管贺若谊等","1","1","2"
"总管贺若谊等发","1","1","2"
"高智慧等作乱江","2","0","2"
"智慧等作乱江南","2","0","2"
"交州道行军总管","1","1","2"
"度支侍郎敬德亮","1","1","2"
"钦州刺史宁长真","1","1","2"
"林邑王梵志弃城","1","1","2"
"隋文帝定州总管","2","0","2"
"下诏赐义臣姓杨","1","1","2"
"车骑将军杨思恩","1","1","2"
"骑将军杨思恩请","1","1","2"
"功进位光禄大夫","2","0","2"
"治书侍御史梁毗","1","1","2"
"将伊阙令皇甫诩","1","1","2"
"江都郡丞王世充","1","1","2"
"丁二十四万三千","1","1","2"
"口六十四万一千","1","1","2"
"六十四万一千五","1","1","2"
"十四万一千五百","1","1","2"
"司隶大夫薛道衡","1","1","2"
"进位银青光禄大","2","0","2"
"日影一丈二尺七","1","1","2"
"影一丈二尺七寸","1","1","2"
"一丈二尺七寸二","1","1","2"
"丈二尺七寸二分","1","1","2"
"影一丈二尺六寸","1","1","2"
"一丈二尺六寸三","1","1","2"
"丈二尺六寸三分","1","1","2"
"仁寿四年甲子岁","1","1","2"
"天正十一月庚戍","2","0","2"
"正十一月庚戍冬","2","0","2"
"八月二十八日夜","1","1","2"
"年十一月二十日","1","1","2"
"十一月二十日夜","1","1","2"
"十二月十五日夜","1","1","2"
"河北道行台右仆","1","1","2"
"元帅汉王府司马","1","1","2"
"检校刑部尚书事","1","1","2"
"宁州刺史赵郡公","1","1","2"
"州刺史赵郡公李","1","1","2"
"刺史赵郡公李安","1","1","2"
"平壤道行军总管","1","1","2"
"检校东莱郡太守","1","1","2"
"杜城府鹰扬郎将","1","1","2"
"遣光禄少卿柳謇","1","1","2"
"改授银青光禄大","1","1","2"
"授银青光禄大夫","1","1","2"
"子盖检校武威太","1","1","2"
"盖检校武威太守","1","1","2"
"遣河南赞务裴弘","1","1","2"
"遣越王留守东都","1","1","2"
"检校右御卫大将","1","1","2"
"校右御卫大将军","1","1","2"
"遣武贲郎将张峻","1","1","2"
"遣通议大夫斛斯","1","1","2"
"通议大夫斛斯万","1","1","2"
"议大夫斛斯万善","1","1","2"
"遣内史舍人封德","1","1","2"
"内史舍人封德彝","1","1","2"
"史舍人封德彝驰","1","1","2"
"通事舍人赵元恺","1","1","2"
"元恺引左卫率崔","1","1","2"
"泗州刺史司马幼","1","1","2"
"宇文护引中外府","2","0","2"
"文护引中外府记","2","0","2"
"护引中外府记室","2","0","2"
"巡河北五十二州","1","1","2"
"蜀郡都尉段钟葵","1","1","2"
"郡都尉段钟葵讨","1","1","2"
"令大理司直梁敬","1","1","2"
"大理司直梁敬真","1","1","2"
"朝请大夫张镇周","1","1","2"
"寻加开府仪同三","2","0","2"
"将军杨义臣率兵","1","1","2"
"右骁卫大将军护","2","0","2"
"骁卫大将军护兒","2","0","2"
"直阁裴虔通互相","1","1","2"
"转告内史舍人元","1","1","2"
"告内史舍人元敏","1","1","2"
"义宁二年三月一","1","1","2"
"宁二年三月一日","1","1","2"
"候卫武贲冯普乐","1","1","2"
"折冲郎将沈光等","1","1","2"
"遣淮安王神通安","1","1","2"
"淮安王神通安抚","1","1","2"
"安王神通安抚山","1","1","2"
"王神通安抚山东","1","1","2"
"光禄大夫裴仁基","1","1","2"
"总督内外诸军事","1","1","2"
"中书侍郎贾元寿","1","1","2"
"都督甄琛等二十","1","1","2"
"征南将军元遥等","1","1","2"
"海公姚逵平北府","1","1","2"
"骠骑大将军开府","1","1","2"
"太上君景明三年","1","1","2"
"神龟元年四月七","1","1","2"
"龟元年四月七日","1","1","2"
"增国子太学生员","2","0","2"
"国子太学生员三","2","0","2"
"子太学生员三千","2","0","2"
"太学生员三千人","2","0","2"
"命乐师入学习舞","2","0","2"
"置国子生三十六","1","1","2"
"国子生三十六人","1","1","2"
"中书舍人卢景宣","1","1","2"
"书舍人卢景宣讲","1","1","2"
"知阳平馆陶赵世","1","1","2"
"阳平馆陶赵世业","1","1","2"
"平馆陶赵世业家","1","1","2"
"通直散骑侍郎李","1","1","2"
"直散骑侍郎李业","1","1","2"
"散骑侍郎李业兴","1","1","2"
"除通直散骑常侍","2","0","2"
"晋河南将军熊光","1","1","2"
"庄公三十一年冬","1","1","2"
"僖公二十一年夏","1","1","2"
"汉武帝元狩三年","1","1","2"
"武帝元狩三年夏","1","1","2"
"加通直散骑常侍","2","0","2"
"三十六科鬼神感","1","1","2"
"十六科鬼神感应","1","1","2"
"六科鬼神感应等","1","1","2"
"科鬼神感应等大","1","1","2"
