"N-gram","北史","北史翻译","Total"
"能骑在马上向左右两边","0","2","2"
"元颢率南朝军队占据洛","0","2","2"
"颢率南朝军队占据洛阳","0","2","2"
"朝廷封他的一个儿子为","0","2","2"
"凉州刺史宇文仲和占据","0","2","2"
"州刺史宇文仲和占据州","0","2","2"
"刺史宇文仲和占据州城","0","2","2"
"东魏的高仲密献出北豫","0","2","2"
"魏的高仲密献出北豫州","0","2","2"
"跟随宇文泰平定侯莫陈","0","2","2"
"随宇文泰平定侯莫陈悦","0","2","2"
"跟随宇文泰在邙山与东","0","2","2"
"随宇文泰在邙山与东魏","0","2","2"
"宇文泰在邙山与东魏军","0","2","2"
"贺拔岳被侯莫陈悦杀害","0","2","2"
"高智慧等人在江南发动","0","2","2"
"智慧等人在江南发动叛","0","2","2"
"慧等人在江南发动叛乱","0","2","2"
"冬至那天日影一丈二尺","0","2","2"
"岁月正是十一月庚戍日","0","2","2"
"月正是十一月庚戍日冬","0","2","2"
"正是十一月庚戍日冬至","0","2","2"
"来护儿为右骁卫大将军","0","2","2"
"授予员外散骑侍郎之职","0","2","2"
"多次升迁至通直散骑常","0","2","2"
"次升迁至通直散骑常侍","0","2","2"
"宇文述以行军总管之职","0","2","2"
"总计一百八十二天而运","0","2","2"
"计一百八十二天而运行","0","2","2"
"一百八十二天而运行一","0","2","2"
"百八十二天而运行一百","0","2","2"
"大会各部落首领于牛川","0","2","2"
"在西宫大摆筵席宴请群","0","2","2"
"西宫大摆筵席宴请群臣","0","2","2"
"湘东王萧绎派使者朝贡","0","2","2"
"高阳王高为尚书左仆射","0","2","2"
"尊称皇太后为太皇太后","0","2","2"
"孝昭帝便派归彦立即驰","0","2","2"
"昭帝便派归彦立即驰赴","0","2","2"
"帝便派归彦立即驰赴晋","0","2","2"
"便派归彦立即驰赴晋阳","0","2","2"
"派归彦立即驰赴晋阳杀","0","2","2"
"归彦立即驰赴晋阳杀害","0","2","2"
"彦立即驰赴晋阳杀害了","0","2","2"
"立即驰赴晋阳杀害了废","0","2","2"
"即驰赴晋阳杀害了废帝","0","2","2"
"文宣帝听从了可是却又","0","2","2"
"宣帝听从了可是却又很","0","2","2"
"帝听从了可是却又很生","0","2","2"
"听从了可是却又很生气","0","2","2"
"在我的身后儿子不得帝","0","2","2"
"我的身后儿子不得帝位","0","2","2"
"的身后儿子不得帝位啊","0","2","2"
"身后儿子不得帝位啊邢","0","2","2"
"后儿子不得帝位啊邢邵","0","2","2"
"儿子不得帝位啊邢邵听","0","2","2"
"子不得帝位啊邢邵听后","0","2","2"
"不得帝位啊邢邵听后大","0","2","2"
"得帝位啊邢邵听后大惊","0","2","2"
"太上皇帝派兼散骑常侍","0","2","2"
"太上皇帝令兼散骑常侍","0","2","2"
"广宁王孝珩为录尚书事","0","2","2"
"人们望见后都十分敬畏","0","2","2"
"们望见后都十分敬畏他","0","2","2"
"宇文泰派开府独孤信前","0","2","2"
"文泰派开府独孤信前去","0","2","2"
"泰派开府独孤信前去征","0","2","2"
"派开府独孤信前去征讨","0","2","2"
"中山公宇文护和大将军","0","2","2"
"山公宇文护和大将军杨","0","2","2"
"公宇文护和大将军杨忠","0","2","2"
"魏恭帝加封宇文泰为太","0","2","2"
"恭帝加封宇文泰为太师","0","2","2"
"都派使者进贡地方特产","0","2","2"
"左翊卫大将军宇文述在","0","2","2"
"国派使者进贡地方特产","0","2","2"
"派左翊卫大将军宇文述","0","2","2"
"左候卫将军屈突通等飞","0","2","2"
"候卫将军屈突通等飞传","0","2","2"
"卫将军屈突通等飞传命","0","2","2"
"将军屈突通等飞传命令","0","2","2"
"军屈突通等飞传命令发","0","2","2"
"屈突通等飞传命令发兵","0","2","2"
"便把她附葬于盛乐的金","0","2","2"
"把她附葬于盛乐的金陵","0","2","2"
"武明皇后也被断绝往来","0","2","2"
"将他们在长安处以车裂","0","2","2"
"他们在长安处以车裂的","0","2","2"
"们在长安处以车裂的刑","0","2","2"
"在长安处以车裂的刑罚","0","2","2"
"敌人果然起了疑心而退","0","2","2"
"人果然起了疑心而退避","0","2","2"
"齐的雍州刺史曹武请求","0","2","2"
"你就是今天把我打碎头","0","2","2"
"就是今天把我打碎头颅","0","2","2"
"是今天把我打碎头颅流","0","2","2"
"今天把我打碎头颅流下","0","2","2"
"天把我打碎头颅流下肠","0","2","2"
"把我打碎头颅流下肠子","0","2","2"
"幽州刺史王永驻守于蓟","0","2","2"
"州刺史王永驻守于蓟城","0","2","2"
"孝文帝追记前朝的功臣","0","2","2"
"赐给皇帝所用的丧物棺","0","2","2"
"给皇帝所用的丧物棺材","0","2","2"
"皇帝所用的丧物棺材等","0","2","2"
"于谨原是和周文帝同列","0","2","2"
"谨原是和周文帝同列的","0","2","2"
"原是和周文帝同列的朝","0","2","2"
"是和周文帝同列的朝官","0","2","2"
"所以宇文护一向十分敬","0","2","2"
"以宇文护一向十分敬重","0","2","2"
"宇文护一向十分敬重他","0","2","2"
"在洛阳设置雍州的郡县","0","2","2"
"洛阳设置雍州的郡县安","0","2","2"
"阳设置雍州的郡县安置","0","2","2"
"设置雍州的郡县安置那","0","2","2"
"置雍州的郡县安置那些","0","2","2"
"雍州的郡县安置那些流","0","2","2"
"州的郡县安置那些流民","0","2","2"
"下诏任命郦道元为持节","0","2","2"
"后来转任尚书右外兵郎","0","2","2"
"来转任尚书右外兵郎中","0","2","2"
"陆瞨就担任内都下大夫","0","2","2"
"于是陆腾测量山川地势","0","2","2"
"皇帝下诏令树碑纪念功","0","2","2"
"帝下诏令树碑纪念功绩","0","2","2"
"太武帝见到他后很赏识","0","2","2"
"齐废帝宝卷的同母弟弟","0","2","2"
"召高闾和中书令高允进","0","2","2"
"高闾和中书令高允进入","0","2","2"
"闾和中书令高允进入宫","0","2","2"
"和中书令高允进入宫中","0","2","2"
"中书令高允进入宫中参","0","2","2"
"书令高允进入宫中参与","0","2","2"
"令高允进入宫中参与处","0","2","2"
"高允进入宫中参与处置","0","2","2"
"允进入宫中参与处置国","0","2","2"
"进入宫中参与处置国家","0","2","2"
"入宫中参与处置国家大","0","2","2"
"宫中参与处置国家大政","0","2","2"
"皇帝以优诏授予光禄大","0","2","2"
"帝以优诏授予光禄大夫","0","2","2"
"金制的印章和紫色的绶","0","2","2"
"制的印章和紫色的绶带","0","2","2"
"由吏部尚书邢峦亲自送","0","2","2"
"吏部尚书邢峦亲自送往","0","2","2"
"部尚书邢峦亲自送往高","0","2","2"
"尚书邢峦亲自送往高闾","0","2","2"
"书邢峦亲自送往高闾家","0","2","2"
"邢峦亲自送往高闾家中","0","2","2"
"峦亲自送往高闾家中拜","0","2","2"
"亲自送往高闾家中拜授","0","2","2"
"只有平均才不会有枝条","0","2","2"
"有平均才不会有枝条鸣","0","2","2"
"平均才不会有枝条鸣响","0","2","2"
"所以黄帝有二十五位儿","0","2","2"
"以黄帝有二十五位儿子","0","2","2"
"夷鼓两人和黄帝同样姓","0","2","2"
"鼓两人和黄帝同样姓姬","0","2","2"
"逐渐凭战功升至左光禄","0","2","2"
"渐凭战功升至左光禄大","0","2","2"
"凭战功升至左光禄大夫","0","2","2"
"周文帝赐信对他赞叹夸","0","2","2"
"文帝赐信对他赞叹夸奖","0","2","2"
"后来他被征召回京拜为","0","2","2"
"来他被征召回京拜为京","0","2","2"
"他被征召回京拜为京兆","0","2","2"
"被征召回京拜为京兆尹","0","2","2"
"任命郑道邕为大丞相府","0","2","2"
"命郑道邕为大丞相府右","0","2","2"
"郑道邕为大丞相府右长","0","2","2"
"道邕为大丞相府右长史","0","2","2"
"加封郑道邕为骠骑大将","0","2","2"
"封郑道邕为骠骑大将军","0","2","2"
"读书人听了没有不称赞","0","2","2"
"书人听了没有不称赞的","0","2","2"
"便与他的妻子乘车西逃","0","2","2"
"裴矩与大将军鹿愿率兵","0","2","2"
"矩与大将军鹿愿率兵赴","0","2","2"
"与大将军鹿愿率兵赴援","0","2","2"
"因为他们部落内有很多","0","2","2"
"为他们部落内有很多胡","0","2","2"
"他们部落内有很多胡人","0","2","2"
"城中所有的北人必须全","0","2","2"
"中所有的北人必须全部","0","2","2"
"所有的北人必须全部杀","0","2","2"
"有的北人必须全部杀死","0","2","2"
"任命他为给事黄门侍郎","0","2","2"
"隋文帝杨坚任北周的丞","0","2","2"
"文帝杨坚任北周的丞相","0","2","2"
"怎么能申张劝勉奖励功","0","2","2"
"么能申张劝勉奖励功臣","0","2","2"
"能申张劝勉奖励功臣的","0","2","2"
"申张劝勉奖励功臣的风","0","2","2"
"张劝勉奖励功臣的风气","0","2","2"
"劝勉奖励功臣的风气可","0","2","2"
"勉奖励功臣的风气可再","0","2","2"
"奖励功臣的风气可再封","0","2","2"
"励功臣的风气可再封他","0","2","2"
"功臣的风气可再封他的","0","2","2"
"臣的风气可再封他的一","0","2","2"
"的风气可再封他的一个","0","2","2"
"风气可再封他的一个儿","0","2","2"
"气可再封他的一个儿子","0","2","2"
"可再封他的一个儿子为","0","2","2"
"再封他的一个儿子为义","0","2","2"
"封他的一个儿子为义康","0","2","2"
"他的一个儿子为义康郡","0","2","2"
"的一个儿子为义康郡公","0","2","2"
"所有的儿子没有任何汗","0","2","2"
"有的儿子没有任何汗马","0","2","2"
"的儿子没有任何汗马功","0","2","2"
"儿子没有任何汗马功劳","0","2","2"
"男子戴帽子而妇女用簪","0","2","2"
"选用了员外郎卢思道的","0","2","2"
"用了员外郎卢思道的八","0","2","2"
"了员外郎卢思道的八首","0","2","2"
"其他人多的也不过三四","0","2","2"
"他人多的也不过三四首","0","2","2"
"没有对学校社庙加以修","0","2","2"
"有对学校社庙加以修缮","0","2","2"
"朝廷下诏命李崇为使持","0","2","2"
"廷下诏命李崇为使持节","0","2","2"
"氐人都离开杨灵珍逃散","0","2","2"
"灵珍的人马顿时少了一","0","2","2"
"珍的人马顿时少了一大","0","2","2"
"的人马顿时少了一大半","0","2","2"
"看见小孩在同县赵奉伯","0","2","2"
"见小孩在同县赵奉伯家","0","2","2"
"小孩在同县赵奉伯家里","0","2","2"
"朝廷任安东王元鉴为徐","0","2","2"
"廷任安东王元鉴为徐州","0","2","2"
"任安东王元鉴为徐州刺","0","2","2"
"安东王元鉴为徐州刺史","0","2","2"
"王显代替李平为御史中","0","2","2"
"显代替李平为御史中尉","0","2","2"
"李平被加封为散骑常侍","0","2","2"
"而杨遵彦中途患病回来","0","2","2"
"李彪被解除著作的职务","0","2","2"
"朝廷专门把写史的事交","0","2","2"
"廷专门把写史的事交给","0","2","2"
"专门把写史的事交给崔","0","2","2"
"门把写史的事交给崔光","0","2","2"
"李彪不久因犯罪被免官","0","2","2"
"东宫的侍臣一起对崔光","0","2","2"
"宫的侍臣一起对崔光叩","0","2","2"
"的侍臣一起对崔光叩拜","0","2","2"
"我耻于没有辞让的道德","0","2","2"
"席法友等人推举叔业哥","0","2","2"
"法友等人推举叔业哥哥","0","2","2"
"友等人推举叔业哥哥的","0","2","2"
"等人推举叔业哥哥的儿","0","2","2"
"人推举叔业哥哥的儿子","0","2","2"
"推举叔业哥哥的儿子裴","0","2","2"
"举叔业哥哥的儿子裴植","0","2","2"
"叔业哥哥的儿子裴植监","0","2","2"
"业哥哥的儿子裴植监管","0","2","2"
"哥哥的儿子裴植监管州","0","2","2"
"哥的儿子裴植监管州事","0","2","2"
"他被濮阳太守崔巨伦驱","0","2","2"
"被濮阳太守崔巨伦驱逐","0","2","2"
"朝廷赠封他为青州刺史","0","2","2"
"看到皇甫氏已年近六十","0","2","2"
"南朝的人有特殊的爱好","0","2","2"
"骑在马上向左右两旁射","0","2","2"
"在马上向左右两旁射箭","0","2","2"
"不侵害百姓的任何利益","0","2","2"
"顺阳太守王青石世代在","0","2","2"
"阳太守王青石世代在南","0","2","2"
"太守王青石世代在南朝","0","2","2"
"守王青石世代在南朝做","0","2","2"
"王青石世代在南朝做官","0","2","2"
"因任幽州中正时受人财","0","2","2"
"任幽州中正时受人财货","0","2","2"
"幽州中正时受人财货被","0","2","2"
"州中正时受人财货被免","0","2","2"
"中正时受人财货被免去","0","2","2"
"正时受人财货被免去官","0","2","2"
"时受人财货被免去官职","0","2","2"
"终会占有关右一带的土","0","2","2"
"会占有关右一带的土地","0","2","2"
"读书人因此都心归朝廷","0","2","2"
"休之建议应以天保元年","0","2","2"
"之建议应以天保元年为","0","2","2"
"建议应以天保元年为北","0","2","2"
"议应以天保元年为北齐","0","2","2"
"应以天保元年为北齐的","0","2","2"
"以天保元年为北齐的起","0","2","2"
"天保元年为北齐的起始","0","2","2"
"保元年为北齐的起始断","0","2","2"
"元年为北齐的起始断限","0","2","2"
"年为北齐的起始断限年","0","2","2"
"为北齐的起始断限年代","0","2","2"
"元士亮等人作声色之游","0","2","2"
"他任意从教判那里取东","0","2","2"
"任意从教判那里取东西","0","2","2"
"武成帝认为太子高讳是","0","2","2"
"成帝认为太子高讳是自","0","2","2"
"帝认为太子高讳是自己","0","2","2"
"认为太子高讳是自己的","0","2","2"
"为太子高讳是自己的长","0","2","2"
"太子高讳是自己的长子","0","2","2"
"丑奴又与萧宝夤在安定","0","2","2"
"奴又与萧宝夤在安定对","0","2","2"
"又与萧宝夤在安定对峙","0","2","2"
"便命尔朱天光为使持节","0","2","2"
"又埋伏士兵在木枪里面","0","2","2"
"下诏恢复他原来的官职","0","2","2"
"总大都督杜德等追讨尔","0","2","2"
"大都督杜德等追讨尔朱","0","2","2"
"都督杜德等追讨尔朱仲","0","2","2"
"督杜德等追讨尔朱仲远","0","2","2"
"杜德收编了仲远的兵马","0","2","2"
"加封他为开府仪同三司","0","2","2"
"朝廷任辛术为东南道行","0","2","2"
"廷任辛术为东南道行台","0","2","2"
"任辛术为东南道行台尚","0","2","2"
"辛术为东南道行台尚书","0","2","2"
"四方的官吏百姓都知道","0","2","2"
"方的官吏百姓都知道皇","0","2","2"
"的官吏百姓都知道皇帝","0","2","2"
"官吏百姓都知道皇帝在","0","2","2"
"吏百姓都知道皇帝在哪","0","2","2"
"百姓都知道皇帝在哪里","0","2","2"
"高道穆命军卒用木棒将","0","2","2"
"道穆命军卒用木棒将她","0","2","2"
"穆命军卒用木棒将她坐","0","2","2"
"命军卒用木棒将她坐的","0","2","2"
"军卒用木棒将她坐的车","0","2","2"
"卒用木棒将她坐的车子","0","2","2"
"用木棒将她坐的车子打","0","2","2"
"木棒将她坐的车子打坏","0","2","2"
"少年以侍奉后母孝顺闻","0","2","2"
"年以侍奉后母孝顺闻名","0","2","2"
"参与纂修皇帝的起居注","0","2","2"
"对他的恩遇不同于其他","0","2","2"
"他的恩遇不同于其他子","0","2","2"
"的恩遇不同于其他子侄","0","2","2"
"因立功被授予上开府的","0","2","2"
"立功被授予上开府的官","0","2","2"
"功被授予上开府的官职","0","2","2"
"这是万世难逢的好机会","0","2","2"
"是万世难逢的好机会呀","0","2","2"
"万世难逢的好机会呀高","0","2","2"
"世难逢的好机会呀高湛","0","2","2"
"难逢的好机会呀高湛听","0","2","2"
"逢的好机会呀高湛听了","0","2","2"
"的好机会呀高湛听了大","0","2","2"
"好机会呀高湛听了大为","0","2","2"
"机会呀高湛听了大为高","0","2","2"
"会呀高湛听了大为高兴","0","2","2"
"建立功勋代行河州牧守","0","2","2"
"可用这两件武器威吓人","0","2","2"
"朝廷下诏恢复他原来的","0","2","2"
"廷下诏恢复他原来的官","0","2","2"
"送给他鍂车京丧车一辆","0","2","2"
"兄弟十五人只剩下我一","0","2","2"
"弟十五人只剩下我一个","0","2","2"
"呼延族与莫多敬显从游","0","2","2"
"延族与莫多敬显从游豫","0","2","2"
"族与莫多敬显从游豫园","0","2","2"
"与莫多敬显从游豫园带","0","2","2"
"莫多敬显从游豫园带兵","0","2","2"
"多敬显从游豫园带兵出","0","2","2"
"敬显从游豫园带兵出来","0","2","2"
"将他调出京城任沧州刺","0","2","2"
"他调出京城任沧州刺史","0","2","2"
"请求委派赵郡王高琛统","0","2","2"
"求委派赵郡王高琛统率","0","2","2"
"委派赵郡王高琛统率军","0","2","2"
"派赵郡王高琛统率军队","0","2","2"
"他夺过她的小孩儿喂波","0","2","2"
"夺过她的小孩儿喂波斯","0","2","2"
"过她的小孩儿喂波斯狗","0","2","2"
"又与大都督高岳在寒山","0","2","2"
"与大都督高岳在寒山擒","0","2","2"
"大都督高岳在寒山擒获","0","2","2"
"都督高岳在寒山擒获南","0","2","2"
"督高岳在寒山擒获南梁","0","2","2"
"高岳在寒山擒获南梁贞","0","2","2"
"岳在寒山擒获南梁贞阳","0","2","2"
"在寒山擒获南梁贞阳侯","0","2","2"
"寒山擒获南梁贞阳侯萧","0","2","2"
"山擒获南梁贞阳侯萧明","0","2","2"
"修义看到天下纷乱扰攘","0","2","2"
"这不是大臣应有的品质","0","2","2"
"即将接受东魏孝静帝的","0","2","2"
"将接受东魏孝静帝的禅","0","2","2"
"他又追想和恼怒起高隆","0","2","2"
"又追想和恼怒起高隆之","0","2","2"
"追想和恼怒起高隆之来","0","2","2"
"司徒中兵高慧登等二十","0","2","2"
"徒中兵高慧登等二十多","0","2","2"
"中兵高慧登等二十多人","0","2","2"
"兵高慧登等二十多人抓","0","2","2"
"高慧登等二十多人抓到","0","2","2"
"慧登等二十多人抓到面","0","2","2"
"登等二十多人抓到面前","0","2","2"
"如果人死了又能聚集成","0","2","2"
"果人死了又能聚集成人","0","2","2"
"他还在众人面前批评高","0","2","2"
"还在众人面前批评高德","0","2","2"
"在众人面前批评高德正","0","2","2"
"所以没有让你到州中任","0","2","2"
"以没有让你到州中任职","0","2","2"
"他被御史台和左丞弹劾","0","2","2"
"但都被天子批准免于追","0","2","2"
"都被天子批准免于追究","0","2","2"
"给他哥哥的儿子魏周达","0","2","2"
"武帝又命宦官何泉用御","0","2","2"
"帝又命宦官何泉用御刀","0","2","2"
"又命宦官何泉用御刀砍","0","2","2"
"命宦官何泉用御刀砍杀","0","2","2"
"宦官何泉用御刀砍杀他","0","2","2"
"周文帝宇文泰同族人的","0","2","2"
"文帝宇文泰同族人的儿","0","2","2"
"帝宇文泰同族人的儿子","0","2","2"
"丢掉牲畜粮草等物品不","0","2","2"
"掉牲畜粮草等物品不可","0","2","2"
"牲畜粮草等物品不可胜","0","2","2"
"畜粮草等物品不可胜数","0","2","2"
"孝武帝采纳了他的建议","0","2","2"
"李穆等暗中接应侯莫陈","0","2","2"
"穆等暗中接应侯莫陈崇","0","2","2"
"胆量和力气都超过常人","0","2","2"
"又封他的儿子李雄为密","0","2","2"
"封他的儿子李雄为密国","0","2","2"
"他的儿子李雄为密国公","0","2","2"
"宁州有盐井和珍奇的犀","0","2","2"
"州有盐井和珍奇的犀牛","0","2","2"
"有盐井和珍奇的犀牛角","0","2","2"
"只需朝廷一道圣旨就行","0","2","2"
"需朝廷一道圣旨就行了","0","2","2"
