"N-gram","北史","北史翻译","Total"
"山南道行台尚书令","1","1","2"
"大都督皇甫统上表","1","1","2"
"都督皇甫统上表请","1","1","2"
"金紫光禄大夫段达","1","1","2"
"右武卫将军皇甫逸","2","0","2"
"云定兴等十人入见","1","1","2"
"楚州行参军李君才","1","1","2"
"户部尚书斛律孝卿","1","1","2"
"遣秘书郎郑默删定","1","1","2"
"秘书郎郑默删定旧","1","1","2"
"九锡殊礼诏策笺表","1","1","2"
"锡殊礼诏策笺表玺","1","1","2"
"殊礼诏策笺表玺书","1","1","2"
"卫国县市店八十区","1","1","2"
"左将军勇猛中大夫","1","1","2"
"灵州总管贺若谊等","1","1","2"
"州总管贺若谊等发","1","1","2"
"高智慧等作乱江南","2","0","2"
"车骑将军杨思恩请","1","1","2"
"口六十四万一千五","1","1","2"
"六十四万一千五百","1","1","2"
"进位银青光禄大夫","2","0","2"
"日影一丈二尺七寸","1","1","2"
"影一丈二尺七寸二","1","1","2"
"一丈二尺七寸二分","1","1","2"
"影一丈二尺六寸三","1","1","2"
"一丈二尺六寸三分","1","1","2"
"天正十一月庚戍冬","2","0","2"
"年十一月二十日夜","1","1","2"
"河北道行台右仆射","1","1","2"
"宁州刺史赵郡公李","1","1","2"
"州刺史赵郡公李安","1","1","2"
"改授银青光禄大夫","1","1","2"
"子盖检校武威太守","1","1","2"
"遣河南赞务裴弘策","1","1","2"
"检校右御卫大将军","1","1","2"
"遣通议大夫斛斯万","1","1","2"
"通议大夫斛斯万善","1","1","2"
"遣内史舍人封德彝","1","1","2"
"内史舍人封德彝驰","1","1","2"
"宰宇文护引中外府","2","0","2"
"宇文护引中外府记","2","0","2"
"文护引中外府记室","2","0","2"
"蜀郡都尉段钟葵讨","1","1","2"
"令大理司直梁敬真","1","1","2"
"寻加开府仪同三司","2","0","2"
"右骁卫大将军护兒","2","0","2"
"武卫将军屈突通等","1","1","2"
"转告内史舍人元敏","1","1","2"
"义宁二年三月一日","1","1","2"
"遣淮安王神通安抚","1","1","2"
"淮安王神通安抚山","1","1","2"
"安王神通安抚山东","1","1","2"
"神龟元年四月七日","1","1","2"
"增国子太学生员三","2","0","2"
"国子太学生员三千","2","0","2"
"子太学生员三千人","2","0","2"
"置国子生三十六人","1","1","2"
"中书舍人卢景宣讲","1","1","2"
"知阳平馆陶赵世业","1","1","2"
"阳平馆陶赵世业家","1","1","2"
"通直散骑侍郎李业","1","1","2"
"直散骑侍郎李业兴","1","1","2"
"汉武帝元狩三年夏","1","1","2"
"三十六科鬼神感应","1","1","2"
"十六科鬼神感应等","1","1","2"
"六科鬼神感应等大","1","1","2"
"科鬼神感应等大义","1","1","2"
"吏部尚书牛弘建议","1","1","2"
"齐州录事参军萧悫","1","1","2"
"通直散骑侍郎韦道","1","1","2"
"直散骑侍郎韦道逊","1","1","2"
"省主客郎中卢思道","1","1","2"
"司空东阁祭酒崔德","1","1","2"
"空东阁祭酒崔德立","1","1","2"
"殿中侍御史郑子信","1","1","2"
"中侍御史郑子信等","1","1","2"
"太尉长史宋游道收","1","1","2"
"褒都督城西诸军事","1","1","2"
"中抚军府外兵参军","1","1","2"
"左卫大将军宇文述","1","1","2"
"帅王薄北连豆子贼","1","1","2"
"王薄北连豆子贼孙","1","1","2"
"薄北连豆子贼孙宣","1","1","2"
"北连豆子贼孙宣雅","1","1","2"
"河南道十二郡黜陟","1","1","2"
"南道十二郡黜陟讨","1","1","2"
"道十二郡黜陟讨捕","1","1","2"
"十二郡黜陟讨捕大","1","1","2"
"二郡黜陟讨捕大使","1","1","2"
"君素金紫光禄大夫","1","1","2"
"神武丞相府右长史","1","1","2"
"三公曹第六十六条","1","1","2"
"识河间王郎中孟业","1","1","2"
"平原王段孝先相府","1","1","2"
"原王段孝先相府行","1","1","2"
"王段孝先相府行参","1","1","2"
"段孝先相府行参军","1","1","2"
"冀州绎幕县人成氏","1","1","2"
"永昌王仁随太武南","1","1","2"
"昌王仁随太武南征","1","1","2"
"通直散骑常侍孙僧","1","1","2"
"直散骑常侍孙僧化","1","1","2"
"中书舍人孙子良等","1","1","2"
"中散大夫孙安都共","1","1","2"
"齐文襄引大将军府","2","0","2"
"计一百八十二日行","2","0","2"
"一百八十二日行一","2","0","2"
"百八十二日行一百","2","0","2"
"迁上开府仪同大将","1","1","2"
"分遣建州开府梁昵","1","1","2"
"遣建州开府梁昵讨","1","1","2"
"时工部尚书宇文恺","1","1","2"
"工部尚书宇文恺造","1","1","2"
"部尚书宇文恺造辽","1","1","2"
"尚书宇文恺造辽水","1","1","2"
"书宇文恺造辽水桥","1","1","2"
"屯卫大将军麦铁杖","1","1","2"
"广州都督萧勃征兵","1","1","2"
"宪油络驷马安车一","1","1","2"
"时番州总管赵讷贪","1","1","2"
"赐夫人临振县汤沐","1","1","2"
"表称辽东粪土臣元","1","1","2"
"兵部侍郎斛斯政亡","2","0","2"
"部侍郎斛斯政亡入","2","0","2"
"侍郎斛斯政亡入高","2","0","2"
"郎斛斯政亡入高丽","2","0","2"
"朝请大夫张镇州率","1","1","2"
"请大夫张镇州率兵","1","1","2"
"时宋梁州刺史甄法","1","1","2"
"宋梁州刺史甄法护","1","1","2"
"诏淮阳公皮豹子等","1","1","2"
"淮阳公皮豹子等率","1","1","2"
"东益州刺史魏子建","1","1","2"
"宋荆州刺史刘义宣","1","1","2"
"征西将军皮欢喜攻","1","1","2"
"梁白马戍主尹天保","1","1","2"
"白马戍主尹天保率","1","1","2"
"建武将军傅竖眼攻","1","1","2"
"凤州固道氐魏天王","1","1","2"
"州固道氐魏天王等","1","1","2"
"沙州氐帅开府杨永","1","1","2"
"州氐帅开府杨永安","1","1","2"
"辽东鲜卑徒河涉归","1","1","2"
"弟叱力延等八人逃","1","1","2"
"诏上党王长孙观等","1","1","2"
"员外散骑常侍张礼","1","1","2"
"秦州城人莫折念生","1","1","2"
"州城人莫折念生反","1","1","2"
"员外散骑常侍傅灵","1","1","2"
"河西总管定城王钟","1","1","2"
"西总管定城王钟利","1","1","2"
"总管定城王钟利房","1","1","2"
"平城三千七百余里","1","1","2"
"遣左仆射安原等讨","2","0","2"
"高车诸部望军降者","2","0","2"
"车诸部望军降者数","2","0","2"
"诸部望军降者数十","2","0","2"
"部望军降者数十万","2","0","2"
"细明光人马铠一具","1","1","2"
"口袴褶一具内中宛","2","0","2"
"袴褶一具内中宛具","2","0","2"
"录尚书事高阳王雍","1","1","2"
"乌勾兰树升伐等朝","1","1","2"
"相府功曹参军张徽","1","1","2"
"府功曹参军张徽纂","1","1","2"
"莫何莫缘游大力等","1","1","2"
"何莫缘游大力等朝","1","1","2"
"散骑常侍太府卿罗","1","1","2"
"骑常侍太府卿罗念","1","1","2"
"通直散骑常侍中书","1","1","2"
"直散骑常侍中书舍","1","1","2"
"散骑常侍中书舍人","1","1","2"
"骑常侍中书舍人穆","1","1","2"
"常侍中书舍人穆景","1","1","2"
"侍中书舍人穆景相","1","1","2"
"中书舍人穆景相等","1","1","2"
"遣吐豆登郁久闾譬","2","0","2"
"太常卿孟韶等送公","1","1","2"
"常卿孟韶等送公主","1","1","2"
"吐豆登郁久闾匿伏","1","1","2"
"吐豆发郁久闾汗拔","1","1","2"
"豆发郁久闾汗拔姻","1","1","2"
"发郁久闾汗拔姻姬","1","1","2"
"郁久闾汗拔姻姬等","1","1","2"
"久闾汗拔姻姬等送","1","1","2"
"闾汗拔姻姬等送女","1","1","2"
"太子庵罗辰瑰弟登","2","0","2"
"子庵罗辰瑰弟登注","2","0","2"
"庵罗辰瑰弟登注俟","2","0","2"
"余众立注次子铁伐","2","0","2"
"众立注次子铁伐主","2","0","2"
"大人阿富提等所杀","2","0","2"
"立阿瑰子庵罗辰主","2","0","2"
"率部千余家奔关中","1","1","2"
"鹿浑海西北百余里","1","1","2"
"将西北绝漠千余里","2","0","2"
"高车侄利曷莫弗敕","1","1","2"
"车侄利曷莫弗敕力","1","1","2"
"侄利曷莫弗敕力犍","1","1","2"
"利曷莫弗敕力犍率","1","1","2"
"高车解批莫弗幡豆","1","1","2"
"车解批莫弗幡豆建","1","1","2"
"荥州刺史邵国公宇","1","1","2"
"州刺史邵国公宇文","1","1","2"
"刺史邵国公宇文胄","1","1","2"
"东潼州刺史曹孝达","1","1","2"
"西南道行台兵部尚","1","1","2"
"南道行台兵部尚书","1","1","2"
"撰定圆丘五帝凯乐","1","1","2"
"右中军熊渠中大夫","1","1","2"
"瀛州刺史宇文亢召","1","1","2"
"命散骑常侍封孝琰","1","1","2"
"前乐陵太守郑元礼","1","1","2"
"通直散骑常侍杨训","1","1","2"
"通直散骑侍郎马元","1","1","2"
"直散骑侍郎马元熙","1","1","2"
"开府行参军李师上","1","1","2"
"前幽州长史陆仁惠","1","1","2"
"前通直散骑侍郎辛","1","1","2"
"通直散骑侍郎辛德","1","1","2"
"直散骑侍郎辛德源","1","1","2"
"司徒户曹参军古道","1","1","2"
"徒户曹参军古道子","1","1","2"
"太尉中兵参军刘儒","1","1","2"
"尉中兵参军刘儒行","1","1","2"
"司空中兵参军周子","1","1","2"
"空中兵参军周子深","1","1","2"
"开府行参军王友伯","1","1","2"
"镇西湘东王府中记","1","1","2"
"西湘东王府中记室","1","1","2"
"湘东王府中记室参","1","1","2"
"东王府中记室参军","1","1","2"
"员外散骑侍郎李敖","1","1","2"
"地粟袁长子匹候跋","1","1","2"
"建国三十四年七月","1","1","2"
"国三十四年七月七","1","1","2"
"三十四年七月七日","1","1","2"
"部大人叔孙普洛等","1","1","2"
"大人叔孙普洛等十","1","1","2"
"人叔孙普洛等十三","1","1","2"
"叔孙普洛等十三人","1","1","2"
"左军将军李栗等攻","1","1","2"
"高凉王乐真等七军","1","1","2"
"尚书左仆射狄伯支","1","1","2"
"兵将军山阳侯奚斤","1","1","2"
"将军山阳侯奚斤巡","1","1","2"
"诏南平公长孙嵩等","2","0","2"
"北新侯安同等持节","1","1","2"
"新侯安同等持节巡","1","1","2"
"侯安同等持节巡行","1","1","2"
"定二州诸山居杂胡","2","0","2"
"昌黎王慕容伯兒谋","2","0","2"
"黎王慕容伯兒谋反","2","0","2"
"征东将军长孙道生","1","1","2"
"西魏大将军王思政","1","1","2"
"诏改封崇圣侯孔长","1","1","2"
"尚书左仆射慕容绍","1","1","2"
"书左仆射慕容绍宗","1","1","2"
"开府仪同三司司马","1","1","2"
"府仪同三司司马子","1","1","2"
"梁湘东王萧绎遣使","2","0","2"
"湘东王萧绎遣使朝","2","0","2"
"东王萧绎遣使朝贡","2","0","2"
"太子少师侯莫陈相","1","1","2"
"南豫州刺史任约等","1","1","2"
"山东寡妇二千六百","1","1","2"
"东寡妇二千六百人","1","1","2"
"周冢宰宇文护杀闵","1","1","2"
"冢宰宇文护杀闵帝","1","1","2"
"北豫州刺史司马消","1","1","2"
"豫州刺史司马消难","1","1","2"
"畿内老人刘奴等九","1","1","2"
"内老人刘奴等九百","1","1","2"
"老人刘奴等九百四","1","1","2"
"人刘奴等九百四十","1","1","2"
"刘奴等九百四十三","1","1","2"
"奴等九百四十三人","1","1","2"
"太尉长乐郡公尉粲","1","1","2"
"肆州刺史濮阳公娄","1","1","2"
"州刺史濮阳公娄仲","1","1","2"
"刺史濮阳公娄仲远","1","1","2"
"东平公元景式等二","1","1","2"
"平公元景式等二十","1","1","2"
"公元景式等二十五","1","1","2"
"特进元韶等十九家","1","1","2"
"国子博士邢峙侍讲","1","1","2"
"尊皇太后太皇太后","2","0","2"
"尚书右仆射燕子献","1","1","2"
"开府仪同三司刘洪","1","1","2"
"府仪同三司刘洪徽","1","1","2"
"文宣命邢邵制帝名","2","0","2"
"宣命邢邵制帝名殷","2","0","2"
"命邢邵制帝名殷字","2","0","2"
"邢邵制帝名殷字正","2","0","2"
"邵制帝名殷字正道","2","0","2"
"天保七年五月五日","1","1","2"
"尚书右仆射赵彦深","1","1","2"
"太祖献武皇帝神武","2","0","2"
"京官执事散官三品","1","1","2"
"尚书左仆射赵彦深","1","1","2"
"省尚书右仆射娄定","1","1","2"
"尚书右仆射娄定远","1","1","2"
"尚书右仆射胡长仁","1","1","2"
"百济王余昌使持节","2","0","2"
"开府仪同三司唐邕","1","1","2"
"书侍御史王子宣等","1","1","2"
"尚书右仆射冯子琮","1","1","2"
"广宁王孝珩录尚书","2","0","2"
"宁王孝珩录尚书事","2","0","2"
"省吏部尚书高元海","1","1","2"
"开府仪同三司尉破","1","1","2"
"府仪同三司尉破胡","1","1","2"
"侍中斛律孝卿送禅","1","1","2"
"宜州刺史穆提婆谋","1","1","2"
"州刺史穆提婆谋反","1","1","2"
"召秦州刺史侯莫陈","1","1","2"
"秦州刺史侯莫陈悦","1","1","2"
"州刺史侯莫陈悦东","1","1","2"
"刺史侯莫陈悦东下","1","1","2"
"夏州刺史解拔弥俄","1","1","2"
"州刺史解拔弥俄突","1","1","2"
"流人纥豆陵伊利等","1","1","2"
"秦州刺史万俟普拨","1","1","2"
"时南秦州刺史李弼","1","1","2"
"令前秦州刺史骆超","1","1","2"
"禽东魏陕州刺史李","2","0","2"
"魏北豫州刺史高慎","1","1","2"
"东魏河南大行台侯","1","1","2"
"魏河南大行台侯景","1","1","2"
"遣开府杨忠攻克随","1","1","2"
"开府杨忠攻克随州","1","1","2"
"梁州刺史宜丰侯萧","1","1","2"
"中山公护大将军杨","2","0","2"
"山公护大将军杨忠","2","0","2"
"河北道行台尚书令","1","1","2"
"淮南道行台尚书令","1","1","2"
"将作大匠宇文恺营","1","1","2"
"作大匠宇文恺营建","1","1","2"
"大匠宇文恺营建东","1","1","2"
"匠宇文恺营建东京","1","1","2"
"左武卫大将军郭衍","1","1","2"
"武卫大将军李景后","2","0","2"
"突厥意利珍豆启民","1","1","2"
"太仆卿杨义臣东屯","1","1","2"
"右屯卫大将军张定","1","1","2"
"遣左光禄大夫梁默","1","1","2"
"右翊卫将军李琼等","1","1","2"
"翊卫将军李琼等追","1","1","2"
"银青光禄大夫长孙","1","1","2"
"青光禄大夫长孙炽","1","1","2"
"左屯卫大将军姚辩","1","1","2"
"一百一十三万三千","1","1","2"
"百一十三万三千八","1","1","2"
"一十三万三千八百","1","1","2"
"右候卫大将军卫玄","1","1","2"
"斩尚书右丞刘士龙","1","1","2"
"卫大将军宇文述等","2","0","2"
"大将军宇文述等破","2","0","2"
"将军宇文述等破杨","2","0","2"
"军宇文述等破杨玄","2","0","2"
"宇文述等破杨玄感","2","0","2"
"文述等破杨玄感阌","2","0","2"
"述等破杨玄感阌乡","2","0","2"
"右候卫将军冯孝慈","1","1","2"
"右骁卫大将军光禄","1","1","2"
"骁卫大将军光禄大","1","1","2"
"卫大将军光禄大夫","1","1","2"
"将作监光禄大夫李","1","1","2"
"作监光禄大夫李敏","1","1","2"
"右御卫大将军张寿","1","1","2"
"贼帅卢明月聚众十","1","1","2"
"检校民部尚书韦津","1","1","2"
"安定人荔非世雄杀","1","1","2"
"银青光禄大夫张世","1","1","2"
"青光禄大夫张世隆","1","1","2"
"马邑校尉刘武周杀","1","1","2"
"左屯卫将军张镇州","1","1","2"
"屯卫将军张镇州击","1","1","2"
"转入侍中宋钦道家","1","1","2"
"臣哉邻哉邻哉臣哉","1","1","2"
"哉邻哉邻哉臣哉君","1","1","2"
"前秦州刺史吕受恩","1","1","2"
"秦州刺史吕受恩等","1","1","2"
"御史中尉李彪争路","1","1","2"
"州刺史元六头荒淫","1","1","2"
"弟中兵参军薛修义","1","1","2"
"三公郎中崔鸿上疏","1","1","2"
"羽葆班剑鼓吹二十","1","1","2"
"葆班剑鼓吹二十人","1","1","2"
"部大人叔孙普洛节","1","1","2"
"太乐令公孙崇修造","1","1","2"
"乐令公孙崇修造金","1","1","2"
"令公孙崇修造金石","1","1","2"
"问太乐令张乾龟等","1","1","2"
"时吏部尚书樊子鹄","1","1","2"
"遣书侍御史李焕先","1","1","2"
"前门下录事姚敬贤","1","1","2"
"门下通事令史王才","1","1","2"
"下通事令史王才达","1","1","2"
"司州刺史蔡道恭忧","1","1","2"
"中军大将军临川王","1","1","2"
"军大将军临川王萧","1","1","2"
"大将军临川王萧宏","1","1","2"
"县瓠人白早生等杀","1","1","2"
"郧州总管宇文亮反","1","1","2"
"中书博士范阳卢神","1","1","2"
"书博士范阳卢神宝","1","1","2"
"通直散骑侍郎彭贵","1","1","2"
"直散骑侍郎彭贵平","1","1","2"
"散骑侍郎彭贵平酒","1","1","2"
"骑侍郎彭贵平酒醉","1","1","2"
"干都督中外诸军事","1","1","2"
"御史中尉李平所弹","1","1","2"
"勰都督南征诸军事","1","1","2"
"御史台令史龙文观","1","1","2"
"儒学宾客严怀真等","1","1","2"
"吴兵将军公孙表等","1","1","2"
"兵将军公孙表等南","1","1","2"
"将军公孙表等南征","1","1","2"
"等十三人迭典庶事","2","0","2"
"李元德东郡太守申","2","0","2"
"元德东郡太守申谟","2","0","2"
"随大都督源子邕讨","1","1","2"
"侯莫陈崇等参议朝","1","1","2"
"莫陈崇等参议朝政","1","1","2"
"襄城公卢鲁元等七","1","1","2"
"城公卢鲁元等七人","1","1","2"
"宋徐州刺史薛安都","1","1","2"
"宋东平太守申纂屯","1","1","2"
"镇南大将军尉元请","1","1","2"
"女婿郁林公司马弥","1","1","2"
"婿郁林公司马弥陀","1","1","2"
"时雍州刺史萧宝夤","1","1","2"
"雍州刺史萧宝夤反","1","1","2"
"中常侍宗爱等所杀","1","1","2"
"殿中尚书长孙渴侯","1","1","2"
"历文襄大将军主簿","2","0","2"
"帅赤阿突等数百人","1","1","2"
"时沃野镇人破六韩","1","1","2"
"镇人破六韩拔陵首","1","1","2"
"陈将吴明彻寇淮南","2","0","2"
"济阴公卢中山等督","1","1","2"
"阴公卢中山等督运","1","1","2"
"徐州刺史张豹子等","1","1","2"
"天水人吕伯度兄弟","1","1","2"
"柱国宇文神举讨平","1","1","2"
"大将军府刑狱参军","1","1","2"
"河北行台兵部尚书","1","1","2"
"亳州刺史纥豆陵恭","1","1","2"
"淮南道行台尚书吏","1","1","2"
"南道行台尚书吏部","1","1","2"
"道行台尚书吏部郎","1","1","2"
"左中郎将京兆韦潜","1","1","2"
"中郎将京兆韦潜度","1","1","2"
"司空许国公宇文贵","1","1","2"
"吏部尚书卢恺一见","1","1","2"
"尚书左丞司马子瑞","1","1","2"
"书左丞司马子瑞奏","1","1","2"
"义云遣御史张子阶","2","0","2"
"云遣御史张子阶诣","2","0","2"
"遣御史张子阶诣州","2","0","2"
"御史张子阶诣州采","2","0","2"
"史张子阶诣州采风","2","0","2"
"张子阶诣州采风闻","2","0","2"
"遣队主巩荣贵防禁","2","0","2"
"队主巩荣贵防禁送","2","0","2"
"主巩荣贵防禁送都","2","0","2"
"黄门侍郎郑子默受","1","1","2"
"门侍郎郑子默受遗","1","1","2"
"侍郎郑子默受遗诏","1","1","2"
"郎郑子默受遗诏辅","1","1","2"
"黄门侍郎元岩等入","1","1","2"
"汲郡赞治赵怀义等","1","1","2"
"户部尚书樊子盖等","1","1","2"
"武卫将军屈突通屯","1","1","2"
"前户部尚书李子雄","1","1","2"
"户部尚书李子雄计","1","1","2"
"交州刺史李叔献屯","1","1","2"
"青州刺史沈文秀建","1","1","2"
"州刺史沈文秀建威","1","1","2"
"刺史沈文秀建威府","1","1","2"
"要行台尚书卢潜陷","1","1","2"
"门下金墉中书外省","2","0","2"
"下金墉中书外省考","2","0","2"
"金墉中书外省考论","2","0","2"
"墉中书外省考论律","2","0","2"
"中书外省考论律令","2","0","2"
"梁将齐苟仁等二十","1","1","2"
"将齐苟仁等二十一","1","1","2"
"齐苟仁等二十一人","1","1","2"
"禧都督左翼诸军事","1","1","2"
"群氐皆弃灵珍散归","2","0","2"
