"N-gram","北史","北史翻译","Total"
"开府仪同三司刘洪徽","1","1","2"
"文宣命邢邵制帝名殷","2","0","2"
"宣命邢邵制帝名殷字","2","0","2"
"命邢邵制帝名殷字正","2","0","2"
"邢邵制帝名殷字正道","2","0","2"
"省尚书右仆射娄定远","1","1","2"
"广宁王孝珩录尚书事","2","0","2"
"开府仪同三司尉破胡","1","1","2"
"宜州刺史穆提婆谋反","1","1","2"
"召秦州刺史侯莫陈悦","1","1","2"
"秦州刺史侯莫陈悦东","1","1","2"
"州刺史侯莫陈悦东下","1","1","2"
"夏州刺史解拔弥俄突","1","1","2"
"禽东魏陕州刺史李徽","2","0","2"
"东魏北豫州刺史高慎","1","1","2"
"东魏河南大行台侯景","1","1","2"
"遣开府杨忠攻克随州","1","1","2"
"中山公护大将军杨忠","2","0","2"
"将作大匠宇文恺营建","1","1","2"
"作大匠宇文恺营建东","1","1","2"
"大匠宇文恺营建东京","1","1","2"
"右武卫大将军李景后","2","0","2"
"右翊卫将军李琼等追","1","1","2"
"银青光禄大夫长孙炽","1","1","2"
"一百一十三万三千八","1","1","2"
"百一十三万三千八百","1","1","2"
"翊卫大将军宇文述等","2","0","2"
"卫大将军宇文述等破","2","0","2"
"大将军宇文述等破杨","2","0","2"
"将军宇文述等破杨玄","2","0","2"
"军宇文述等破杨玄感","2","0","2"
"宇文述等破杨玄感阌","2","0","2"
"文述等破杨玄感阌乡","2","0","2"
"右骁卫大将军光禄大","1","1","2"
"骁卫大将军光禄大夫","1","1","2"
"将作监光禄大夫李敏","1","1","2"
"银青光禄大夫张世隆","1","1","2"
"左屯卫将军张镇州击","1","1","2"
"臣哉邻哉邻哉臣哉君","1","1","2"
"前秦州刺史吕受恩等","1","1","2"
"羽葆班剑鼓吹二十人","1","1","2"
"北部大人叔孙普洛节","1","1","2"
"太乐令公孙崇修造金","1","1","2"
"乐令公孙崇修造金石","1","1","2"
"门下通事令史王才达","1","1","2"
"中军大将军临川王萧","1","1","2"
"军大将军临川王萧宏","1","1","2"
"中书博士范阳卢神宝","1","1","2"
"通直散骑侍郎彭贵平","1","1","2"
"直散骑侍郎彭贵平酒","1","1","2"
"散骑侍郎彭贵平酒醉","1","1","2"
"吴兵将军公孙表等南","1","1","2"
"兵将军公孙表等南征","1","1","2"
"李元德东郡太守申谟","2","0","2"
"侯莫陈崇等参议朝政","1","1","2"
"襄城公卢鲁元等七人","1","1","2"
"女婿郁林公司马弥陀","1","1","2"
"时雍州刺史萧宝夤反","1","1","2"
"时沃野镇人破六韩拔","1","1","2"
"野镇人破六韩拔陵首","1","1","2"
"济阴公卢中山等督运","1","1","2"
"淮南道行台尚书吏部","1","1","2"
"南道行台尚书吏部郎","1","1","2"
"左中郎将京兆韦潜度","1","1","2"
"尚书左丞司马子瑞奏","1","1","2"
"义云遣御史张子阶诣","2","0","2"
"云遣御史张子阶诣州","2","0","2"
"遣御史张子阶诣州采","2","0","2"
"御史张子阶诣州采风","2","0","2"
"史张子阶诣州采风闻","2","0","2"
"遣队主巩荣贵防禁送","2","0","2"
"队主巩荣贵防禁送都","2","0","2"
"黄门侍郎郑子默受遗","1","1","2"
"门侍郎郑子默受遗诏","1","1","2"
"侍郎郑子默受遗诏辅","1","1","2"
"前户部尚书李子雄计","1","1","2"
"宋青州刺史沈文秀建","1","1","2"
"青州刺史沈文秀建威","1","1","2"
"州刺史沈文秀建威府","1","1","2"
"门下金墉中书外省考","2","0","2"
"下金墉中书外省考论","2","0","2"
"金墉中书外省考论律","2","0","2"
"墉中书外省考论律令","2","0","2"
"梁将齐苟仁等二十一","1","1","2"
"将齐苟仁等二十一人","1","1","2"
"定州流人解庆宾兄弟","1","1","2"
"时除安乐王鉴徐州刺","2","0","2"
"除安乐王鉴徐州刺史","2","0","2"
"安乐王鉴徐州刺史讨","2","0","2"
"宋冀州刺史崔道固共","1","1","2"
"梁左游击将军赵祖悦","1","1","2"
"左游击将军赵祖悦率","1","1","2"
"梦见征虏将军房世宝","1","1","2"
"遣北梁州长史锡休儒","1","1","2"
"北梁州长史锡休儒等","1","1","2"
"司徒录事参军卢思道","1","1","2"
"徒录事参军卢思道私","1","1","2"
"胶州刺史司马世云家","1","1","2"
"都督河北畿外诸军事","1","1","2"
"高平镇城人赫贵连恩","1","1","2"
"平镇城人赫贵连恩等","1","1","2"
"大都督武卫将军贺拔","1","1","2"
"都督武卫将军贺拔岳","1","1","2"
"大都督侯莫陈悦等讨","1","1","2"
"南青州刺史大野拔率","1","1","2"
"都督关中二十州诸军","1","1","2"
"督关中二十州诸军事","1","1","2"
"库真都督破六韩伯升","1","1","2"
"六州大都督独孤枝侵","1","1","2"
"博陵人贾德胄教百年","1","1","2"
"西魏北华州刺史薛崇","1","1","2"
"魏北华州刺史薛崇礼","1","1","2"
"见东雍州刺史潘相乐","1","1","2"
"执子司徒中兵慧登等","2","0","2"
"子司徒中兵慧登等二","2","0","2"
"司徒中兵慧登等二十","2","0","2"
"徒中兵慧登等二十人","2","0","2"
"中兵慧登等二十人前","2","0","2"
"洛州行台仆射独孤永","1","1","2"
"州行台仆射独孤永业","1","1","2"
"命中外府司马李义深","1","1","2"
"故尚书令陈留公继伯","1","1","2"
"北豫州刺史高仲密请","1","1","2"
"弘农等二十一郡诸军","1","1","2"
"农等二十一郡诸军事","1","1","2"
"泰常元年春二月丁未","1","1","2"
"开府仪同三司高归彦","1","1","2"
"扬州县开国公高孝绪","1","1","2"
"开府仪同三司贺拔伏","1","1","2"
"府仪同三司贺拔伏恩","1","1","2"
"慕容钟葵等宿卫近臣","1","1","2"
"容钟葵等宿卫近臣三","1","1","2"
"钟葵等宿卫近臣三十","1","1","2"
"大将军左光禄大夫麦","1","1","2"
"将军左光禄大夫麦铁","1","1","2"
"军左光禄大夫麦铁杖","1","1","2"
"左候卫大将军段文振","1","1","2"
"金紫光禄大夫张安期","1","1","2"
"后智等随慕容德南渡","1","1","2"
"苏绰与宇文泰的意见","0","2","2"
"绰与宇文泰的意见相","0","2","2"
"与宇文泰的意见相同","0","2","2"
"悲伤过度以至于损伤","0","2","2"
"伤过度以至于损伤了","0","2","2"
"过度以至于损伤了身","0","2","2"
"度以至于损伤了身体","0","2","2"
"东魏将领莫多娄贷文","0","2","2"
"朝廷前后赏赐给他的","0","2","2"
"侗派武贲郎将刘长恭","0","2","2"
"议迎接周文帝宇文泰","0","2","2"
"朝廷命他为益州总管","0","2","2"
"他因立有军功被封为","0","2","2"
"元颢率南朝军队占据","0","2","2"
"颢率南朝军队占据洛","0","2","2"
"率南朝军队占据洛阳","0","2","2"
"汉代司徒王允的后代","0","2","2"
"高仲密献出北豫州归","0","2","2"
"晋封他为柱国大将军","0","2","2"
"准备诛杀晋公宇文护","0","2","2"
"为上开府仪同大将军","0","2","2"
"朝廷封他的一个儿子","0","2","2"
"廷封他的一个儿子为","0","2","2"
"以良家子弟的身份从","0","2","2"
"贺拔胜的弟弟贺拔岳","0","2","2"
"凉州刺史宇文仲和占","0","2","2"
"州刺史宇文仲和占据","0","2","2"
"刺史宇文仲和占据州","0","2","2"
"史宇文仲和占据州城","0","2","2"
"东魏的高仲密献出北","0","2","2"
"魏的高仲密献出北豫","0","2","2"
"的高仲密献出北豫州","0","2","2"
"跟随宇文泰平定侯莫","0","2","2"
"随宇文泰平定侯莫陈","0","2","2"
"跟随宇文泰在邙山与","0","2","2"
"随宇文泰在邙山与东","0","2","2"
"宇文泰在邙山与东魏","0","2","2"
"文泰在邙山与东魏军","0","2","2"
"他有辅助天子的才干","0","2","2"
"大冢宰宇文护见到他","0","2","2"
"与高赹一起掌管朝政","0","2","2"
"大丈夫应当建立功名","0","2","2"
"命他与自己的儿子们","0","2","2"
"贺拔岳被侯莫陈悦杀","0","2","2"
"拔岳被侯莫陈悦杀害","0","2","2"
"右武卫将军皇甫无逸","0","2","2"
"臣没有人能和他相比","0","2","2"
"多次升迁至仪同三司","0","2","2"
"高智慧等人在江南发","0","2","2"
"智慧等人在江南发动","0","2","2"
"慧等人在江南发动叛","0","2","2"
"等人在江南发动叛乱","0","2","2"
"事情的形势已经这样","0","2","2"
"冬至那天日影一丈二","0","2","2"
"至那天日影一丈二尺","0","2","2"
"岁月正是十一月庚戍","0","2","2"
"月正是十一月庚戍日","0","2","2"
"正是十一月庚戍日冬","0","2","2"
"是十一月庚戍日冬至","0","2","2"
"以行军总管之职跟从","0","2","2"
"来护儿为右骁卫大将","0","2","2"
"护儿为右骁卫大将军","0","2","2"
"炀帝车驾回东都洛阳","0","2","2"
"授予员外散骑侍郎之","0","2","2"
"予员外散骑侍郎之职","0","2","2"
"多次升迁至通直散骑","0","2","2"
"次升迁至通直散骑常","0","2","2"
"升迁至通直散骑常侍","0","2","2"
"宇文述以行军总管之","0","2","2"
"文述以行军总管之职","0","2","2"
"宇文士及娶南阳公主","0","2","2"
"右骁卫大将军来护儿","0","2","2"
"授通直散骑常侍之职","0","2","2"
"孔子是道德完善的人","0","2","2"
"不知道什么地方的人","0","2","2"
"就是至尊天子的本命","0","2","2"
"总计一百八十二天而","0","2","2"
"计一百八十二天而运","0","2","2"
"一百八十二天而运行","0","2","2"
"百八十二天而运行一","0","2","2"
"八十二天而运行一百","0","2","2"
"自古以来的各个历法","0","2","2"
"口裤褶一具内中宛具","0","2","2"
"大会各部落首领于牛","0","2","2"
"会各部落首领于牛川","0","2","2"
"慕容垂派儿子慕容贺","0","2","2"
"昌黎王慕容伯儿谋反","0","2","2"
"在西宫大摆筵席宴请","0","2","2"
"西宫大摆筵席宴请群","0","2","2"
"宫大摆筵席宴请群臣","0","2","2"
"立太平王焘为皇太子","0","2","2"
"在于得到合适的人才","0","2","2"
"湘东王萧绎派使者朝","0","2","2"
"东王萧绎派使者朝贡","0","2","2"
"库莫奚都派使者朝贡","0","2","2"
"高阳王高为尚书左仆","0","2","2"
"阳王高为尚书左仆射","0","2","2"
"尊称皇太后为太皇太","0","2","2"
"称皇太后为太皇太后","0","2","2"
"孝昭帝便派归彦立即","0","2","2"
"昭帝便派归彦立即驰","0","2","2"
"帝便派归彦立即驰赴","0","2","2"
"便派归彦立即驰赴晋","0","2","2"
"派归彦立即驰赴晋阳","0","2","2"
"归彦立即驰赴晋阳杀","0","2","2"
"彦立即驰赴晋阳杀害","0","2","2"
"立即驰赴晋阳杀害了","0","2","2"
"即驰赴晋阳杀害了废","0","2","2"
"驰赴晋阳杀害了废帝","0","2","2"
"文宣帝听从了可是却","0","2","2"
"宣帝听从了可是却又","0","2","2"
"帝听从了可是却又很","0","2","2"
"听从了可是却又很生","0","2","2"
"从了可是却又很生气","0","2","2"
"在我的身后儿子不得","0","2","2"
"我的身后儿子不得帝","0","2","2"
"的身后儿子不得帝位","0","2","2"
"身后儿子不得帝位啊","0","2","2"
"后儿子不得帝位啊邢","0","2","2"
"儿子不得帝位啊邢邵","0","2","2"
"子不得帝位啊邢邵听","0","2","2"
"不得帝位啊邢邵听后","0","2","2"
"得帝位啊邢邵听后大","0","2","2"
"帝位啊邢邵听后大惊","0","2","2"
"太上皇帝派兼散骑常","0","2","2"
"上皇帝派兼散骑常侍","0","2","2"
"太上皇帝从晋阳回京","0","2","2"
"太上皇帝从晋阳归来","0","2","2"
"太上皇帝令兼散骑常","0","2","2"
"上皇帝令兼散骑常侍","0","2","2"
"广宁王孝珩为录尚书","0","2","2"
"宁王孝珩为录尚书事","0","2","2"
"高阿那肱为录尚书事","0","2","2"
"人们望见后都十分敬","0","2","2"
"们望见后都十分敬畏","0","2","2"
"望见后都十分敬畏他","0","2","2"
"宇文泰派开府独孤信","0","2","2"
"文泰派开府独孤信前","0","2","2"
"泰派开府独孤信前去","0","2","2"
"派开府独孤信前去征","0","2","2"
"开府独孤信前去征讨","0","2","2"
"中山公宇文护和大将","0","2","2"
"山公宇文护和大将军","0","2","2"
"公宇文护和大将军杨","0","2","2"
"宇文护和大将军杨忠","0","2","2"
"魏恭帝加封宇文泰为","0","2","2"
"恭帝加封宇文泰为太","0","2","2"
"都派使者进贡地方特","0","2","2"
"启民可汗和他部落里","0","2","2"
"翊卫大将军宇文述在","0","2","2"
"国派使者进贡地方特","0","2","2"
"派左翊卫大将军宇文","0","2","2"
"候卫将军屈突通等飞","0","2","2"
"卫将军屈突通等飞传","0","2","2"
"将军屈突通等飞传命","0","2","2"
"军屈突通等飞传命令","0","2","2"
"屈突通等飞传命令发","0","2","2"
"突通等飞传命令发兵","0","2","2"
"便把她附葬于盛乐的","0","2","2"
"把她附葬于盛乐的金","0","2","2"
"她附葬于盛乐的金陵","0","2","2"
"过了很久才苏醒过来","0","2","2"
"没有文采的缦缯而已","0","2","2"
"武明皇后也被断绝往","0","2","2"
"明皇后也被断绝往来","0","2","2"
"太武帝征讨赫连昌时","0","2","2"
"御史中尉王显上奏说","0","2","2"
"他承袭了父亲的爵位","0","2","2"
"将他们在长安处以车","0","2","2"
"他们在长安处以车裂","0","2","2"
"们在长安处以车裂的","0","2","2"
"在长安处以车裂的刑","0","2","2"
"长安处以车裂的刑罚","0","2","2"
"敌人果然起了疑心而","0","2","2"
"人果然起了疑心而退","0","2","2"
"果然起了疑心而退避","0","2","2"
"希望有助于弘扬教化","0","2","2"
"因为他是功臣的儿子","0","2","2"
"被有见识的人所讥笑","0","2","2"
"却没有干出什么好事","0","2","2"
"朝廷下诏让交付门下","0","2","2"
"齐的雍州刺史曹武请","0","2","2"
"的雍州刺史曹武请求","0","2","2"
"朝廷任命元琛为行台","0","2","2"
"你就是今天把我打碎","0","2","2"
"就是今天把我打碎头","0","2","2"
"是今天把我打碎头颅","0","2","2"
"今天把我打碎头颅流","0","2","2"
"天把我打碎头颅流下","0","2","2"
"把我打碎头颅流下肠","0","2","2"
"我打碎头颅流下肠子","0","2","2"
"没有人能够比得上他","0","2","2"
"可上尊号为孝文皇帝","0","2","2"
"因为是皇帝的舅舅而","0","2","2"
"幽州刺史王永驻守于","0","2","2"
"州刺史王永驻守于蓟","0","2","2"
"刺史王永驻守于蓟城","0","2","2"
"太武帝攻打赫连昌时","0","2","2"
"孝文帝追记前朝的功","0","2","2"
"文帝追记前朝的功臣","0","2","2"
"赐给皇帝所用的丧物","0","2","2"
"给皇帝所用的丧物棺","0","2","2"
"皇帝所用的丧物棺材","0","2","2"
"帝所用的丧物棺材等","0","2","2"
"帝早就听说他的名声","0","2","2"
"被任命为尚书右仆射","0","2","2"
"于谨原是和周文帝同","0","2","2"
"谨原是和周文帝同列","0","2","2"
"原是和周文帝同列的","0","2","2"
"是和周文帝同列的朝","0","2","2"
"和周文帝同列的朝官","0","2","2"
"所以宇文护一向十分","0","2","2"
"以宇文护一向十分敬","0","2","2"
"宇文护一向十分敬重","0","2","2"
"文护一向十分敬重他","0","2","2"
"房崇古的母亲和妻子","0","2","2"
"想要用偏远蛮夷之众","0","2","2"
"在洛阳设置雍州的郡","0","2","2"
"洛阳设置雍州的郡县","0","2","2"
"阳设置雍州的郡县安","0","2","2"
"设置雍州的郡县安置","0","2","2"
"置雍州的郡县安置那","0","2","2"
"雍州的郡县安置那些","0","2","2"
"州的郡县安置那些流","0","2","2"
"的郡县安置那些流民","0","2","2"
"下诏任命郦道元为持","0","2","2"
"诏任命郦道元为持节","0","2","2"
"后来转任尚书右外兵","0","2","2"
"来转任尚书右外兵郎","0","2","2"
"转任尚书右外兵郎中","0","2","2"
"陆瞨就担任内都下大","0","2","2"
"瞨就担任内都下大夫","0","2","2"
"于是陆腾测量山川地","0","2","2"
"是陆腾测量山川地势","0","2","2"
"皇帝下诏令树碑纪念","0","2","2"
"帝下诏令树碑纪念功","0","2","2"
"下诏令树碑纪念功绩","0","2","2"
"很得当时人们的称誉","0","2","2"
"太武帝见到他后很赏","0","2","2"
"武帝见到他后很赏识","0","2","2"
"齐废帝宝卷的同母弟","0","2","2"
"废帝宝卷的同母弟弟","0","2","2"
"召高闾和中书令高允","0","2","2"
"高闾和中书令高允进","0","2","2"
"闾和中书令高允进入","0","2","2"
"和中书令高允进入宫","0","2","2"
"中书令高允进入宫中","0","2","2"
"书令高允进入宫中参","0","2","2"
"令高允进入宫中参与","0","2","2"
"高允进入宫中参与处","0","2","2"
"允进入宫中参与处置","0","2","2"
"进入宫中参与处置国","0","2","2"
"入宫中参与处置国家","0","2","2"
"宫中参与处置国家大","0","2","2"
"中参与处置国家大政","0","2","2"
"赐给他爵号为安乐子","0","2","2"
"皇帝以优诏授予光禄","0","2","2"
"帝以优诏授予光禄大","0","2","2"
"以优诏授予光禄大夫","0","2","2"
"金制的印章和紫色的","0","2","2"
"制的印章和紫色的绶","0","2","2"
"的印章和紫色的绶带","0","2","2"
"由吏部尚书邢峦亲自","0","2","2"
"吏部尚书邢峦亲自送","0","2","2"
"部尚书邢峦亲自送往","0","2","2"
"尚书邢峦亲自送往高","0","2","2"
"书邢峦亲自送往高闾","0","2","2"
"邢峦亲自送往高闾家","0","2","2"
"峦亲自送往高闾家中","0","2","2"
"亲自送往高闾家中拜","0","2","2"
"自送往高闾家中拜授","0","2","2"
"只有平均才不会有枝","0","2","2"
"有平均才不会有枝条","0","2","2"
"平均才不会有枝条鸣","0","2","2"
"均才不会有枝条鸣响","0","2","2"
"所以黄帝有二十五位","0","2","2"
"以黄帝有二十五位儿","0","2","2"
"黄帝有二十五位儿子","0","2","2"
"夷鼓两人和黄帝同样","0","2","2"
"鼓两人和黄帝同样姓","0","2","2"
"两人和黄帝同样姓姬","0","2","2"
"逐渐凭战功升至左光","0","2","2"
"渐凭战功升至左光禄","0","2","2"
"凭战功升至左光禄大","0","2","2"
"战功升至左光禄大夫","0","2","2"
"就因为能力强而闻名","0","2","2"
"周文帝赐信对他赞叹","0","2","2"
"文帝赐信对他赞叹夸","0","2","2"
"帝赐信对他赞叹夸奖","0","2","2"
"后来他被征召回京拜","0","2","2"
"来他被征召回京拜为","0","2","2"
"他被征召回京拜为京","0","2","2"
"被征召回京拜为京兆","0","2","2"
"征召回京拜为京兆尹","0","2","2"
"任命郑道邕为大丞相","0","2","2"
"命郑道邕为大丞相府","0","2","2"
"郑道邕为大丞相府右","0","2","2"
"道邕为大丞相府右长","0","2","2"
"邕为大丞相府右长史","0","2","2"
"加封郑道邕为骠骑大","0","2","2"
"封郑道邕为骠骑大将","0","2","2"
"郑道邕为骠骑大将军","0","2","2"
"读书人听了没有不称","0","2","2"
"书人听了没有不称赞","0","2","2"
"人听了没有不称赞的","0","2","2"
"而薛道衡却听不进去","0","2","2"
"便与他的妻子乘车西","0","2","2"
"与他的妻子乘车西逃","0","2","2"
"裴矩与大将军鹿愿率","0","2","2"
"矩与大将军鹿愿率兵","0","2","2"
"与大将军鹿愿率兵赴","0","2","2"
"大将军鹿愿率兵赴援","0","2","2"
"因为他们部落内有很","0","2","2"
"为他们部落内有很多","0","2","2"
"他们部落内有很多胡","0","2","2"
"们部落内有很多胡人","0","2","2"
"都能得到人们的欢心","0","2","2"
"周文帝宇文泰的儿子","0","2","2"
"颇为执政的权要嫉恨","0","2","2"
"为了密切和他的关系","0","2","2"
"孝文帝被他的话感动","0","2","2"
"朝廷同意了他的请求","0","2","2"
