"N-gram","北史","北史翻译","Total"
"安丰王延明","10","5","15"
"吏部尚书李","7","8","15"
"善于骑马射","0","15","15"
"领军大将军","0","15","15"
"朝廷封他为","0","15","15"
"过了一年多","0","15","15"
"因建立军功","0","15","15"
"多次升迁至","0","15","15"
"月二十一日","0","15","15"
"春正月初一","0","15","15"
"任命为尚书","0","15","15"
"北周的军队","0","15","15"
"破六韩拔陵","6","8","14"
"陈将吴明彻","9","5","14"
"殿中侍御史","7","7","14"
"元年春正月","7","7","14"
"三年春正月","7","7","14"
"天柱大将军","2","12","14"
"刺史的职务","0","14","14"
"为车骑大将","0","14","14"
"自己的儿子","0","14","14"
"帝十分高兴","0","14","14"
"帝非常高兴","0","14","14"
"任尚书右仆","0","14","14"
"咸阳王元禧","0","14","14"
"彭城王元勰","0","14","14"
"任散骑常侍","0","14","14"
"后临朝听政","0","14","14"
"被任命为尚","0","14","14"
"南道大行台","6","7","13"
"内史下大夫","7","6","13"
"州刺史宇文","6","7","13"
"道行台尚书","6","7","13"
"部尚书樊子","6","7","13"
"南平公长孙","6","7","13"
"平公长孙嵩","6","7","13"
"四年春正月","6","7","13"
"京畿大都督","7","6","13"
"跟随宇文泰","0","13","13"
"州刺史的职","0","13","13"
"拉着他的手","0","13","13"
"为行军总管","0","13","13"
"任定州刺史","0","13","13"
"东魏孝静帝","0","13","13"
"兼散骑常侍","0","13","13"
"车驾从晋阳","0","13","13"
"三州诸军事","7","5","12"
"开府仪同大","6","6","12"
"府仪同大将","6","6","12"
"大行台左丞","6","6","12"
"右武卫大将","6","6","12"
"城阳王元徽","1","11","12"
"右骁卫大将","6","6","12"
"兰陵王长恭","7","5","12"
"部尚书李神","6","6","12"
"司徒左长史","6","6","12"
"广阳王元深","1","11","12"
"侯莫陈悦的","0","12","12"
"了他的建议","0","12","12"
"采纳了他的","0","12","12"
"不大一会儿","0","12","12"
"为光禄大夫","0","12","12"
"兼任吏部尚","0","12","12"
"高阳王元雍","0","12","12"
"任城王元澄","0","12","12"
"宣武帝即位","0","12","12"
"从晋阳归来","0","12","12"
"孝闵帝践阼","11","0","11"
"南道行台尚","5","6","11"
"尚书樊子盖","5","6","11"
"道行军总管","6","5","11"
"左武卫大将","6","5","11"
"除事黄门侍","11","0","11"
"将军屈突通","5","6","11"
"文明太后临","6","5","11"
"明太后临朝","6","5","11"
"咸阳王禧等","8","3","11"
"屯卫大将军","6","5","11"
"南秦州刺史","5","6","11"
"平秦王归彦","7","4","11"
"为柱国大将","0","11","11"
"朝廷加封他","0","11","11"
"作为自己的","0","11","11"
"原来的职务","0","11","11"
"都派使者朝","0","11","11"
"任中书侍郎","0","11","11"
"的两个儿子","0","11","11"
"任冀州刺史","0","11","11"
"任青州刺史","0","11","11"
"常山王高演","0","11","11"
"有见识的人","0","11","11"
"太后临朝听","0","11","11"
"为度支尚书","0","11","11"
"的职务不变","0","11","11"
"内史中大夫","5","5","10"
"上开府仪同","5","5","10"
"大统十三年","3","7","10"
"黄门侍郎裴","5","5","10"
"门侍郎裴矩","5","5","10"
"大行台尚书","5","5","10"
"加开府仪同","9","1","10"
"行台尚书令","5","5","10"
"州道行军总","5","5","10"
"后部羽葆鼓","6","4","10"
"部羽葆鼓吹","6","4","10"
"尚书令王肃","5","5","10"
"镇西大将军","5","5","10"
"山阳侯奚斤","5","5","10"
"尚书令李崇","5","5","10"
"七年春正月","5","5","10"
"年春正月甲","9","1","10"
"抚军大将军","5","5","10"
"食邑一万户","1","9","10"
"安德王延宗","6","4","10"
"御史中尉李","5","5","10"
"这样的事情","0","10","10"
"孝闵帝即位","0","10","10"
"亲近的人说","0","10","10"
"加封为开府","0","10","10"
"廷加封他为","0","10","10"
"的一个儿子","0","10","10"
"武帝宇文邕","0","10","10"
"以原来的官","0","10","10"
"南兖州刺史","0","10","10"
"任梁州刺史","0","10","10"
"孝庄帝即位","0","10","10"
"贡地方特产","0","10","10"
"年春正月十","0","10","10"
"驾从晋阳归","0","10","10"
"长广王高湛","0","10","10"
"任齐州刺史","0","10","10"
"朝廷任命他","0","10","10"
"左右的人说","0","10","10"
"四州诸军事","5","4","9"
"授开府仪同","6","3","9"
"迁事黄门侍","9","0","9"
"州总管长史","4","5","9"
"赠开府仪同","5","4","9"
"州刺史司马","5","4","9"
"诏散骑常侍","9","0","9"
"吏部尚书元","4","5","9"
"年春正月壬","9","0","9"
"豫州刺史高","5","4","9"
"河间王孝琬","5","4","9"
"御史中尉王","4","5","9"
"史中尉王显","4","5","9"
"齐将陈显达","4","5","9"
"清河东武城","5","4","9"
"河东武城人","5","4","9"
"镇南大将军","4","5","9"
"莫多娄敬显","5","4","9"
"听从了他的","0","9","9"
"对亲近的人","0","9","9"
"被任命为大","0","9","9"
"封为散骑常","0","9","9"
"宇文泰认为","0","9","9"
"周孝闵帝即","0","9","9"
"帝即皇帝位","0","9","9"
"被任命为太","0","9","9"
"知道这件事","0","9","9"
"为中书侍郎","0","9","9"
"任兖州刺史","0","9","9"
"为定州刺史","0","9","9"
"隋文帝开皇","0","9","9"
"隋炀帝即位","0","9","9"
"骁勇果敢之","0","9","9"
"勇果敢之士","0","9","9"
"一天比一天","0","9","9"
"为吏部尚书","0","9","9"
"京兆王元愉","0","9","9"
"齐天保初年","0","9","9"
"武成帝高湛","0","9","9"
"为给事黄门","0","9","9"
"进贡地方特","0","9","9"
"的女儿为妻","0","9","9"
"任御史中尉","0","9","9"
"任命尚书令","0","9","9"
"太上皇帝下","0","9","9"
"上皇帝下诏","0","9","9"
"封宇文泰为","0","9","9"
"任都官尚书","0","9","9"
"了父亲的爵","0","9","9"
"任尚书左仆","0","9","9"
"尔朱荣死后","0","9","9"
"对左右的人","0","9","9"
"西兖州刺史","0","9","9"
"赵郡王高睿","0","9","9"
"进位大将军","8","0","8"
"侯莫陈悦所","6","2","8"
"行台慕容绍","4","4","8"
"台慕容绍宗","4","4","8"
"二州诸军事","4","4","8"
"御正中大夫","4","4","8"
"侍郎薛道衡","4","4","8"
"内史侍郎虞","4","4","8"
"史侍郎虞世","4","4","8"
"侍郎虞世基","4","4","8"
"大行台右丞","4","4","8"
"武陵王萧纪","2","6","8"
"南青州刺史","5","3","8"
"中外府记室","4","4","8"
"吏部尚书牛","4","4","8"
"部尚书牛弘","4","4","8"
"卫大将军元","4","4","8"
"兵部尚书柳","4","4","8"
"部尚书柳述","4","4","8"
"月二十八日","1","7","8"
"二月十五日","1","7","8"
"部尚书卫玄","4","4","8"
"前后部羽葆","5","3","8"
"中书监高闾","4","4","8"
"待诏文林馆","6","2","8"
"迁散骑常侍","8","0","8"
"部尚书宇文","4","4","8"
"护东夷校尉","4","4","8"
"遣使贡方物","8","0","8"
"月二十六日","1","7","8"
"六年春正月","4","4","8"
"北新侯安同","4","4","8"
"祖文宣皇帝","4","4","8"
"贞阳侯萧明","3","5","8"
"东扬州刺史","4","4","8"
"候卫大将军","4","4","8"
"征北大将军","3","5","8"
"尚书李神俊","5","3","8"
"东雍州刺史","5","3","8"
"北海王元颢","1","7","8"
"侯莫陈悦害","2","6","8"
"我们这些人","0","8","8"
"人们都认为","0","8","8"
"是这个样子","0","8","8"
"被侯莫陈悦","0","8","8"
"跟随尔朱荣","0","8","8"
"自古以来的","0","8","8"
"周齐王宇文","0","8","8"
"朝廷内外都","0","8","8"
"为雍州刺史","0","8","8"
"人们都称赞","0","8","8"
"他为使持节","0","8","8"
"封为大将军","0","8","8"
"廷下诏命他","0","8","8"
"他的一个儿","0","8","8"
"武帝即位后","0","8","8"
"朝廷任命为","0","8","8"
"没有多余的","0","8","8"
"有一百多人","0","8","8"
"朝廷授予他","0","8","8"
"任晋州刺史","0","8","8"
"他哥哥的儿","0","8","8"
"人们议论起","0","8","8"
"们议论起来","0","8","8"
"当时人们都","0","8","8"
"便上表请求","0","8","8"
"了他的意见","0","8","8"
"立功被授予","0","8","8"
"文帝为丞相","0","8","8"
"继承父亲的","0","8","8"
"任黄门侍郎","0","8","8"
"文帝受禅即","0","8","8"
"帝受禅即位","0","8","8"
"步兵和骑兵","0","8","8"
"北魏孝明帝","0","8","8"
"李业兴回答","0","8","8"
"业兴回答说","0","8","8"
"任秦州刺史","0","8","8"
"文宣帝亲自","0","8","8"
"孝武帝初年","0","8","8"
"皇帝的车驾","0","8","8"
"月二十四日","0","8","8"
"皇帝从晋阳","0","8","8"
"清河王高岳","0","8","8"
"宁王孝珩为","0","8","8"
"加封宇文泰","0","8","8"
"贺拔岳的部","0","8","8"
"皇帝南征时","0","8","8"
"承袭了父亲","0","8","8"
"任徐州刺史","0","8","8"
"明元帝即位","0","8","8"
"为冀州刺史","0","8","8"
"孝文帝南征","0","8","8"
"廷任命他为","0","8","8"
"被任命为侍","0","8","8"
"被任命为中","0","8","8"
"兵进入洛阳","0","8","8"
"调出京城任","0","8","8"
"位骠骑大将","7","0","7"
"莫多娄贷文","3","4","7"
"尉迟迥作乱","5","2","7"
"莫陈悦所害","6","1","7"
"进位上柱国","7","0","7"
"迁吏部尚书","7","0","7"
"孝闵帝践祚","7","0","7"
"授通直散骑","2","5","7"
"丞相府司马","3","4","7"
"丞相府右长","3","4","7"
"相府右长史","3","4","7"
"加仪同三司","6","1","7"
"左武卫将军","3","4","7"
"左骁卫大将","3","4","7"
"迁尚书右仆","7","0","7"
"位上大将军","6","1","7"
"左仆射杨素","4","3","7"
"魏孝武帝入","3","4","7"
"周大冢宰宇","4","3","7"
"右御卫将军","4","3","7"
"卫将军屈突","3","4","7"
"前后部鼓吹","4","3","7"
"右屯卫将军","3","4","7"
"追赠假黄钺","2","5","7"
"本州大中正","3","4","7"
"左屯卫大将","4","3","7"
"咸阳王斛律","3","4","7"
"大统十二年","1","6","7"
"黄门侍郎元","4","3","7"
"年春正月辛","7","0","7"
"湘东王萧绎","2","5","7"
"平原王段韶","4","3","7"
"梁贞阳侯萧","3","4","7"
"平秦王高归","1","6","7"
"秦王高归彦","1","6","7"
"丞相斛律光","3","4","7"
"纥豆陵伊利","3","4","7"
"史中尉李彪","4","3","7"
"除尚书左仆","7","0","7"
"他就是这样","0","7","7"
"是什么原因","0","7","7"
"居住的地方","0","7","7"
"杨玄感造反","0","7","7"
"才免于一死","0","7","7"
"因此称赞他","0","7","7"
"听从他的意","0","7","7"
"从他的意见","0","7","7"
"纳了他的建","0","7","7"
"任行军总管","0","7","7"
"为益州总管","0","7","7"
"为行军元帅","0","7","7"
"对他的礼遇","0","7","7"
"加封为散骑","0","7","7"
"不经营家产","0","7","7"
"从小聪明敏","0","7","7"
"为驸马都尉","0","7","7"
"将他们打败","0","7","7"
"军渡过黄河","0","7","7"
"将他们全部","0","7","7"
"恢复了他的","0","7","7"
"怎么能因为","0","7","7"
"文帝杨坚任","0","7","7"
"杨坚任北周","0","7","7"
"朝廷下诏说","0","7","7"
"东魏将领侯","0","7","7"
"魏将领侯景","0","7","7"
"朝廷命他率","0","7","7"
"西魏的军队","0","7","7"
"任雍州刺史","0","7","7"
"被朝廷任命","0","7","7"
"因母亲去世","0","7","7"
"管辖的地方","0","7","7"
"家中没有多","0","7","7"
"中没有多余","0","7","7"
"命他为尚书","0","7","7"
"为右光禄大","0","7","7"
"着他的手说","0","7","7"
"他因建立军","0","7","7"
"他的父亲杨","0","7","7"
"因立功被授","0","7","7"
"任度支尚书","0","7","7"
"任命刘璠为","0","7","7"
"为黄门侍郎","0","7","7"
"后十分高兴","0","7","7"
"上表请求辞","0","7","7"
"任城王高氵","0","7","7"
"城王高氵皆","0","7","7"
"为上大将军","0","7","7"
"擅长骑马射","0","7","7"
"长骑马射箭","0","7","7"
"议论这件事","0","7","7"
"任刑部尚书","0","7","7"
"宣武帝初年","0","7","7"
"的典章制度","0","7","7"
"没有固定的","0","7","7"
"为中书舍人","0","7","7"
"官吏百姓都","0","7","7"
"炀帝即位后","0","7","7"
"下诏恢复他","0","7","7"
"使者进贡地","0","7","7"
"者进贡地方","0","7","7"
"打败了他们","0","7","7"
"他们的意见","0","7","7"
"令兼散骑常","0","7","7"
"月二十七日","0","7","7"
"夏四月二十","0","7","7"
"便任命他为","0","7","7"
"年春正月二","0","7","7"
"春正月二十","0","7","7"
"上党王高涣","0","7","7"
"过了很久才","0","7","7"
"被御史弹劾","0","7","7"
"命为尚书左","0","7","7"
"孝庄帝初年","0","7","7"
"了他的请求","0","7","7"
"朝廷又下诏","0","7","7"
"任豫州刺史","0","7","7"
"继承了父亲","0","7","7"
"恢复原来的","0","7","7"
"被朝廷疏远","0","7","7"
"封他为开府","0","7","7"
"州刺史任上","0","7","7"
"为徐州刺史","0","7","7"
"安德王高延","0","7","7"
"德王高延宗","0","7","7"
"武贲郎将费","3","3","6"
"贲郎将费青","3","3","6"
"郎将费青奴","3","3","6"
"岳侯莫陈悦","6","0","6"
"八州诸军事","3","3","6"
"仆射周惠达","3","3","6"
"授骠骑大将","5","1","6"
"十四州诸军","3","3","6"
"州总管司马","3","3","6"
"东魏将侯景","6","0","6"
"武卫将军高","3","3","6"
"部尚书卢恺","3","3","6"
"南兗州刺史","6","0","6"
"明月照长安","3","3","6"
"除度支尚书","6","0","6"
"相府行参军","3","3","6"
"遣黄门侍郎","5","1","6"
"太府卿元文","3","3","6"
"府卿元文都","3","3","6"
"右武卫将军","3","3","6"
"武卫将军皇","3","3","6"
"卫将军皇甫","3","3","6"
"右翊卫大将","3","3","6"
"州总管宇文","3","3","6"
"周武帝平齐","6","0","6"
"正月十五日","2","4","6"
"左仆射高颎","6","0","6"
"第一纪甲子","3","3","6"
"十一月二十","1","5","6"
"十二月十五","1","5","6"
"上仪同三司","3","3","6"
"朝请大夫张","3","3","6"
"请大夫张镇","3","3","6"
"刑部尚书卫","3","3","6"
"都督十州诸","3","3","6"
"督十州诸军","3","3","6"
"冀州大中正","3","3","6"
"黄门侍郎张","3","3","6"
"散骑常侍李","3","3","6"
"河间邢子才","6","0","6"
"中书侍郎李","3","3","6"
"东北道行台","3","3","6"
"太子中庶子","3","3","6"
"司宗中大夫","3","3","6"
"迁尚书左丞","6","0","6"
"太仆卿杨义","3","3","6"
"仆卿杨义臣","3","3","6"
"北道大行台","3","3","6"
"齐受东魏禅","3","3","6"
"兵部侍郎斛","3","3","6"
"部侍郎斛斯","3","3","6"
"侍郎斛斯政","3","3","6"
"司徒潘相乐","3","3","6"
"州刺史长孙","3","3","6"
"宜都王穆寿","3","3","6"
"京兆王子推","3","3","6"
"遣中书舍人","5","1","6"
"沃野镇人破","3","3","6"
"野镇人破六","3","3","6"
"镇人破六韩","3","3","6"
"人破六韩拔","3","3","6"
"开府行参军","3","3","6"
"司徒录事参","3","3","6"
"徒录事参军","3","3","6"
"姚兴遣使朝","6","0","6"
"兴遣使朝贡","6","0","6"
"四年春二月","3","3","6"
"年春正月丙","6","0","6"
"尚书祠部郎","3","3","6"
"书祠部郎中","3","3","6"
"平原王高隆","2","4","6"
"威宗景烈皇","3","3","6"
"宗景烈皇帝","3","3","6"
"圣寿堂御览","3","3","6"
"关西大行台","3","3","6"
"书左仆射杨","3","3","6"
"尚书令杨素","3","3","6"
"黄门侍郎王","3","3","6"
"兵部尚书段","3","3","6"
"部尚书段文","3","3","6"
"尚书段文振","3","3","6"
"御卫将军陈","3","3","6"
"除齐州刺史","6","0","6"
"丞相高阳王","3","3","6"
"州刺史高聪","3","3","6"
"太常卿刘芳","3","3","6"
"中军大都督","3","3","6"
"刺史萧宝夤","3","3","6"
"御史中尉元","3","3","6"
"黄门侍郎崔","3","3","6"
"镇北大将军","3","3","6"
"都督南征诸","3","3","6"
"督南征诸军","3","3","6"
"南征诸军事","3","3","6"
"徐州刺史元","3","3","6"
"刺史元法僧","3","3","6"
"西兗州刺史","6","0","6"
"尚书令高肇","3","3","6"
"司徒右长史","3","3","6"
"赠吏部尚书","4","2","6"
"南大将军尉","3","3","6"
"大将军尉元","3","3","6"
"加骠骑大将","6","0","6"
"赠青州刺史","5","1","6"
"应诏王道习","3","3","6"
"周将宇文神","3","3","6"
"司会中大夫","3","3","6"
"开皇十八年","1","5","6"
"扬州大中正","3","3","6"
"青州刺史沈","3","3","6"
"州刺史沈文","3","3","6"
"刺史沈文秀","3","3","6"
"侯莫陈悦等","2","4","6"
"六州大都督","3","3","6"
"上党王元天","1","5","6"
"党王元天穆","1","5","6"
"二月十三日","1","5","6"
"兰陵王高长","1","5","6"
"陵王高长恭","1","5","6"
"应侯莫陈崇","3","3","6"
"就是所说的","0","6","6"
"为什么这样","0","6","6"
"莫陈悦害死","0","6","6"
"讨伐侯莫陈","0","6","6"
"伐侯莫陈悦","0","6","6"
"宇文泰对他","0","6","6"
"封为骠骑大","0","6","6"
"宇文泰平定","0","6","6"
"军队驻扎在","0","6","6"
"敌人打得大","0","6","6"
"人打得大败","0","6","6"
"将敌人打败","0","6","6"
"宇文化及杀","0","6","6"
"被流矢射中","0","6","6"
"跟随孝武帝","0","6","6"
"帝采纳了他","0","6","6"
"子弟的身份","0","6","6"
"因而在那里","0","6","6"
"贺拔岳被侯","0","6","6"
"拔岳被侯莫","0","6","6"
"岳被侯莫陈","0","6","6"
"宇文护被诛","0","6","6"
"封为上柱国","0","6","6"
"孝文帝太和","0","6","6"
"因立有军功","0","6","6"
"朝廷又命他","0","6","6"
"加封为侍中","0","6","6"
"文帝听说后","0","6","6"
"高欢的军队","0","6","6"
"们都称赞他","0","6","6"
"都称赞他的","0","6","6"
"受东魏禅让","0","6","6"
"小聪明敏捷","0","6","6"
"封他的一个","0","6","6"
"一个儿子为","0","6","6"
"帝杨坚任北","0","6","6"
"女儿嫁给他","0","6","6"
"贺拔岳的军","0","6","6"
"朝廷便命他","0","6","6"
"闵帝即皇帝","0","6","6"
"孝武帝即位","0","6","6"
"他被晋爵为","0","6","6"
"朝廷晋封他","0","6","6"
"他被晋封为","0","6","6"
"没有人知道","0","6","6"
"多余的钱财","0","6","6"
"对朝臣们说","0","6","6"
"的有一百多","0","6","6"
"自己的意见","0","6","6"
"被朝廷封为","0","6","6"
"为国子博士","0","6","6"
"把女儿嫁给","0","6","6"
"将他们放还","0","6","6"
"要害的地方","0","6","6"
"追赠他为太","0","6","6"
"宇文泰率军","0","6","6"
"有两个儿子","0","6","6"
"率精锐骑兵","0","6","6"
"事情没有成","0","6","6"
"情没有成功","0","6","6"
"文帝对他说","0","6","6"
"为大丞相府","0","6","6"
"承父亲的爵","0","6","6"
"晋爵位为公","0","6","6"
"州刺史之职","0","6","6"
"喜怒不形于","0","6","6"
"怒不形于色","0","6","6"
"文帝任丞相","0","6","6"
"炀帝巡幸江","0","6","6"
"帝巡幸江都","0","6","6"
"任礼部尚书","0","6","6"
"没有人能和","0","6","6"
"平定陈国之","0","6","6"
"任太学博士","0","6","6"
"周武帝平定","0","6","6"
"武帝平定齐","0","6","6"
"文帝非常高","0","6","6"
"隋文帝即位","0","6","6"
"有一千多人","0","6","6"
"他的两个儿","0","6","6"
"行军总管之","0","6","6"
"军总管之职","0","6","6"
"没有人敢于","0","6","6"
"以行军总管","0","6","6"
"左仆射高赹","0","6","6"
"任光禄大夫","0","6","6"
"没有人能够","0","6","6"
"所在的地方","0","6","6"
"任中书舍人","0","6","6"
"的妻子儿女","0","6","6"
"太后临朝执","0","6","6"
"后临朝执政","0","6","6"
"的人都认为","0","6","6"
"广平王元怀","0","6","6"
"十分之二三","0","6","6"
"任国子祭酒","0","6","6"
"武帝对他说","0","6","6"
"天下的人都","0","6","6"
"进入文林馆","0","6","6"
"举荐为秀才","0","6","6"
"领中书舍人","0","6","6"
"尔朱世隆等","0","6","6"
"后来被任命","0","6","6"
"来被任命为","0","6","6"
"孝文帝迁都","0","6","6"
"从晋阳回京","0","6","6"
"派他的弟弟","0","6","6"
"派使者进贡","0","6","6"
"等朝见进贡","0","6","6"
"道武帝亲自","0","6","6"
"冬十月二十","0","6","6"
"月二十五日","0","6","6"
"冬十一月初","0","6","6"
"十二月二十","0","6","6"
"秋七月初一","0","6","6"
"侯莫陈相为","0","6","6"
"有文学才能","0","6","6"
"为太皇太后","0","6","6"
"帝听从了他","0","6","6"
"领精锐骑兵","0","6","6"
"宇文泰派开","0","6","6"
"文泰派开府","0","6","6"
"的第二个儿","0","6","6"
"第二个儿子","0","6","6"
"善于写文章","0","6","6"
"二州的刺史","0","6","6"
"王公以下官","0","6","6"
"公以下官员","0","6","6"
"是尔朱荣的","0","6","6"
"任并州刺史","0","6","6"
"他的儿子元","0","6","6"
"袭了父亲的","0","6","6"
"封他的儿子","0","6","6"
"承袭父亲的","0","6","6"
"尔朱荣进入","0","6","6"
"朝廷下诏让","0","6","6"
"侍中的职务","0","6","6"
"阳王元禧等","0","6","6"
"宣武帝下诏","0","6","6"
"汝南王元悦","0","6","6"
"国子监祭酒","0","6","6"
"承了父亲的","0","6","6"
"向朝廷请求","0","6","6"
"害怕他的威","0","6","6"
"任命为中书","0","6","6"
"亲自到他家","0","6","6"
"他上表请求","0","6","6"
"他回到京城","0","6","6"
"他为大将军","0","6","6"
"孝文帝对他","0","6","6"
"为青州刺史","0","6","6"
"任岐州刺史","0","6","6"
"孝明帝正光","0","6","6"
"自己的孩子","0","6","6"
"有很高的声","0","6","6"
"广宁王高孝","0","6","6"
"宁王高孝珩","0","6","6"
"周武帝宇文","0","6","6"
"同意了他的","0","6","6"
"朝廷赐爵为","0","6","6"
"上表请求解","0","6","6"
"建立军功被","0","6","6"
"齐文襄帝高","0","6","6"
"朝廷下诏恢","0","6","6"
"廷下诏恢复","0","6","6"
"他原来的官","0","6","6"
"琅邪王高俨","0","6","6"
"尔朱荣与元","0","6","6"
"投奔尔朱荣","0","6","6"
"武帝高欢的","0","6","6"
"宇文宪率军","0","6","6"
"进位骠骑大","5","0","5"
"晋公护执政","5","0","5"
"遣武贲郎将","4","1","5"
"宇文化弑逆","5","0","5"
"能左右驰射","4","1","5"
"黄金三十斤","3","2","5"
"河南大行台","2","3","5"
"迁尚书左仆","5","0","5"
"宇文护执政","3","2","5"
"魏废帝元年","2","3","5"
"尉迟迥举兵","2","3","5"
"御史大夫裴","2","3","5"
"史大夫裴蕴","2","3","5"
"百升飞上天","2","3","5"
"北徐州刺史","3","2","5"
"府谘议参军","5","0","5"
"武帝亲总万","5","0","5"
"帝亲总万机","5","0","5"
"开皇二十年","2","3","5"
"户部尚书樊","2","3","5"
"除中书侍郎","5","0","5"
"进位上大将","5","0","5"
"十一月庚戍","3","2","5"
"月二十九日","1","4","5"
"授仪同三司","4","1","5"
"赐物五千段","5","0","5"
"加金紫光禄","3","2","5"
"鸿胪监护丧","4","1","5"
"胪监护丧事","4","1","5"
"虏男女数千","3","2","5"
"总管韦孝宽","3","2","5"
"军屈突通等","2","3","5"
"赠左光禄大","3","2","5"
"生七十二人","2","3","5"
"迁国子祭酒","5","0","5"
"济阴王晖业","5","0","5"
"累迁尚书左","5","0","5"
"东荆州刺史","2","3","5"
"灵太后反政","5","0","5"
"开皇十七年","1","4","5"
"安南大将军","3","2","5"
"上党王长孙","2","3","5"
"蠕蠕主阿瑰","5","0","5"
"帝诏散骑常","5","0","5"
"汝阴公长孙","2","3","5"
"阴公长孙道","2","3","5"
"公长孙道生","2","3","5"
"东平公元仪","1","4","5"
"公长孙嵩等","2","3","5"
"寿光侯叔孙","2","3","5"
"魏恭帝元年","2","3","5"
"州刺史王琳","3","2","5"
"太上皇帝晋","5","0","5"
"上皇帝晋阳","5","0","5"
"东安王娄睿","2","3","5"
"上洛王思宗","3","2","5"
"东青州刺史","3","2","5"
"右丞相斛律","2","3","5"
"右丞相高阿","2","3","5"
"侍中斛律孝","2","3","5"
"中斛律孝卿","2","3","5"
"灵州刺史曹","2","3","5"
"州刺史曹泥","2","3","5"
"豆陵伊利等","2","3","5"
"开府独孤信","2","3","5"
"宋将裴方明","2","3","5"
"高阳王雍等","3","2","5"
"雍州刺史曹","2","3","5"
"州刺史曹武","2","3","5"
"累迁尚书令","5","0","5"
"刺史宇文胄","2","3","5"
"除都官尚书","5","0","5"
"尚书右外兵","2","3","5"
"督陇右诸军","3","2","5"
"雍州刺史萧","2","3","5"
"除散骑常侍","5","0","5"
"将宇文神举","3","2","5"
"迁中书侍郎","5","0","5"
"大统十六年","1","4","5"
"相州刺史李","2","3","5"
"书令赵彦深","2","3","5"
"镇南将军崔","2","3","5"
"南将军崔亮","2","3","5"
"论国家大事","1","4","5"
"西南道大行","2","3","5"
"大都督高岳","2","3","5"
"魏孝武帝西","1","4","5"
"十三环金带","3","2","5"
"仪同三司高","1","4","5"
"同意他的意","0","5","5"
"意他的意见","0","5","5"
"了一个多月","0","5","5"
"自己的生命","0","5","5"
"文官制度建","0","5","5"
"官制度建立","0","5","5"
"宇文护执掌","0","5","5"
"被朝廷授予","0","5","5"
"李密的军队","0","5","5"
"他跟随尔朱","0","5","5"
"晋位为柱国","0","5","5"
"朝廷赠封他","0","5","5"
"廷赠封他为","0","5","5"
"骑在马上向","0","5","5"
"在马上向左","0","5","5"
