"N-gram","北齐书","北齐书翻译","Total"
"瀛相殷幽六州诸军事","1","1","2"
"都督冀殷瀛三州诸军","1","1","2"
"督冀殷瀛三州诸军事","1","1","2"
"督定冀殷幽四州诸军","1","1","2"
"定冀殷幽四州诸军事","1","1","2"
"都督定瀛殷三州军事","1","1","2"
"赵国李氏口诵陈思王","1","1","2"
"国李氏口诵陈思王诗","1","1","2"
"叔略南营州录事参军","1","1","2"
"行军总管崔彦睦所杀","1","1","2"
"贺拔胜荆州开府长史","1","1","2"
"散骑常侍中书侍郎李","2","0","2"
"前梁州府主簿王九元","1","1","2"
"前开府水曹参军周子","1","1","2"
"开府水曹参军周子深","1","1","2"
"府水曹参军周子深等","1","1","2"
"水曹参军周子深等十","1","1","2"
"曹参军周子深等十一","1","1","2"
"参军周子深等十一人","1","1","2"
"除本州平北府长流参","1","1","2"
"本州平北府长流参军","1","1","2"
"也没有什么遗憾的了","0","2","2"
"作臣子的就应该这样","0","2","2"
"实际上是由于他的疾","0","2","2"
"际上是由于他的疾病","0","2","2"
"朝廷听从了他的意见","0","2","2"
"费也头人纥豆陵伊利","0","2","2"
"冀州的渤海长乐安德","0","2","2"
"州的渤海长乐安德武","0","2","2"
"的渤海长乐安德武邑","0","2","2"
"派遣兼太尉彭城王元","0","2","2"
"遣兼太尉彭城王元韶","0","2","2"
"丽派遣使者朝见进贡","0","2","2"
"茹茹国派遣使者朝见","0","2","2"
"茹国派遣使者朝见进","0","2","2"
"梁国湘束王萧绎派遣","0","2","2"
"国湘束王萧绎派遣使","0","2","2"
"湘束王萧绎派遣使者","0","2","2"
"束王萧绎派遣使者朝","0","2","2"
"王萧绎派遣使者朝见","0","2","2"
"国都派遣使者朝见进","0","2","2"
"俘获各种牲畜十余万","0","2","2"
"契丹派遣使者朝见进","0","2","2"
"丹派遣使者朝见进贡","0","2","2"
"室韦国派遣使者朝见","0","2","2"
"韦国派遣使者朝见进","0","2","2"
"突厥派遣使者朝见进","0","2","2"
"厥派遣使者朝见进贡","0","2","2"
"下诏书命令常山王高","0","2","2"
"诏书命令常山王高演","0","2","2"
"的第二个儿子高孝珩","0","2","2"
"第二个儿子高孝珩为","0","2","2"
"二个儿子高孝珩为广","0","2","2"
"个儿子高孝珩为广宁","0","2","2"
"儿子高孝珩为广宁王","0","2","2"
"良好的社会风尚井然","0","2","2"
"好的社会风尚井然有","0","2","2"
"的社会风尚井然有序","0","2","2"
"他后来放纵饮酒肆意","0","2","2"
"后来放纵饮酒肆意纵","0","2","2"
"来放纵饮酒肆意纵欲","0","2","2"
"朝廷内外百官普遍加","0","2","2"
"廷内外百官普遍加级","0","2","2"
"长广王高湛为大司马","0","2","2"
"文襄帝的第二个儿子","0","2","2"
"用刀头上的环乱打一","0","2","2"
"刀头上的环乱打一气","0","2","2"
"罪犯的刑罚各有差别","0","2","2"
"其中的缘故是什么呢","0","2","2"
"中的缘故是什么呢?","0","2","2"
"王高孝琬为尚书左仆","0","2","2"
"高孝琬为尚书左仆射","0","2","2"
"尚书右仆射赵彦深为","0","2","2"
"书右仆射赵彦深为左","0","2","2"
"右仆射赵彦深为左仆","0","2","2"
"仆射赵彦深为左仆射","0","2","2"
"以百济王余昌为使持","0","2","2"
"百济王余昌为使持节","0","2","2"
"降免死罪以下犯人徒","0","2","2"
"免死罪以下犯人徒刑","0","2","2"
"再次冲入周国军队中","0","2","2"
"帝就此事询问韩长鸾","0","2","2"
"随高祖击破四胡于韩","0","2","2"
"高祖击破四胡于韩陵","0","2","2"
"从高祖破四胡于韩陵","0","2","2"
"随仪同刘丰讨伐侯景","0","2","2"
"从高祖在邙山打败了","0","2","2"
"高祖在邙山打败了周","0","2","2"
"祖在邙山打败了周文","0","2","2"
"在邙山打败了周文帝","0","2","2"
"弹劾太师咸阳王元坦","0","2","2"
"补任中外府功曹参军","0","2","2"
"几次升任为尚书左仆","0","2","2"
"次升任为尚书左仆射","0","2","2"
"历任文襄大将军主簿","0","2","2"
"清河王高岳任司州牧","0","2","2"
"太祖献武皇帝为神武","0","2","2"
"祖献武皇帝为神武皇","0","2","2"
"献武皇帝为神武皇帝","0","2","2"
"的父母兄弟都在山东","0","2","2"
"任命卢潜为扬州道行","0","2","2"
"命卢潜为扬州道行台","0","2","2"
"就立嫡子的同母弟弟","0","2","2"
"清河王高岳为使持节","0","2","2"
"散骑常侍兼中书侍郎","0","2","2"
"骑常侍兼中书侍郎李","0","2","2"
"通直散骑常侍兼中书","0","2","2"
