"N-gram","北齐书","北齐书翻译","Total"
"皇帝诏兼散骑常","0","4","4"
"帝诏兼散骑常侍","0","4","4"
"北齐接受禅让建","0","4","4"
"为开府仪同三司","0","4","4"
"任员外散骑常侍","0","4","4"
"沧瀛二州诸军事","2","1","3"
"加镇西墨曹参军","2","1","3"
"贾显智率豫州刺","2","1","3"
"显智率豫州刺史","2","1","3"
"智率豫州刺史斛","2","1","3"
"率豫州刺史斛斯","2","1","3"
"西魏仪同三司王","2","1","3"
"魏仪同三司王思","2","1","3"
"王萧绎遣使朝贡","3","0","3"
"室韦国遣使朝贡","3","0","3"
"景式等二十五家","1","2","3"
"河间王孝琬尚书","3","0","3"
"散骑常侍封孝琰","2","1","3"
"二年春正月乙亥","2","1","3"
"广宁王孝珩录尚","2","1","3"
"宁王孝珩录尚书","2","1","3"
"令侍中斛律孝卿","2","1","3"
"累迁尚书左仆射","3","0","3"
"除开府仪同三司","3","0","3"
"位金紫光禄大夫","2","1","3"
"黄门郎崔季舒等","1","2","3"
"沧瀛四州诸军事","2","1","3"
"进位开府仪同三","2","1","3"
"颍州长史贺若徽","2","1","3"
"西魏遣将怡锋率","2","1","3"
"魏遣将怡锋率众","2","1","3"
"遣将怡锋率众援","2","1","3"
"高祖破周文帝邙","3","0","3"
"祖破周文帝邙山","3","0","3"
"累迁左光禄大夫","2","1","3"
"通直散骑侍郎彭","2","1","3"
"直散骑侍郎彭贵","2","1","3"
"散骑侍郎彭贵平","2","1","3"
"除通直散骑常侍","3","0","3"
"家员外散骑侍郎","3","0","3"
"迁通直散骑常侍","3","0","3"
"改威宗景烈皇帝","2","1","3"
"年七月二十五日","1","2","3"
"追赠开府仪同三","1","2","3"
"也没有什么遗憾","0","3","3"
"没有什么遗憾的","0","3","3"
"遣又是王的功劳","0","3","3"
"刺史可朱浑道元","0","3","3"
"萧绎派遣使者朝","0","3","3"
"绎派遣使者朝见","0","3","3"
"的第二个儿子高","0","3","3"
"库莫奚派遣使者","0","3","3"
"莫奚派遣使者朝","0","3","3"
"继承宏大的基业","0","3","3"
"访问人民的疾苦","0","3","3"
"平阳王高淹为太","0","3","3"
"任命尚书右仆射","0","3","3"
"太上皇帝从晋阳","0","3","3"
"车驾从晋阳返回","0","3","3"
"以开府仪同三司","0","3","3"
"死罪以下犯人徒","0","3","3"
"罪以下犯人徒刑","0","3","3"
"广宁王孝珩为司","0","3","3"
"逐渐升迁到尚书","0","3","3"
"官吏百姓所怀念","0","3","3"
"率领自己的部众","0","3","3"
"拜开府仪同三司","0","3","3"
"尔朱荣进入洛阳","0","3","3"
"从高祖在韩陵打","0","3","3"
"为金紫光禄大夫","0","3","3"
"兼任给事黄门侍","0","3","3"
"州刺史任上去世","0","3","3"
"授任右光禄大夫","0","3","3"
"尚书令司马子如","0","3","3"
"任银青光禄大夫","0","3","3"
"加授骠骑大将军","0","3","3"
"嫡子的同母弟弟","0","3","3"
"散骑常侍兼中书","0","3","3"
"冀州行事司马子","1","1","2"
"齐高祖神武皇帝","1","1","2"
"柔玄镇人杜洛周","1","1","2"
"扬州邑人庞苍鹰","1","1","2"
"魏普泰元年二月","1","1","2"
"朱度律废元晔立","1","1","2"
"度律废元晔立节","1","1","2"
"律废元晔立节闵","1","1","2"
"朱仲远部下都督","1","1","2"
"仲远部下都督桥","1","1","2"
"远部下都督桥宁","1","1","2"
"遣东徐州刺史潘","1","1","2"
"东徐州刺史潘绍","1","1","2"
"徐州刺史潘绍业","1","1","2"
"州刺史潘绍业密","1","1","2"
"长乐太守庞苍鹰","1","1","2"
"费头虏纥豆陵伊","2","0","2"
"头虏纥豆陵伊利","2","0","2"
"光禄少卿元子干","1","1","2"
"恒州刺史厍狄干","1","1","2"
"汾州刺史斛律金","1","1","2"
"前武卫将军彭乐","1","1","2"
"冀州刺史高敖曹","1","1","2"
"遣大行台长孙承","1","1","2"
"大行台长孙承业","1","1","2"
"大都督颍川王斌","1","1","2"
"前恒农太守元洪","1","1","2"
"恒农太守元洪略","1","1","2"
"农太守元洪略镇","1","1","2"
"太守元洪略镇陕","1","1","2"
"豫州刺史斛斯元","1","1","2"
"州刺史斛斯元寿","1","1","2"
"左厢大都督莫多","1","1","2"
"厢大都督莫多娄","1","1","2"
"大都督莫多娄贷","1","1","2"
"都督莫多娄贷文","1","1","2"
"开府仪同三司叱","1","1","2"
"府仪同三司叱列","1","1","2"
"仪同三司叱列延","1","1","2"
"同三司叱列延庆","1","1","2"
"尚书左仆射辛雄","1","1","2"
"吏部尚书崔孝芬","1","1","2"
"散骑常侍元士弼","1","1","2"
"清河王亶大司马","2","0","2"
"龙门都督薛崇礼","1","1","2"
"行台尚书长史薛","1","1","2"
"台尚书长史薛瑜","1","1","2"
"尚书长史薛瑜守","1","1","2"
"书长史薛瑜守潼","1","1","2"
"长史薛瑜守潼关","1","1","2"
"州刺史朱浑道元","2","0","2"
"留都督张琼镇守","1","1","2"
"西魏灵州刺史曹","1","1","2"
"魏灵州刺史曹泥","1","1","2"
"婿凉州刺史刘丰","1","1","2"
"逼西魏秦州刺史","1","1","2"
"西魏秦州刺史建","1","1","2"
"魏秦州刺史建忠","1","1","2"
"秦州刺史建忠王","1","1","2"
"州刺史建忠王万","1","1","2"
"刺史建忠王万俟","1","1","2"
"史建忠王万俟普","1","1","2"
"建忠王万俟普拨","1","1","2"
"豳州刺史叱干宝","1","1","2"
"州刺史叱干宝乐","1","1","2"
"右卫将军破六韩","1","1","2"
"卫将军破六韩常","1","1","2"
"仆射行台汝阳王","1","1","2"
"射行台汝阳王暹","1","1","2"
"北豫州刺史高慎","1","1","2"
"亲信都督尉兴庆","1","1","2"
"西魏太师贺拔胜","1","1","2"
"中府主簿李世林","1","1","2"
"前开府参军房子","1","1","2"
"开府参军房子远","1","1","2"
"府参军房子远等","1","1","2"
"殿中将军曹魏祖","1","1","2"
"西魏晋州刺史韦","1","1","2"
"魏晋州刺史韦孝","1","1","2"
"晋州刺史韦孝宽","1","1","2"
"州刺史韦孝宽守","1","1","2"
"刺史韦孝宽守玉","1","1","2"
"史韦孝宽守玉壁","1","1","2"
"景专制河南十四","1","1","2"
"专制河南十四年","1","1","2"
"武定四年十一月","1","1","2"
"颍州刺史司马世","1","1","2"
"魏帝诏太原公洋","1","1","2"
"帝诏太原公洋摄","1","1","2"
"诏太原公洋摄理","1","1","2"
"太原公洋摄理军","1","1","2"
"原公洋摄理军国","1","1","2"
"吐谷浑国遣使朝","2","0","2"
"谷浑国遣使朝贡","2","0","2"
"齐州刺史茅灵斌","1","1","2"
"南豫州刺史皇甫","1","1","2"
"八年春正月庚申","1","1","2"
"楚州刺史宋安顾","1","1","2"
"定州刺史田聪能","1","1","2"
"冀州渤海长乐安","2","0","2"
"州渤海长乐安德","2","0","2"
"故尚书左仆射慕","1","1","2"
"尚书左仆射慕容","1","1","2"
"书左仆射慕容绍","1","1","2"
"左仆射慕容绍宗","1","1","2"
"故定州刺史段荣","1","1","2"
"故御史中尉刘贵","1","1","2"
"故殷州刺史刘丰","1","1","2"
"故济州刺史蔡俊","1","1","2"
"济州刺史蔡俊等","1","1","2"
"开府仪同三司司","1","1","2"
"府仪同三司司马","1","1","2"
"仪同三司司马子","1","1","2"
"茹茹国遣使朝贡","2","0","2"
"梁湘东王萧绎遣","2","0","2"
"湘东王萧绎遣使","2","0","2"
"东王萧绎遣使朝","2","0","2"
"二年春正月丁未","1","1","2"
"三年春正月丙申","1","1","2"
"社干戍四百余里","1","1","2"
"五年春正月癸巳","1","1","2"
"平原王段韶等率","2","0","2"
"原王段韶等率众","2","0","2"
"俟利蔼焉力娄阿","1","1","2"
"利蔼焉力娄阿帝","1","1","2"
"茹茹俟利郁久闾","1","1","2"
"茹俟利郁久闾李","1","1","2"
"俟利郁久闾李家","1","1","2"
"利郁久闾李家提","1","1","2"
"遣都督柳达摩等","1","1","2"
"东南道行台赵彦","1","1","2"
"南道行台赵彦深","1","1","2"
"道行台赵彦深获","1","1","2"
"夫一百八十万人","1","1","2"
"七年春正月甲辰","1","1","2"
"发山东寡妇二千","1","1","2"
"山东寡妇二千六","1","1","2"
"东寡妇二千六百","1","1","2"
"寡妇二千六百人","1","1","2"
"妇二千六百人配","1","1","2"
"九年春二月丁亥","1","1","2"
"北豫州刺史司马","1","1","2"
"豫州刺史司马消","1","1","2"
"州刺史司马消难","1","1","2"
"前尚书左仆射杨","1","1","2"
"老人刘奴等九百","1","1","2"
"人刘奴等九百四","1","1","2"
"刘奴等九百四十","1","1","2"
"奴等九百四十三","1","1","2"
"等九百四十三人","1","1","2"
"梁湘州刺史王琳","2","0","2"
"十年春正月戊戌","1","1","2"
"东平公元景式等","1","1","2"
"平公元景式等二","1","1","2"
"公元景式等二十","1","1","2"
"元景式等二十五","1","1","2"
"特进元韶等十九","1","1","2"
"进元韶等十九家","1","1","2"
"明元年二月丙申","1","1","2"
"国子博士李宝鼎","1","1","2"
"国子助教许散愁","1","1","2"
"帝位晋阳宣德殿","2","0","2"
"内外百官普加泛","2","0","2"
"外百官普加泛级","2","0","2"
"长广王湛大司马","2","0","2"
"遣中书侍郎李同","1","1","2"
"中书侍郎李同轨","1","1","2"
"开府长流参军刁","1","1","2"
"府长流参军刁柔","1","1","2"
"长流参军刁柔代","1","1","2"
"武卫娥永乐武力","1","1","2"
"皇建元年八月壬","1","1","2"
"建元年八月壬午","1","1","2"
"皇太后称文宣皇","1","1","2"
"太后称文宣皇后","1","1","2"
"奏太祖献武皇帝","1","1","2"
"太祖献武皇帝庙","1","1","2"
"故司徒莫多娄贷","1","1","2"
"司徒莫多娄贷文","1","1","2"
"扶风王朱浑道元","2","0","2"
"故太师万俟受洛","1","1","2"
"太师万俟受洛干","1","1","2"
"故太尉慕容绍宗","1","1","2"
"太尉慕容绍宗七","1","1","2"
"尉慕容绍宗七人","1","1","2"
"故太傅破六韩常","1","1","2"
"太傅破六韩常三","1","1","2"
"傅破六韩常三人","1","1","2"
"二年春正月辛亥","1","1","2"
"大宁元年闰十二","1","1","2"
"宁元年闰十二月","1","1","2"
"元年闰十二月癸","1","1","2"
"年闰十二月癸卯","1","1","2"
"蠕蠕太子庵罗辰","1","1","2"
"左丞相斛律金率","1","1","2"
"大宁元年冬十一","1","1","2"
"宁元年冬十一月","1","1","2"
"元年冬十一月癸","1","1","2"
"年冬十一月癸丑","1","1","2"
"赵郡王睿尚书令","2","0","2"
"河清元年春正月","1","1","2"
"清元年春正月乙","1","1","2"
"元年春正月乙亥","1","1","2"
"间王孝琬尚书左","2","0","2"
"王孝琬尚书左仆","2","0","2"
"孝琬尚书左仆射","2","0","2"
"散骑常侍崔子武","1","1","2"
"遣大将军达奚武","1","1","2"
"三年春正月庚申","1","1","2"
"散骑常侍皇甫亮","1","1","2"
"豫州刺史王士良","1","1","2"
"兰陵王长恭尚书","2","0","2"
"陵王长恭尚书令","2","0","2"
"四年春正月癸卯","1","1","2"
"新罗国王金真兴","1","1","2"
"皇太子妃斛律氏","1","1","2"
"天统四年十二月","1","1","2"
"统四年十二月辛","1","1","2"
"四年十二月辛未","1","1","2"
"天统元年夏四月","1","1","2"
"右仆射赵彦深左","2","0","2"
"仆射赵彦深左仆","2","0","2"
"射赵彦深左仆射","2","0","2"
"散骑常侍王季高","1","1","2"
"太上皇帝诏增置","1","1","2"
"上皇帝诏增置都","1","1","2"
"皇帝诏增置都水","1","1","2"
"帝诏增置都水使","1","1","2"
"诏增置都水使者","1","1","2"
"增置都水使者一","1","1","2"
"置都水使者一人","1","1","2"
"奏改高祖文宣皇","1","1","2"
"改高祖文宣皇帝","1","1","2"
"开府仪同三司韩","1","1","2"
"府仪同三司韩祖","1","1","2"
"仪同三司韩祖念","1","1","2"
"靺鞨国遣使朝贡","2","0","2"
"太上皇帝诏京官","1","1","2"
"上皇帝诏京官执","1","1","2"
"皇帝诏京官执事","1","1","2"
"帝诏京官执事散","1","1","2"
"诏京官执事散官","1","1","2"
"京官执事散官三","1","1","2"
"官执事散官三品","1","1","2"
"散骑常侍司马幼","1","1","2"
"文武百官进二级","1","1","2"
"散骑常侍郑大护","1","1","2"
"太上皇帝诏侍中","1","1","2"
"上皇帝诏侍中斛","1","1","2"
"皇帝诏侍中斛斯","1","1","2"
"帝诏侍中斛斯文","1","1","2"
"诏侍中斛斯文略","1","1","2"
"上太上皇后尊号","1","1","2"
"州太官官口二处","1","1","2"
"大莫娄国遣使朝","1","1","2"
"莫娄国遣使朝贡","1","1","2"
"诏侍中叱列长叉","1","1","2"
"使巡省河北诸州","1","1","2"
"魏收尚书右仆射","2","0","2"
"百济王余昌使持","2","0","2"
"济王余昌使持节","2","0","2"
"开府仪同三司唐","1","1","2"
"府仪同三司唐邕","1","1","2"
"诏右丞相斛律光","1","1","2"
"散骑常侍刘环俊","1","1","2"
"军大将军厍狄伏","1","1","2"
"大将军厍狄伏连","1","1","2"
"书侍御史王子宣","1","1","2"
"侍御史王子宣等","1","1","2"
"尚书右仆射冯子","1","1","2"
"书右仆射冯子琮","1","1","2"
"诏侍中赫连子悦","1","1","2"
"王孝珩录尚书事","1","1","2"
"广宁王孝珩司徒","2","0","2"
"开府仪同三司尉","1","1","2"
"府仪同三司尉破","1","1","2"
"仪同三司尉破胡","1","1","2"
"尚书令唐邕等大","1","1","2"
"书令唐邕等大破","1","1","2"
"令唐邕等大破思","1","1","2"
"武平元年六月生","1","1","2"
"侍中陈德信等劝","1","1","2"
"侍中斛律孝卿送","1","1","2"
"中斛律孝卿送禅","1","1","2"
"玉食者五百余人","1","1","2"
"穆皇后大宝林寺","1","1","2"
"神武明皇后娄氏","1","1","2"
"令魏安德主骑上","1","1","2"
"后主皇后斛律氏","1","1","2"
"武平三年正月生","1","1","2"
"女侍中陆太姬知","1","1","2"
"折冲将军元正烈","1","1","2"
"武明娄皇后生文","1","1","2"
"明娄皇后生文襄","1","1","2"
"娄皇后生文襄皇","1","1","2"
"皇后生文襄皇帝","1","1","2"
"穆氏生平阳靖翼","1","1","2"
"氏生平阳靖翼王","1","1","2"
"朱氏生彭城景思","1","1","2"
"氏生彭城景思王","1","1","2"
"游氏生高阳康穆","1","1","2"
"氏生高阳康穆王","1","1","2"
"冯氏生汉阳敬怀","1","1","2"
"氏生汉阳敬怀王","1","1","2"
"库真都督破六韩","1","1","2"
"真都督破六韩伯","1","1","2"
"都督破六韩伯升","1","1","2"
"六州大都督独孤","1","1","2"
"州大都督独孤枝","1","1","2"
"大都督独孤枝侵","1","1","2"
"文敬元皇后生河","1","1","2"
"敬元皇后生河间","1","1","2"
"元皇后生河间王","1","1","2"
"皇后生河间王孝","1","1","2"
"后生河间王孝琬","1","1","2"
"宋氏生河南王孝","1","1","2"
"氏生河南王孝瑜","1","1","2"
"王氏生广宁王孝","1","1","2"
"氏生广宁王孝珩","1","1","2"
"陈氏生安德王延","1","1","2"
"氏生安德王延宗","1","1","2"
"燕氏生渔阳王绍","1","1","2"
"氏生渔阳王绍信","1","1","2"
"河南种谷河北生","1","1","2"
"白杨树头金鸡鸣","1","1","2"
"武卫赫连辅玄倒","1","1","2"
"齐昌王莫多娄敬","1","1","2"
"昌王莫多娄敬显","1","1","2"
"武卫将军相里僧","1","1","2"
"卫将军相里僧伽","1","1","2"
"十二月十三日晡","1","1","2"
"二月十三日晡时","1","1","2"
"武定中广州士曹","2","0","2"
"大富人钟长命同","1","1","2"
"富人钟长命同床","1","1","2"
"人钟长命同床坐","1","1","2"
"灵州刺史袁洪猛","1","1","2"
"遣大将军宇文恩","1","1","2"
"治书侍御史王子","1","1","2"
"书侍御史王子宜","1","1","2"
"六州九酋长大都","1","1","2"
"州九酋长大都督","1","1","2"
"督冀定沧瀛幽殷","1","1","2"
"肆云朔十州诸军","1","1","2"
"云朔十州诸军事","1","1","2"
"武明娄皇后殷勤","1","1","2"
"东燕六州诸军事","1","1","2"
"摄大都督府长史","1","1","2"
"追赠睿父琛假黄","1","1","2"
"行台慕容绍宗等","1","1","2"
"台慕容绍宗等击","1","1","2"
"仪同三司苟子溢","1","1","2"
"中兴寺内白凫翁","1","1","2"
"四方侧听声雍雍","1","1","2"
"左丞相斛律明月","1","1","2"
"妇人王氏私通生","1","1","2"
"魏上党王元天穆","1","1","2"
"郎中令吕思礼所","1","1","2"
"中令吕思礼所告","1","1","2"
"冀州长史宇文仲","1","1","2"
"州长史宇文仲鸾","1","1","2"
"长乐郡守尉普兴","1","1","2"
"乐郡守尉普兴等","1","1","2"
"魏末破六韩拔陵","1","1","2"
"兖州刺史樊子鹄","1","1","2"
"临淮国郎中令告","1","1","2"
"后主令开府段畅","1","1","2"
"主令开府段畅率","1","1","2"
"令开府段畅率三","1","1","2"
"开府段畅率三千","1","1","2"
"府段畅率三千骑","1","1","2"
"令侍御史赵秀通","1","1","2"
"尚书左丞宋仲羡","1","1","2"
"授开府仪同三司","1","1","2"
"应州刺史唐君明","1","1","2"
"州人田昭等七千","1","1","2"
"人田昭等七千户","1","1","2"
"怀州刺史平鉴等","1","1","2"
"西北道慰喻大使","1","1","2"
"军功封下洛县男","1","1","2"
"刺史王敬宝遣使","1","1","2"
"尧难宗等围守宿","1","1","2"
"难宗等围守宿预","1","1","2"
"周冢宰宇文护母","1","1","2"
"冢宰宇文护母阎","1","1","2"
"宰宇文护母阎氏","1","1","2"
"宇文护母阎氏先","1","1","2"
"文护母阎氏先配","1","1","2"
"护母阎氏先配中","1","1","2"
"母阎氏先配中山","1","1","2"
"遣将尉迟迥等袭","1","1","2"
"大将军斛律光率","1","1","2"
"太尉兰陵王长恭","1","1","2"
"仪同若干显宝等","1","1","2"
"授开府仪同大将","1","1","2"
"破六韩拔陵构逆","2","0","2"
"薛孤延等固守河","1","1","2"
"孤延等固守河阳","1","1","2"
"西魏九曲戍将马","1","1","2"
"魏九曲戍将马绍","1","1","2"
"九曲戍将马绍隆","1","1","2"
"虏帅豆婆吐久备","1","1","2"
"瀛青齐沧幽肆晋","1","1","2"
"青齐沧幽肆晋汾","1","1","2"
"齐沧幽肆晋汾十","1","1","2"
"沧幽肆晋汾十二","1","1","2"
"幽肆晋汾十二州","1","1","2"
"肆晋汾十二州诸","1","1","2"
"晋汾十二州诸军","1","1","2"
"汾十二州诸军事","1","1","2"
"仪同薛禹生弃城","1","1","2"
"诏光率步骑三万","2","0","2"
"周齐国公宇文宪","1","1","2"
"申国公扌翕跋显","1","1","2"
"国公扌翕跋显敬","1","1","2"
"大将军中部公梁","1","1","2"
"将军中部公梁洛","1","1","2"
"军中部公梁洛都","1","1","2"
"盲眼老公背上下","1","1","2"
"眼老公背上下大","1","1","2"
"老公背上下大斧","1","1","2"
"天统元年夏五月","1","1","2"
"突厥木汗遣使请","1","1","2"
"置立戍逻五十余","1","1","2"
"立戍逻五十余所","1","1","2"
"军贺拔伏恩等十","1","1","2"
"贺拔伏恩等十余","1","1","2"
"拔伏恩等十余人","1","1","2"
"洛州行台仆射独","1","1","2"
"州行台仆射独孤","1","1","2"
"行台仆射独孤永","1","1","2"
"台仆射独孤永业","1","1","2"
"行燕郡守马嗣明","1","1","2"
"青州刺史敬显俊","1","1","2"
"左卫将军厍狄伏","1","1","2"
"卫将军厍狄伏连","1","1","2"
"将军厍狄伏连等","1","1","2"
"进位骠骑大将军","1","1","2"
"高祖都督府长史","1","1","2"
"六州流民大都督","1","1","2"
"冀相殷定沧瀛幽","1","1","2"
"相殷定沧瀛幽安","1","1","2"
"殷定沧瀛幽安八","1","1","2"
"定沧瀛幽安八州","1","1","2"
"沧瀛幽安八州行","1","1","2"
"瀛幽安八州行台","1","1","2"
"幽安八州行台仆","1","1","2"
"安八州行台仆射","1","1","2"
"子德枢等十余人","1","1","2"
"仪同三司崔孝芬","1","1","2"
"魏武帝猜忌高祖","1","1","2"
"民韩木兰等率土","1","1","2"
"兴敬随司空韩轨","1","1","2"
"高祖攻周文帝邙","2","0","2"
"祖攻周文帝邙山","2","0","2"
"朱荣府骑兵参军","1","1","2"
"持节南道大都督","1","1","2"
"时范阳人卢仲延","1","1","2"
"范阳人卢仲延率","1","1","2"
"破梁仁州刺史黄","1","1","2"
"梁仁州刺史黄道","1","1","2"
"仁州刺史黄道始","1","1","2"
"州长史贺若徽执","2","0","2"
"长史贺若徽执刺","2","0","2"
"史贺若徽执刺史","2","0","2"
"贺若徽执刺史田","2","0","2"
"若徽执刺史田迅","2","0","2"
"豫州刺史尧雄等","1","1","2"
"攻独孤愿金墉城","2","0","2"
"晋州行事封祖业","1","1","2"
"州行事封祖业弃","1","1","2"
"行事封祖业弃城","1","1","2"
"击怀州逆贼潘集","1","1","2"
"保洛随例封昌平","1","1","2"
"洛随例封昌平县","1","1","2"
"随例封昌平县薄","1","1","2"
"例封昌平县薄家","1","1","2"
"封昌平县薄家城","1","1","2"
"昌平县薄家城乡","1","1","2"
"平县薄家城乡男","1","1","2"
"县薄家城乡男一","1","1","2"
"薄家城乡男一百","1","1","2"
"家城乡男一百户","1","1","2"
"仪同贾显智率豫","1","1","2"
"同贾显智率豫州","1","1","2"
"豫州刺史斛斯寿","1","1","2"
"道行台尚书仆射","1","1","2"
"节度西道诸军事","1","1","2"
"朔州征虏府外兵","1","1","2"
"州征虏府外兵参","1","1","2"
"征虏府外兵参军","1","1","2"
"封固安县开国子","1","1","2"
"随仪同刘丰讨侯","2","0","2"
"仪同刘丰讨侯景","2","0","2"
"肆幽安四州军事","1","1","2"
"颍川人张俭聚众","1","1","2"
"二人劝后主作承","1","1","2"
"人劝后主作承光","1","1","2"
"劝后主作承光主","1","1","2"
"后主作承光主诏","1","1","2"
"赵继宗杀颍川太","1","1","2"
"继宗杀颍川太守","1","1","2"
"宗杀颍川太守邵","1","1","2"
"杀颍川太守邵招","1","1","2"
"梁司州刺史陈庆","1","1","2"
"擒梁镇将苟元广","1","1","2"
"右丞韦孝宽等攻","1","1","2"
"外兵参军王恒伽","1","1","2"
"都督赫连俊等数","1","1","2"
"督赫连俊等数十","1","1","2"
"赫连俊等数十骑","1","1","2"
"逐西魏刺史赵继","1","1","2"
"西魏刺史赵继宗","1","1","2"
"西魏行台薛崇礼","1","1","2"
"高祖破纥豆陵步","1","1","2"
"祖破纥豆陵步藩","1","1","2"
"左卫将军斛律平","1","1","2"
"随叔父魏广平内","1","1","2"
"叔父魏广平内史","1","1","2"
"父魏广平内史老","1","1","2"
"魏广平内史老生","1","1","2"
"广平内史老生征","1","1","2"
"奔广州刺史郑先","1","1","2"
"广州刺史郑先护","1","1","2"
"东徐州防城都督","1","1","2"
"东徐州刺史斛斯","1","1","2"
"徐州刺史斛斯椿","1","1","2"
"军功封索卢县子","1","1","2"
"宜阳民李延孙聚","1","1","2"
"阳民李延孙聚众","1","1","2"
"都督厍狄安盛等","1","1","2"
"丞相府记室孙搴","1","1","2"
"子贞阳侯渊明等","1","1","2"
"遣帐下孙怀彦奉","1","1","2"
"帐下孙怀彦奉表","1","1","2"
"大行台胡元吉奉","1","1","2"
"行台胡元吉奉诏","1","1","2"
"台胡元吉奉诏晓","1","1","2"
"西魏北华州刺史","1","1","2"
"魏北华州刺史薛","1","1","2"
"北华州刺史薛崇","1","1","2"
"华州刺史薛崇礼","1","1","2"
"州刺史薛崇礼屯","1","1","2"
"西魏仪同长孙子","1","1","2"
"魏仪同长孙子彦","1","1","2"
"正平太守段荣显","1","1","2"
"胡垂黎等部落数","1","1","2"
"垂黎等部落数千","1","1","2"
"褐员外散骑侍郎","2","0","2"
"军功除扬武军帐","1","1","2"
"功除扬武军帐内","1","1","2"
"除扬武军帐内统","1","1","2"
"扬武军帐内统军","1","1","2"
"累迁秦州镇城都","1","1","2"
"迁秦州镇城都督","1","1","2"
"北育太守宋带剑","1","1","2"
"育太守宋带剑谋","1","1","2"
"西魏荆州刺史郭","1","1","2"
"魏荆州刺史郭鸾","1","1","2"
"兖州刺史王彦夏","1","1","2"
"新蔡太守鲁悉达","1","1","2"
"右仆射元罗巡抚","1","1","2"
"仆射元罗巡抚三","1","1","2"
"射元罗巡抚三齐","1","1","2"
"北受幽州刺史刘","1","1","2"
"受幽州刺史刘灵","1","1","2"
"州刺史刘灵助节","1","1","2"
"刺史刘灵助节度","1","1","2"
"定策推立中兴主","1","1","2"
"贺拔胜荆州刺史","2","0","2"
"都督三徐诸军事","1","1","2"
"时武卫将军元整","1","1","2"
"武卫将军元整监","1","1","2"
"卫将军元整监刑","1","1","2"
"督冀定沧瀛幽齐","1","1","2"
"冀定沧瀛幽齐徐","1","1","2"
"定沧瀛幽齐徐青","1","1","2"
"沧瀛幽齐徐青光","1","1","2"
"瀛幽齐徐青光兖","1","1","2"
"幽齐徐青光兖十","1","1","2"
"齐徐青光兖十州","1","1","2"
"徐青光兖十州军","1","1","2"
"青光兖十州军事","1","1","2"
"本乡部曲数千人","1","1","2"
"除通直散骑侍郎","2","0","2"
"密令刺史元仲宗","1","1","2"
"令刺史元仲宗诱","1","1","2"
"乡人部曲王桃汤","1","1","2"
"呼延族等三千人","1","1","2"
"西魏洛州刺史泉","1","1","2"
"魏洛州刺史泉企","1","1","2"
"刺史万俟受洛干","1","1","2"
