"N-gram","新唐书","新唐书翻译","Total"
"老人粮食布","0","9","9"
"人粮食布帛","0","9","9"
"年正月初九","0","9","9"
"在其父之下","0","9","9"
"廷内外官员","0","9","9"
"并加同凤阁","0","9","9"
"自华清宫返","0","9","9"
"华清宫返京","0","9","9"
"蕃军进犯灵","0","9","9"
"军进犯灵州","0","9","9"
"清宫举行装","0","9","9"
"宫举行装扮","0","9","9"
"举行装扮受","0","9","9"
"行装扮受祭","0","9","9"
"装扮受祭者","0","9","9"
"扮受祭者享","0","9","9"
"与吴元济作","0","9","9"
"吴元济作战","0","9","9"
"春官尚书武","4","4","8"
"刑部尚书裴","4","4","8"
"方军节度副","4","4","8"
"军节度副大","4","4","8"
"节度使哥舒","4","4","8"
"金吾大将军","4","4","8"
"永平军节度","4","4","8"
"南节度使李","4","4","8"
"节度招讨使","4","4","8"
"神策军中尉","4","4","8"
"忠武军节度","4","4","8"
"军节度使崔","4","4","8"
"行营招讨使","4","4","8"
"静难军节度","4","4","8"
"衢州刺史陈","4","4","8"
"扬州大都督","4","4","8"
"大将军李多","4","4","8"
"将军李多祚","4","4","8"
"宝圣文神武","4","4","8"
"赵郡王孝恭","6","2","8"
"十二月乙卯","8","0","8"
"卫大将军张","4","4","8"
"十六年正月","4","4","8"
"壤道行军总","4","4","8"
"二十一年正","4","4","8"
"兵部尚书崔","4","4","8"
"左金吾卫大","4","4","8"
"中军大总管","4","4","8"
"豹韬卫将军","4","4","8"
"台御史中丞","4","4","8"
"北道行军元","4","4","8"
"紫微黄门平","4","4","8"
"微黄门平章","4","4","8"
"黄门平章事","4","4","8"
"河东节度副","4","4","8"
"东节度副大","4","4","8"
"父后者勋两","8","0","8"
"后者勋两转","8","0","8"
"逐节度使李","7","1","8"
"军行营兵马","4","4","8"
"河阳节度使","4","4","8"
"军节度使韩","4","4","8"
"昌军节度使","4","4","8"
"军节度使杨","4","4","8"
"清海军节度","4","4","8"
"实封五百户","3","5","8"
"桓彦范等人","0","8","8"
"讨伐安禄山","0","8","8"
"杀了节度使","0","8","8"
"州归于朝廷","0","8","8"
"为监察御史","0","8","8"
"正月二十三","0","8","8"
"二月十四日","0","8","8"
"五年正月初","0","8","8"
"放罪以下的","0","8","8"
"与突厥军交","0","8","8"
"突厥军交战","0","8","8"
"六年正月初","0","8","8"
"五月十七日","0","8","8"
"突厥军进犯","0","8","8"
"二月二十日","0","8","8"
"赐许百姓聚","0","8","8"
"许百姓聚饮","0","8","8"
"宗去九成宫","0","8","8"
"年正月初二","0","8","8"
"高宗因旱灾","0","8","8"
"在其父以下","0","8","8"
"臣民聚饮三","0","8","8"
"民聚饮三日","0","8","8"
"二月十五日","0","8","8"
"八月十二日","0","8","8"
"宫廷内外官","0","8","8"
"一个儿子官","0","8","8"
"个儿子官职","0","8","8"
"对死罪囚犯","0","8","8"
"十岁以上者","0","8","8"
"玄宗去华清","0","8","8"
"宗去华清宫","0","8","8"
"的朝献祭礼","0","8","8"
"者享用祭品","0","8","8"
"与安庆绪在","0","8","8"
"州军队骚乱","0","8","8"
"长孙无忌说","0","8","8"
"皇后长孙氏","2","5","7"
"赠尚书右仆","4","3","7"
"年正月己巳","7","0","7"
"年正月乙酉","7","0","7"
"武候大将军","7","0","7"
"八十上粟帛","7","0","7"
"屯卫大将军","4","3","7"
"五品上子父","7","0","7"
"品上子父后","7","0","7"
"上子父后者","7","0","7"
"知门下省事","5","2","7"
"十一月癸卯","7","0","7"
"后者勋一转","7","0","7"
"元年正月戊","7","0","7"
"元年正月丁","7","0","7"
"左羽林卫将","3","4","7"
"龙元年正月","4","3","7"
"尊母皇太后","7","0","7"
"军节度使硃","7","0","7"
"朔方节度使","3","4","7"
"皇太后王氏","3","4","7"
"左神策军护","3","4","7"
"叛附硃全忠","7","0","7"
"陕东道行台","4","3","7"
"皇太子承乾","4","3","7"
"贞观十一年","3","4","7"
"宗在京城南","0","7","7"
"举行祭天大","0","7","7"
"这是逐渐不","0","7","7"
"是逐渐不能","0","7","7"
"任刑部尚书","0","7","7"
"为中书侍郎","0","7","7"
"并任同中书","0","7","7"
"朱全忠杀了","0","7","7"
"宗敬献尊号","0","7","7"
"任太子詹事","0","7","7"
"打败了他们","0","7","7"
"四月二十一","0","7","7"
"武侯大将军","0","7","7"
"中八十岁以","0","7","7"
"年正月初四","0","7","7"
"百姓聚饮五","0","7","7"
"任御史大夫","0","7","7"
"州施行赦免","0","7","7"
"下的犯人减","0","7","7"
"二月二十二","0","7","7"
"正月二十八","0","7","7"
"年正月十五","0","7","7"
"与吐蕃军在","0","7","7"
"有彗星出现","0","7","7"
"五月十二日","0","7","7"
"十二月初五","0","7","7"
"十一月十六","0","7","7"
"一月十六日","0","7","7"
"年正月十七","0","7","7"
"正月十七日","0","7","7"
"诏令皇太子","0","7","7"
"皇太子李治","0","7","7"
"十一月初八","0","7","7"
"十月十一日","0","7","7"
"为工部尚书","0","7","7"
"的囚犯减刑","0","7","7"
"二月二十五","0","7","7"
"九月十二日","0","7","7"
"二月二十四","0","7","7"
"三月十二日","0","7","7"
"八月十六日","0","7","7"
"以上官员勋","0","7","7"
"十一月初六","0","7","7"
"自温泉返回","0","7","7"
"温泉返回京","0","7","7"
"泉返回京城","0","7","7"
"三年正月十","0","7","7"
"十二月十三","0","7","7"
"二月十八日","0","7","7"
"三品以上官","0","7","7"
"皇太子李哲","0","7","7"
"任朔方道行","0","7","7"
"赐予宫廷内","0","7","7"
"予宫廷内外","0","7","7"
"正月十五日","0","7","7"
"白昼出现太","0","7","7"
"昼出现太白","0","7","7"
"与安禄山部","0","7","7"
"任天下兵马","0","7","7"
"皇天帝玄宗","0","7","7"
"的一个儿子","0","7","7"
"州徭役一年","0","7","7"
"任工部侍郎","0","7","7"
"长孙无忌为","0","7","7"
"这是凭证之","0","7","7"
"任中书舍人","0","7","7"
"皇帝位柩前","6","0","6"
"黄门侍郎褚","3","3","6"
"左金吾卫将","3","3","6"
"金吾卫将军","3","3","6"
"东道行军总","3","3","6"
"将军黑齿常","3","3","6"
"尚书武承嗣","3","3","6"
"右肃政台御","3","3","6"
"鹰扬卫将军","3","3","6"
"部尚书裴谈","3","3","6"
"工部尚书张","3","3","6"
"中书侍郎岑","3","3","6"
"吏部侍郎崔","3","3","6"
"度使哥舒翰","3","3","6"
"安西大都护","3","3","6"
"节度使李忠","3","3","6"
"度使李忠臣","3","3","6"
"川节度使张","3","3","6"
"节度使张延","3","3","6"
"度使张延赏","3","3","6"
"军卫大将军","3","3","6"
"御史中丞李","3","3","6"
"武宁军节度","3","3","6"
"淮南节度副","3","3","6"
"南节度副大","3","3","6"
"招讨党项使","3","3","6"
"行营兵马都","3","3","6"
"护国军节度","3","3","6"
"节度使崔胤","3","3","6"
"节度使李思","3","3","6"
"四面行营副","3","3","6"
"面行营副都","3","3","6"
"行营副都统","3","3","6"
"忠国军节度","3","3","6"
"贞观十三年","1","5","6"
"赠开府仪同","5","1","6"
"府司录参军","3","3","6"
"道前军总管","3","3","6"
"刑部尚书韦","3","3","6"
"上尊号曰开","6","0","6"
"尊号曰开元","6","0","6"
"南节度使崔","3","3","6"
"方军节度使","3","3","6"
"泾原节度使","3","3","6"
"节度使张献","3","3","6"
"十二月丁亥","6","0","6"
"大圣大安孝","4","2","6"
"圣大安孝皇","4","2","6"
"大安孝皇帝","4","2","6"
"皇帝位太极","6","0","6"
"帝位太极殿","6","0","6"
"宁四面行营","3","3","6"
"益州道行台","3","3","6"
"行军总管张","3","3","6"
"道大行台尚","3","3","6"
"大行台尚书","3","3","6"
"道行台尚书","3","3","6"
"年正月丙午","6","0","6"
"定襄道行军","3","3","6"
"襄道行军大","3","3","6"
"年正月辛丑","6","0","6"
"海道行军总","3","3","6"
"水道行军总","3","3","6"
"海道行军大","3","3","6"
"凉州都督李","3","3","6"
"道行军副总","3","3","6"
"行军副总管","3","3","6"
"二年正月乙","6","0","6"
"河道行军大","3","3","6"
"十四年正月","3","3","6"
"凉州道行军","3","3","6"
"十八年正月","3","3","6"
"壤道行军大","3","3","6"
"东道行军大","3","3","6"
"丘道行军大","3","3","6"
"中书舍人崔","3","3","6"
"十一月乙丑","6","0","6"
"元年正月辛","6","0","6"
"右骁卫大将","3","3","6"
"黄门侍郎裴","3","3","6"
"父后者勋一","6","0","6"
"将军苏定方","3","3","6"
"八十上版授","6","0","6"
"十二月丁巳","6","0","6"
"二年正月己","6","0","6"
"十一月壬申","6","0","6"
"吏部侍郎裴","3","3","6"
"元年正月癸","5","1","6"
"孝明高皇帝","3","3","6"
"金轮圣神皇","3","3","6"
"轮圣神皇帝","3","3","6"
"政台御史中","3","3","6"
"官尚书武三","3","3","6"
"尚书武三思","3","3","6"
"灵武道行军","3","3","6"
"武道行军大","3","3","6"
"十二月乙丑","6","0","6"
"部尚书郭元","3","3","6"
"尚书郭元振","3","3","6"
"天宝十三载","1","5","6"
"碛西节度使","3","3","6"
"中书门下虑","6","0","6"
"军节度大使","3","3","6"
"年正月癸巳","6","0","6"
"四镇节度使","3","3","6"
"河南节度使","3","3","6"
"军节度副使","3","3","6"
"御史大夫魏","3","3","6"
"内侍高力士","3","3","6"
"节度使李光","3","3","6"
"军节度留后","3","3","6"
"道节度行营","3","3","6"
"节度行营事","3","3","6"
"节度使杨志","3","3","6"
"诸军行营兵","3","3","6"
"吏部侍郎卢","3","3","6"
"右谏议大夫","3","3","6"
"军节度使吴","3","3","6"
"节度使吴少","3","3","6"
"行军司马刘","3","3","6"
"节度使乌重","3","3","6"
"度使乌重胤","3","3","6"
"右神策军护","3","3","6"
"节度使杨守","3","3","6"
"北面招讨使","3","3","6"
"防御使赫连","3","3","6"
"凤翔陇右节","3","3","6"
"翔陇右节度","3","3","6"
"节度使李茂","3","3","6"
"保大军节度","3","3","6"
"大军节度使","3","3","6"
"诸道行营都","3","3","6"
"道行营都统","3","3","6"
"节度使李继","3","3","6"
"实封三百户","3","3","6"
"骠骑大将军","3","3","6"
"迁黄门侍郎","6","0","6"
"侍郎高孝基","3","3","6"
"渭北道行军","3","3","6"
"文学馆学士","3","3","6"
"赠礼部尚书","4","2","6"
"考功员外郎","3","3","6"
"右羽林将军","3","3","6"
"兵部员外郎","3","3","6"
"京城南郊举","0","6","6"
"城南郊举行","0","6","6"
"南郊举行祭","0","6","6"
"郊举行祭天","0","6","6"
"行祭天大典","0","6","6"
"之间出现彗","0","6","6"
"武后因旱灾","0","6","6"
"所需之物的","0","6","6"
"星间出现彗","0","6","6"
"任辽东道行","0","6","6"
"为同中书门","0","6","6"
"任工部尚书","0","6","6"
"安禄山攻破","0","6","6"
"杀其节度使","0","6","6"
"任礼部侍郎","0","6","6"
"尊号为开元","0","6","6"
"为开府仪同","0","6","6"
"突厥侵犯边","0","6","6"
"二年正月二","0","6","6"
"四年正月二","0","6","6"
"判流放罪以","0","6","6"
"九月十五日","0","6","6"
"九月十九日","0","6","6"
"七月二十一","0","6","6"
"百岁以上老","0","6","6"
"十月十八日","0","6","6"
"姓聚饮三天","0","6","6"
"十二月十七","0","6","6"
"年正月十三","0","6","6"
"正月十三日","0","6","6"
"宗封其弟李","0","6","6"
"一月二十一","0","6","6"
"三月十一日","0","6","6"
"的死罪囚犯","0","6","6"
"十二月十一","0","6","6"
"太子李承乾","0","6","6"
"三月二十三","0","6","6"
"五品以上的","0","6","6"
"令皇太子李","0","6","6"
"代理中书令","0","6","6"
"废黜为平民","0","6","6"
"所经过地方","0","6","6"
"年正月初八","0","6","6"
"六月十五日","0","6","6"
"契絆何力任","0","6","6"
"下的罪犯免","0","6","6"
"十一月初二","0","6","6"
"其父以下者","0","6","6"
"行躬践蚕事","0","6","6"
"州海潮泛滥","0","6","6"
"宗自东都返","0","6","6"
"年正月十一","0","6","6"
"正月十一日","0","6","6"
"七月十九日","0","6","6"
"高宗去九成","0","6","6"
"八月二十一","0","6","6"
"十月十二日","0","6","6"
"十一月十二","0","6","6"
"一月十二日","0","6","6"
"八月十五日","0","6","6"
"五月十八日","0","6","6"
"赐准聚饮七","0","6","6"
"准聚饮七日","0","6","6"
"姓聚饮五日","0","6","6"
"其父之下者","0","6","6"
"宋王李成器","0","6","6"
"以下刑罚的","0","6","6"
"安禄山反叛","0","6","6"
"安禄山部将","0","6","6"
"安庆绪部将","0","6","6"
"史朝义部将","0","6","6"
"有流星陨落","0","6","6"
"流星陨落在","0","6","6"
"军节度使朱","0","6","6"
"驱逐其观察","0","6","6"
"逐其观察使","0","6","6"
"其节度使李","0","6","6"
"打败王廷凑","0","6","6"
"宣宗封其子","0","6","6"
"伏法被处死","0","6","6"
"宗即位之后","0","6","6"
"建立纪元年","0","6","6"
"立纪元年号","0","6","6"
"纪元年号为","0","6","6"
"条可攻之处","0","6","6"
"神农本草经","0","6","6"
"骁卫将军李","2","3","5"
"检校凉州都","3","2","5"
"校凉州都督","3","2","5"
"府仓曹参军","3","2","5"
"右羽林军大","3","2","5"
"羽林军大将","3","2","5"
"林军大将军","3","2","5"
"道节度使严","2","3","5"
"户部侍郎杜","3","2","5"
"十一月甲子","4","1","5"
"叛附杨行密","5","0","5"
"范阳节度使","2","3","5"
"左羽林卫大","3","2","5"
"十二月丙辰","5","0","5"
"道大孝皇帝","3","2","5"
"十二月癸未","5","0","5"
"二年正月丁","5","0","5"
"二年正月甲","5","0","5"
"年正月甲子","5","0","5"
"左屯卫将军","2","3","5"
"夏县人吕崇","2","3","5"
"县人吕崇茂","2","3","5"
"淮安王神通","4","1","5"
"宫女五百人","2","3","5"
"年正月辛巳","5","0","5"
"十一月辛卯","5","0","5"
"左武候大将","5","0","5"
"赐文武官勋","5","0","5"
"元年正月乙","5","0","5"
"年正月丁卯","5","0","5"
"赐民八十上","5","0","5"
"十二月辛未","5","0","5"
"年正月戊子","5","0","5"
"十一月己巳","5","0","5"
"年正月戊辰","5","0","5"
"十一月己卯","5","0","5"
"十一月戊寅","5","0","5"
"大将军契苾","5","0","5"
"将军契苾何","5","0","5"
"军契苾何力","5","0","5"
"卫大将军程","3","2","5"
"上玄元皇帝","3","2","5"
"十一月丁亥","5","0","5"
"皇太后临朝","4","1","5"
"庐陵王房州","5","0","5"
"相王府长史","3","2","5"
"神龙元年正","3","2","5"
"宫女三千人","2","3","5"
"马都尉王同","2","3","5"
"都尉王同皎","2","3","5"
"官子父后者","5","0","5"
"十二月丁未","5","0","5"
"书门下虑囚","5","0","5"
"十一月庚午","5","0","5"
"陇右节度副","2","3","5"
"玄元皇帝降","3","2","5"
"范阳节度副","3","2","5"
"平卢节度使","2","3","5"
"邠宁节度使","5","0","5"
"降京师死罪","5","0","5"
"大历十四年","2","3","5"
"夏绥银节度","5","0","5"
"湖南观察使","2","3","5"
"皇太后郭氏","1","4","5"
"州卢龙军将","2","3","5"
"京兆万年人","4","1","5"
"贞观十七年","1","4","5"
"赠吏部尚书","3","2","5"
"弘文馆学士","2","3","5"
"赠荆州大都","3","2","5"
"州司仓参军","2","3","5"
"尚书右丞相","3","2","5"
"中丞宇文融","2","3","5"
"开元十三年","1","4","5"
"高祖讯察囚","0","5","5"
"祖讯察囚犯","0","5","5"
"讯察囚犯的","0","5","5"
"星之间出现","0","5","5"
"拘禁劳役的","0","5","5"
"需之物的各","0","5","5"
"宗灵柩前登","0","5","5"
"房玄龄等人","0","5","5"
"这是不行的","0","5","5"
"是不行的原","0","5","5"
"不行的原因","0","5","5"
"行的原因之","0","5","5"
"任检校中书","0","5","5"
"为中书舍人","0","5","5"
"被立为皇太","0","5","5"
"担任同中书","0","5","5"
"依附杨行密","0","5","5"
"群臣给玄宗","0","5","5"
"敬献尊号为","0","5","5"
"献尊号为开","0","5","5"
"打败李希烈","0","5","5"
"五月十九日","0","5","5"
"在太极殿登","0","5","5"
"七月十三日","0","5","5"
"任太子右庶","0","5","5"
"阿史那伏念","0","5","5"
"成为皇太子","0","5","5"
"王李世民任","0","5","5"
"一月十一日","0","5","5"
"州返回京城","0","5","5"
"王李世民在","0","5","5"
"讨伐王世充","0","5","5"
"九月十三日","0","5","5"
"罪以下的罪","0","5","5"
"任河北道行","0","5","5"
"厥侵犯边境","0","5","5"
"打败突厥军","0","5","5"
"施行部分赦","0","5","5"
"行部分赦免","0","5","5"
"四月二十三","0","5","5"
"太上皇李渊","0","5","5"
"左武侯大将","0","5","5"
"与突厥军在","0","5","5"
"文武官员勋","0","5","5"
"十二月初四","0","5","5"
"十二月十四","0","5","5"
"七月十七日","0","5","5"
"三月十四日","0","5","5"
"一年正月初","0","5","5"
"赐给高龄老","0","5","5"
"给高龄老人","0","5","5"
"三月二十二","0","5","5"
"诏令五品以","0","5","5"
"令五品以上","0","5","5"
"十一月十三","0","5","5"
"一月十三日","0","5","5"
"天区出现彗","0","5","5"
"区出现彗星","0","5","5"
"在凌烟阁上","0","5","5"
"征讨高丽国","0","5","5"
"大将军契絆","0","5","5"
"将军契絆何","0","5","5"
"军契絆何力","0","5","5"
"给八十岁以","0","5","5"
"宗封儿子李","0","5","5"
"三月二十四","0","5","5"
"年二月初二","0","5","5"
"宗避离正殿","0","5","5"
"罪以下犯人","0","5","5"
"与高丽军在","0","5","5"
"废为平民的","0","5","5"
"太子李弘代","0","5","5"
"赐予臣民聚","0","5","5"
"予臣民聚饮","0","5","5"
"加同东西台","0","5","5"
"十二月十八","0","5","5"
"高宗自九成","0","5","5"
"宗自九成宫","0","5","5"
"举行躬践蚕","0","5","5"
"六月二十八","0","5","5"
"十月十三日","0","5","5"
"四月十一日","0","5","5"
"元二年正月","0","5","5"
"九品以上官","0","5","5"
"十月十四日","0","5","5"
"二月十六日","0","5","5"
"十月二十三","0","5","5"
"赐许聚饮三","0","5","5"
"许聚饮三日","0","5","5"
"宗加尊号为","0","5","5"
"中宗与韦后","0","5","5"
"为申州刺史","0","5","5"
"随行侍从官","0","5","5"
"官位在其父","0","5","5"
