"N-gram","新唐书","新唐书翻译","Total"
"右骁卫大将军契苾何","2","0","2"
"赐五品上子父后者勋","2","0","2"
"凉州都督长史赵持满","1","1","2"
"左骁卫大将军苏定方","1","1","2"
"左武卫大将军苏定方","1","1","2"
"定襄都督阿史德枢宾","1","1","2"
"左武卫大将军郑仁泰","1","1","2"
"萧嗣业扶余道行军总","2","0","2"
"嗣业扶余道行军总管","2","0","2"
"冀州都督长史刘伯英","1","1","2"
"右威卫大将军薛仁贵","1","1","2"
"左监门卫中郎将令狐","1","1","2"
"监门卫中郎将令狐智","1","1","2"
"门卫中郎将令狐智通","1","1","2"
"左卫大将军刘审礼等","1","1","2"
"卫大将军刘审礼等十","1","1","2"
"大将军刘审礼等十二","1","1","2"
"大都护府长史萧嗣业","1","1","2"
"裴行俭定襄道行军大","2","0","2"
"行俭定襄道行军大总","2","0","2"
"俭定襄道行军大总管","2","0","2"
"定襄道副总管曹怀舜","1","1","2"
"秘书员外少监郭正一","1","1","2"
"将军程务挺单道安抚","2","0","2"
"军程务挺单道安抚大","2","0","2"
"程务挺单道安抚大使","2","0","2"
"玉清观道士太中大夫","1","1","2"
"清观道士太中大夫王","1","1","2"
"观道士太中大夫王远","1","1","2"
"道士太中大夫王远知","1","1","2"
"左武卫大将军程务挺","1","1","2"
"左威卫大将军程务挺","1","1","2"
"左玉钤卫大将军梁郡","1","1","2"
"玉钤卫大将军梁郡公","1","1","2"
"左金吾卫大将军李知","1","1","2"
"金吾卫大将军李知十","1","1","2"
"左鹰扬卫大将军黑齿","1","1","2"
"鹰扬卫大将军黑齿常","1","1","2"
"右监门卫将军苏孝祥","1","1","2"
"燕然道行军大总管黑","1","1","2"
"然道行军大总管黑齿","1","1","2"
"道行军大总管黑齿常","1","1","2"
"右监门卫中郎将爨宝","1","1","2"
"监门卫中郎将爨宝璧","1","1","2"
"杀太子通事舍人郝象","1","1","2"
"太子通事舍人郝象贤","1","1","2"
"左金吾卫大将军丘神","1","1","2"
"左豹韬卫将军卫蒲山","1","1","2"
"左肃政台御史大夫格","1","1","2"
"肃政台御史大夫格辅","1","1","2"
"政台御史大夫格辅元","1","1","2"
"杀右卫大将军泉献诚","1","1","2"
"检校地官侍郎李元素","1","1","2"
"武威道行军总管王孝","1","1","2"
"威道行军总管王孝杰","1","1","2"
"官侍郎陆元方鸾台侍","2","0","2"
"侍郎陆元方鸾台侍郎","2","0","2"
"右鹰扬卫大将军李多","1","1","2"
"鹰扬卫大将军李多祚","1","1","2"
"武威道大总管王孝杰","1","1","2"
"加号越古金轮圣神皇","1","1","2"
"号越古金轮圣神皇帝","1","1","2"
"肃政台御史大夫杨思","2","0","2"
"右肃政台御史中丞周","1","1","2"
"肃政台御史中丞周允","1","1","2"
"政台御史中丞周允元","1","1","2"
"慈氏越古金轮圣神皇","1","1","2"
"氏越古金轮圣神皇帝","1","1","2"
"检校夏官侍郎孙元亨","1","1","2"
"左鹰扬卫将军曹仁师","1","1","2"
"右金吾卫大将军张玄","1","1","2"
"金吾卫大将军张玄遇","1","1","2"
"左威卫大将军李多祚","1","1","2"
"前益州大都督府长史","1","1","2"
"益州大都督府长史王","1","1","2"
"右金吾卫大将军武懿","1","1","2"
"金吾卫大将军武懿宗","1","1","2"
"右豹韬卫将军何迦密","1","1","2"
"清边道行军副大总管","1","1","2"
"右武卫将军沙吒忠义","1","1","2"
"宗楚客同凤阁鸾台平","2","0","2"
"楚客同凤阁鸾台平章","2","0","2"
"客同凤阁鸾台平章事","2","0","2"
"左豹韬卫将军阎知微","1","1","2"
"李峤同凤阁鸾台平章","2","0","2"
"峤同凤阁鸾台平章事","2","0","2"
"左肃政台御史中丞吉","1","1","2"
"肃政台御史中丞吉顼","1","1","2"
"检校右肃政台御史中","1","1","2"
"校右肃政台御史中丞","1","1","2"
"右肃政台御史中丞魏","1","1","2"
"肃政台御史中丞魏元","1","1","2"
"政台御史中丞魏元忠","1","1","2"
"陇右诸军州大使唐休","1","1","2"
"检校左羽林卫将军桓","1","1","2"
"校左羽林卫将军桓彦","1","1","2"
"左羽林卫将军桓彦范","1","1","2"
"右羽林卫将军杨元琰","1","1","2"
"左骁卫大将军裴思谅","1","1","2"
"李峤同中书门下三品","2","0","2"
"灵武军大总管沙吒忠","1","1","2"
"武军大总管沙吒忠义","1","1","2"
"杀习艺馆内教苏安恒","1","1","2"
"朔方道行军大总管张","1","1","2"
"方道行军大总管张仁","1","1","2"
"杀许州司兵参军燕钦","1","1","2"
"许州司兵参军燕钦融","1","1","2"
"左御史台大夫窦怀贞","1","1","2"
"右羽林军大将军薛讷","1","1","2"
"朔方道行军大总管王","1","1","2"
"州大都督府长史张嘉","1","1","2"
"大都督府长史张嘉贞","1","1","2"
"天兵军节度大使张说","1","1","2"
"河西节度副大使崔希","1","1","2"
"西节度副大使崔希逸","1","1","2"
"潮州刺史陈思挺谋反","1","1","2"
"朔方军节度使王忠嗣","1","1","2"
"契丹松漠都督李怀节","1","1","2"
"臣上尊号曰开元天地","2","0","2"
"上尊号曰开元天地大","2","0","2"
"尊号曰开元天地大宝","2","0","2"
"号曰开元天地大宝圣","2","0","2"
"曰开元天地大宝圣文","2","0","2"
"天地大宝圣文神武应","1","1","2"
"地大宝圣文神武应道","1","1","2"
"大宝圣文神武应道皇","1","1","2"
"安西四镇节度使高仙","1","1","2"
"西四镇节度使高仙芝","1","1","2"
"李林甫安北副大都护","1","1","2"
"天地大宝圣文神武证","1","1","2"
"地大宝圣文神武证道","1","1","2"
"大宝圣文神武证道孝","1","1","2"
"宝圣文神武证道孝德","1","1","2"
"圣文神武证道孝德皇","1","1","2"
"文神武证道孝德皇帝","1","1","2"
"朔方军节度副使李光","1","1","2"
"方军节度副使李光弼","1","1","2"
"北海郡太守贺兰进明","1","1","2"
"左龙武大将军陈玄礼","1","1","2"
"龙武大将军陈玄礼杀","1","1","2"
"御史大夫李朝隐等八","1","1","2"
"朔方留后支度副使杜","1","1","2"
"方留后支度副使杜鸿","1","1","2"
"留后支度副使杜鸿渐","1","1","2"
"六城水陆运使魏少游","1","1","2"
"河西行军司马裴冕迎","1","1","2"
"防御蒲潼两关兵马元","1","1","2"
"御蒲潼两关兵马元帅","1","1","2"
"河西兵马使孟庭伦杀","1","1","2"
"左金吾卫将军南霁云","1","1","2"
"北庭行营兵马使李嗣","1","1","2"
"庭行营兵马使李嗣业","1","1","2"
"河南都知兵马使嗣吴","1","1","2"
"南都知兵马使嗣吴王","1","1","2"
"光天文武大圣孝感皇","1","1","2"
"天文武大圣孝感皇帝","1","1","2"
"范阳节度副使乌承恩","1","1","2"
"阳节度副使乌承恩反","1","1","2"
"招讨党项使王仲升杀","1","1","2"
"大圣光天文武孝感皇","1","1","2"
"圣光天文武孝感皇帝","1","1","2"
"河南等道诸节度防御","1","1","2"
"南等道诸节度防御兵","1","1","2"
"等道诸节度防御兵马","1","1","2"
"道诸节度防御兵马元","1","1","2"
"诸节度防御兵马元帅","1","1","2"
"山南东道处置兵马使","1","1","2"
"神策军节度使卫伯玉","1","1","2"
"剑南东川节度兵马使","1","1","2"
"南东川节度兵马使段","1","1","2"
"东川节度兵马使段子","1","1","2"
"川节度兵马使段子璋","1","1","2"
"节度兵马使段子璋反","1","1","2"
"平卢军节度使侯希逸","1","1","2"
"北庭行营节度使李嗣","1","1","2"
"庭行营节度使李嗣业","1","1","2"
"关内行营节度使王思","1","1","2"
"内行营节度使王思礼","1","1","2"
"杀山南东道节度使裴","1","1","2"
"剑南西川兵马使徐知","1","1","2"
"南西川兵马使徐知道","1","1","2"
"西川兵马使徐知道反","1","1","2"
"朔方行营节度使仆固","1","1","2"
"方行营节度使仆固怀","1","1","2"
"行营节度使仆固怀恩","1","1","2"
"山南东道兵马使梁崇","1","1","2"
"南东道兵马使梁崇义","1","1","2"
"宝应元圣文武孝皇帝","1","1","2"
"渭北行营兵马使吕日","1","1","2"
"北行营兵马使吕日将","1","1","2"
"广州市舶使吕太一反","1","1","2"
"朔方军节度留后浑释","1","1","2"
"山南东道节度行营事","1","1","2"
"剑南东川节度使张献","1","1","2"
"南东川节度使张献诚","1","1","2"
"朔方军节度留后常谦","1","1","2"
"方军节度留后常谦光","1","1","2"
"成都府司录参军事李","1","1","2"
"都府司录参军事李少","1","1","2"
"府司录参军事李少良","1","1","2"
"昭义军兵马使裴志清","1","1","2"
"剑南西川节度使崔宁","1","1","2"
"幽州卢龙军节度使硃","2","0","2"
"州卢龙军节度使硃滔","2","0","2"
"淮宁军节度使李希烈","1","1","2"
"平卢军节度使李正己","1","1","2"
"成德军节度使张孝忠","1","1","2"
"昭义军节度副使卢玄","1","1","2"
"义军节度副使卢玄卿","1","1","2"
"朔方军节度使李怀光","1","1","2"
"方军节度使李怀光讨","1","1","2"
"汝行营节度使哥舒曜","1","1","2"
"行营节度使哥舒曜讨","1","1","2"
"神策军行营兵马使刘","1","1","2"
"策军行营兵马使刘德","1","1","2"
"军行营兵马使刘德信","1","1","2"
"沔鄂节度诸军行营兵","1","1","2"
"鄂节度诸军行营兵马","1","1","2"
"节度诸军行营兵马都","1","1","2"
"度诸军行营兵马都元","1","1","2"
"诸军行营兵马都元帅","1","1","2"
"泾原节度使姚令言反","1","1","2"
"宣武军兵马使高翼死","1","1","2"
"杀泾原节度都虞候何","1","1","2"
"泾原节度都虞候何明","1","1","2"
"原节度都虞候何明礼","1","1","2"
"灵盐节度留后杜希全","1","1","2"
"神策军兵马使阳惠元","1","1","2"
"奉天行营兵马副元帅","1","1","2"
"李怀光杀宣慰使孔巢","1","1","2"
"怀光杀宣慰使孔巢父","1","1","2"
"北庭行营兵马副元帅","1","1","2"
"隰诸军行营兵马副元","1","1","2"
"陕虢诸军行营兵马副","1","1","2"
"虢诸军行营兵马副元","1","1","2"
"朔方行营兵马副元帅","1","1","2"
"李希烈杀宣慰使颜真","1","1","2"
"希烈杀宣慰使颜真卿","1","1","2"
"州卢龙军节度使刘怦","1","1","2"
"山南东道节度使樊泽","1","1","2"
"宣武军节度使刘玄佐","1","1","2"
"昭义军节度留后王虔","1","1","2"
"义军节度留后王虔休","1","1","2"
"宣武军节度使李万荣","1","1","2"
"节度行军司马陆长源","1","1","2"
"义军节度使吴少诚反","1","1","2"
"宣武军节度使刘全谅","1","1","2"
"蔡州行营招讨处置使","1","1","2"
"成德军节度使王武俊","1","1","2"
"横海军节度使程怀信","1","1","2"
"皇太子权句军国政事","2","0","2"
"左金吾卫大将军袁滋","1","1","2"
"银节度留后杨惠琳反","1","1","2"
"平卢军节度使李师古","1","1","2"
"诸道行营兵马招讨使","1","1","2"
"道行营兵马招讨使讨","1","1","2"
"镇海军兵马使张子良","1","1","2"
"剑南西川节度使高崇","1","1","2"
"南西川节度使高崇文","1","1","2"
"成德军节度使王士真","1","1","2"
"成德军节度使王承宗","1","1","2"
"德军节度使王承宗反","1","1","2"
"保信军节度使薛昌朝","1","1","2"
"左神策军护军中尉吐","1","1","2"
"神策军护军中尉吐突","1","1","2"
"策军护军中尉吐突承","1","1","2"
"军护军中尉吐突承璀","1","1","2"
"镇州行营兵马招讨处","1","1","2"
"州行营兵马招讨处置","1","1","2"
"行营兵马招讨处置使","1","1","2"
"左神策军大将军郦定","1","1","2"
"神策军大将军郦定进","1","1","2"
"义武军节度使张茂昭","1","1","2"
"义武军都虞候杨伯玉","1","1","2"
"武军都虞候杨伯玉反","1","1","2"
"义武军兵马使张佐元","1","1","2"
"武军兵马使张佐元反","1","1","2"
"剑南西川节度使武元","1","1","2"
"南西川节度使武元衡","1","1","2"
"剑南东川节度使潘孟","1","1","2"
"南东川节度使潘孟阳","1","1","2"
"东川节度使潘孟阳讨","1","1","2"
"湖南观察使柳公绰讨","1","1","2"
"彰义军节度使吴少阳","1","1","2"
"山南东道节度使严绶","1","1","2"
"忠武军都知兵马使李","1","1","2"
"武军都知兵马使李光","1","1","2"
"军都知兵马使李光颜","1","1","2"
"河阳节度使乌重胤讨","1","1","2"
"武宁军都押衙王智兴","1","1","2"
"州卢龙军节度使刘总","1","1","2"
"昭义军节度使郗士美","1","1","2"
"诸道盐铁转运使程异","1","1","2"
"圣文神武法天应道皇","1","1","2"
"文神武法天应道皇帝","1","1","2"
"左神策军中尉吐突承","1","1","2"
"神策军中尉吐突承璀","1","1","2"
"中书舍人翰林学士段","1","1","2"
"书舍人翰林学士段文","1","1","2"
"舍人翰林学士段文昌","1","1","2"
"容管经略留后严公素","1","1","2"
"右神策军中尉梁守谦","1","1","2"
"幽州卢龙军都知兵马","1","1","2"
"州卢龙军都知兵马使","1","1","2"
"成德军大将王廷凑杀","1","1","2"
"昭义军节度使刘悟囚","1","1","2"
"武宁军节度副使王智","1","1","2"
"宁军节度副使王智兴","1","1","2"
"成德军节度使牛元翼","1","1","2"
"宰相李逢吉请立景王","1","1","2"
"幽州卢龙军兵马使李","1","1","2"
"州卢龙军兵马使李载","1","1","2"
"卢龙军兵马使李载义","1","1","2"
"龙军兵马使李载义杀","1","1","2"
"海军节度使乌重胤讨","1","1","2"
"横海军节度使李寰讨","1","1","2"
"义武军节度使柳公济","1","1","2"
"州卢龙军节度使李载","1","1","2"
"卢龙军节度使李载义","1","1","2"
"魏博行营兵马使丌志","1","1","2"
"博行营兵马使丌志沼","1","1","2"
"行营兵马使丌志沼反","1","1","2"
"诸道行营西川都知兵","1","1","2"
"道行营西川都知兵马","1","1","2"
