"N-gram","魏书","魏书翻译","Total"
"秦二州行事夏侯道迁","2","2","4"
"库莫奚诸国遣使朝献","4","0","4"
"尚书左仆射慕容绍宗","2","2","4"
"征西大将军长孙道生","2","2","4"
"被任命为通直散骑常","0","4","4"
"任命为通直散骑常侍","0","4","4"
"司马德宗的将领刘裕","0","4","4"
"吐谷浑国派来使者朝","0","4","4"
"谷浑国派来使者朝贡","0","4","4"
"吐谷浑两国派使臣入","0","4","4"
"谷浑两国派使臣入朝","0","4","4"
"派兼职员外散骑常侍","0","4","4"
"而无子等生活上无法","0","4","4"
"无子等生活上无法自","0","4","4"
"子等生活上无法自立","0","4","4"
"等生活上无法自立的","0","4","4"
"生活上无法自立的人","0","4","4"
"慕容垂派遣使者入朝","0","4","4"
"容垂派遣使者入朝贡","0","4","4"
"垂派遣使者入朝贡奉","0","4","4"
"率领步兵骑兵二万人","0","4","4"
"丽国派使者前来朝贡","0","4","4"
"丽国派使者前来朝拜","0","4","4"
"刘派使者前来朝拜纳","0","4","4"
"高丽国派遣使者入朝","0","4","4"
"丽国派遣使者入朝贡","0","4","4"
"蠕蠕国都派遣使者入","0","4","4"
"蠕国都派遣使者入朝","0","4","4"
"赫连昌的弟弟赫连定","0","4","4"
"参与军队国家大事的","0","4","4"
"与军队国家大事的谋","0","4","4"
"诏员外散骑常侍李彪","3","0","3"
"萧宝卷遣太尉陈显达","3","0","3"
"遣长风戍主奇道显攻","2","1","3"
"都督扬徐二道诸军事","2","1","3"
"都督冀定瀛三州诸军","2","1","3"
"督冀定瀛三州诸军事","2","1","3"
"萧宝卷豫州刺史裴叔","3","0","3"
"宝卷豫州刺史裴叔业","3","0","3"
"卷豫州刺史裴叔业寿","3","0","3"
"豫州刺史裴叔业寿春","3","0","3"
"都督冀沧二州诸军事","2","1","3"
"依安城王叔孙俊故事","3","0","3"
"李元德东郡太守申谟","3","0","3"
"扬州小岘戍主党法宗","2","1","3"
"扬州刺史薛真度大破","2","1","3"
"统军毕祖朽攻克蒙山","1","2","3"
"青冀二州刺史张稷首","3","0","3"
"衍宁州刺史任太洪率","2","1","3"
"衍遣北梁州长史锡休","3","0","3"
"遣北梁州长史锡休儒","3","0","3"
"镇人破六韩拔陵反叛","1","2","3"
"都督河北畿外诸军事","2","1","3"
"都督定殷二州诸军事","2","1","3"
"都督雍秦二州诸军事","2","1","3"
"员外散骑常侍许赤虎","2","1","3"
"东益州刺史魏子建遣","3","0","3"
"益州刺史魏子建遣将","3","0","3"
"员外散骑常侍游明根","2","1","3"
"徐州刺史永昌县开国","1","2","3"
"州刺史永昌县开国侯","1","2","3"
"刺史永昌县开国侯陈","1","2","3"
"史永昌县开国侯陈虎","1","2","3"
"祁阳县开国男赵景悦","1","2","3"
"阳县开国男赵景悦等","1","2","3"
"县开国男赵景悦等十","1","2","3"
"南大将军慕容白曜督","1","2","3"
"都督冀相殷三州诸军","2","1","3"
"督冀相殷三州诸军事","2","1","3"
"都督豫洛二州河内诸","2","1","3"
"督豫洛二州河内诸军","2","1","3"
"豫洛二州河内诸军事","2","1","3"
"明日月辰宿交会相生","1","2","3"
"免征三年的田租赋税","0","3","3"
"诏让员外散骑常侍李","0","3","3"
"等国各派使者前来朝","0","3","3"
"下诏任命齐献武王为","0","3","3"
"萧衍的徐州刺史昌义","0","3","3"
"衍的徐州刺史昌义之","0","3","3"
"萧宝卷的豫州刺史裴","0","3","3"
"宝卷的豫州刺史裴叔","0","3","3"
"卷的豫州刺史裴叔业","0","3","3"
"年轻时有父亲的风范","0","3","3"
"高丽国派来使者朝贡","0","3","3"
"蠕蠕国派使者来朝贡","0","3","3"
"谷浑国派使臣入朝进","0","3","3"
"浑国派使臣入朝进贡","0","3","3"
"十岁以上的老人赐给","0","3","3"
"岁以上的老人赐给爵","0","3","3"
"以上的老人赐给爵位","0","3","3"
"授予名誉县令的官衔","0","3","3"
"年纪在百岁以上的老","0","3","3"
"纪在百岁以上的老人","0","3","3"
"文武等科目的应征者","0","3","3"
"兴派遣使者前来聘问","0","3","3"
"浑国派使者前来朝献","0","3","3"
"高昌国派使者前来朝","0","3","3"
"等国派使者前来朝献","0","3","3"
"契丹国派使者前来朝","0","3","3"
"浑国派使者前来朝拜","0","3","3"
"派使者前来请求投降","0","3","3"
"勿吉国派使者前来朝","0","3","3"
"东益州刺史魏子建派","0","3","3"
"伏罗国派使者前来朝","0","3","3"
"蠕国派使者前来朝贡","0","3","3"
"国派遣使者入朝献纳","0","3","3"
"刘骏派遣使者入朝贡","0","3","3"
"骏派遣使者入朝贡奉","0","3","3"
"罗等国派使者前来朝","0","3","3"
"任命开府仪同三司高","0","3","3"
"吐谷浑国都派遣使者","0","3","3"
"谷浑国都派遣使者入","0","3","3"
"浑国都派遣使者入朝","0","3","3"
"下诏命员外散骑常侍","0","3","3"
"各国各派使者前来朝","0","3","3"
"军队国家大事的谋划","0","3","3"
"攻打蠕蠕的别部头领","0","3","3"
"回头对侍奉的臣属说","0","3","3"
"阳椒房生汝阴灵王天","1","1","2"
"屯骑校尉史文渊等军","1","1","2"
"骑校尉史文渊等军主","1","1","2"
"平北府谘议参军伏粲","1","1","2"
"都督东秦豳夏三州诸","1","1","2"
"督东秦豳夏三州诸军","1","1","2"
"东秦豳夏三州诸军事","1","1","2"
"都督沧瀛冀三州诸军","1","1","2"
"督沧瀛冀三州诸军事","1","1","2"
"都督定瀛幽三州诸军","1","1","2"
"督定瀛幽三州诸军事","1","1","2"
"时中书博士张天龙讲","1","1","2"
"徐州刺史元法僧叛入","1","1","2"
"州刺史元法僧叛入萧","1","1","2"
"刺史元法僧叛入萧衍","1","1","2"
"潘贵人生彭城武宣王","1","1","2"
"都督南豫郢东荆三州","1","1","2"
"督南豫郢东荆三州诸","1","1","2"
"南豫郢东荆三州诸军","1","1","2"
"豫郢东荆三州诸军事","1","1","2"
"都督冀定相殷四州诸","1","1","2"
"督冀定相殷四州诸军","1","1","2"
"冀定相殷四州诸军事","1","1","2"
"都督定相殷三州诸军","1","1","2"
"督定相殷三州诸军事","1","1","2"
"都督冀定瀛沧幽五州","1","1","2"
"督冀定瀛沧幽五州诸","1","1","2"
"冀定瀛沧幽五州诸军","1","1","2"
"定瀛沧幽五州诸军事","1","1","2"
"都督定冀瀛殷四州诸","1","1","2"
"督定冀瀛殷四州诸军","1","1","2"
"定冀瀛殷四州诸军事","1","1","2"
"齐文襄王大将军府记","1","1","2"
"文襄王大将军府记室","1","1","2"
"襄王大将军府记室参","1","1","2"
"王大将军府记室参军","1","1","2"
"都督荆司雍秦梁益宁","1","1","2"
"督荆司雍秦梁益宁江","1","1","2"
"荆司雍秦梁益宁江八","1","1","2"
"司雍秦梁益宁江八州","1","1","2"
"衍梁州刺史平阳县开","2","0","2"
"昌县开国侯陈虎牙降","2","0","2"
"萧宝卷将裴叔业率众","1","1","2"
"宝卷将裴叔业率众围","1","1","2"
"南秀容牧子万子乞真","1","1","2"
"秀容牧子万子乞真反","1","1","2"
"容牧子万子乞真反叛","1","1","2"
"尚书左丞元孚慰劳蠕","1","1","2"
"书左丞元孚慰劳蠕蠕","1","1","2"
"尚书郎公孙阿六头使","2","0","2"
"书郎公孙阿六头使萧","2","0","2"
"郎公孙阿六头使萧赜","2","0","2"
"司马德宗齐郡太守王","2","0","2"
"马德宗齐郡太守王懿","2","0","2"
"德宗齐郡太守王懿降","2","0","2"
"安定郡开国公胡国珍","1","1","2"
"都督雍泾岐华东秦豳","1","1","2"
"督雍泾岐华东秦豳六","1","1","2"
"雍泾岐华东秦豳六州","1","1","2"
"泾岐华东秦豳六州诸","1","1","2"
"岐华东秦豳六州诸军","1","1","2"
"华东秦豳六州诸军事","1","1","2"
"蠕蠕后主郁久闾侯匿","1","1","2"
"蠕后主郁久闾侯匿伐","1","1","2"
"沃野镇人破落汗拔陵","1","1","2"
"野镇人破落汗拔陵聚","1","1","2"
"镇人破落汗拔陵聚众","1","1","2"
"人破落汗拔陵聚众反","2","0","2"
"复仪同三司李崇官爵","1","1","2"
"诏左光禄大夫长孙稚","1","1","2"
"高祖孝文皇帝第二子","1","1","2"
"广宗郡开国公朱天光","2","0","2"
"云朔显汾蔚九州诸军","1","1","2"
"朔显汾蔚九州诸军事","1","1","2"
"前东荆州刺史元显恭","1","1","2"
"司徒公长孙稚太尉公","2","0","2"
"平阳郡开国公齐献武","1","1","2"
"阳郡开国公齐献武王","1","1","2"
"郡开国公齐献武王封","1","1","2"
"肆州鲁郡王后军府录","1","1","2"
"州鲁郡王后军府录事","1","1","2"
"鲁郡王后军府录事参","1","1","2"
"郡王后军府录事参军","1","1","2"
"金紫光禄大夫库狄干","1","1","2"
"前御史中尉樊子鹄复","1","1","2"
"都督河渭部三州诸军","1","1","2"
"督河渭部三州诸军事","1","1","2"
"前南岐州刺史司马子","1","1","2"
"中军大都督斛律沙门","1","1","2"
"开府仪同三司潘相乐","1","1","2"
"齐天保元年五月己未","1","1","2"
"都督荆梁益宁四州诸","1","1","2"
"督荆梁益宁四州诸军","1","1","2"
"荆梁益宁四州诸军事","1","1","2"
"中书侍郎胡方回等改","1","1","2"
"书侍郎胡方回等改定","1","1","2"
"侍郎胡方回等改定律","1","1","2"
"郎胡方回等改定律制","1","1","2"
"都督梁益荆三州诸军","1","1","2"
"督梁益荆三州诸军事","1","1","2"
"遣治书侍御史李焕先","1","1","2"
"宝卷遣太尉陈显达入","2","0","2"
"卷遣太尉陈显达入寇","2","0","2"
"徐州刺史司马明素率","1","1","2"
"门下通事令史王才达","1","1","2"
"都督瀛冀二州诸军事","1","1","2"
"衍湘州刺史杨公率众","2","0","2"
"都督梁益宁三州诸军","1","1","2"
"督梁益宁三州诸军事","1","1","2"
"都督冀定瀛相幽五州","1","1","2"
"督冀定瀛相幽五州诸","1","1","2"
"冀定瀛相幽五州诸军","1","1","2"
"定瀛相幽五州诸军事","1","1","2"
"徐州刺史元法僧城南","2","0","2"
"州刺史元法僧城南叛","2","0","2"
"都督青胶光齐南青五","1","1","2"
"督青胶光齐南青五州","1","1","2"
"青胶光齐南青五州诸","1","1","2"
"胶光齐南青五州诸军","1","1","2"
"光齐南青五州诸军事","1","1","2"
"幽州安西府功曹参军","1","1","2"
"荡寇将军张龙祥等九","1","1","2"
"寇将军张龙祥等九家","1","1","2"
"通直散骑常侍李业兴","1","1","2"
"金紫光禄大夫张安期","1","1","2"
"都督青徐兗扬豫五州","1","1","2"
"督青徐兗扬豫五州诸","1","1","2"
"青徐兗扬豫五州诸军","1","1","2"
"徐兗扬豫五州诸军事","1","1","2"
"都督青齐光南青四州","1","1","2"
"督青齐光南青四州诸","1","1","2"
"青齐光南青四州诸军","1","1","2"
"齐光南青四州诸军事","1","1","2"
"都督华豳东秦诸军事","1","1","2"
"州刺史裴叔业寿春内","2","0","2"
"刺史裴叔业寿春内属","2","0","2"
"高车诸部望军降者数","2","0","2"
"车诸部望军降者数十","2","0","2"
"诸部望军降者数十万","2","0","2"
"兄秃鹿傀左右数百人","2","0","2"
"秃鹿傀左右数百人朝","2","0","2"
"公私驿马牛羊数十万","1","1","2"
"姨弟泾州刺史卢道裕","1","1","2"
"谨案尚书郎中臣裴献","1","1","2"
"案尚书郎中臣裴献伯","1","1","2"
"前秦州刺史吕受恩等","1","1","2"
"都督冀相沧瀛殷定六","1","1","2"
"督冀相沧瀛殷定六州","1","1","2"
"冀相沧瀛殷定六州诸","1","1","2"
"相沧瀛殷定六州诸军","1","1","2"
"沧瀛殷定六州诸军事","1","1","2"
"都督青徐光三州诸军","1","1","2"
"督青徐光三州诸军事","1","1","2"
"都督冀定相瀛沧五州","1","1","2"
"督冀定相瀛沧五州诸","1","1","2"
"冀定相瀛沧五州诸军","1","1","2"
"定相瀛沧五州诸军事","1","1","2"
"冀州刺史长孙道生等","1","1","2"
"司马德宗将刘裕伐姚","2","0","2"
"马德宗将刘裕伐姚泓","2","0","2"
"显祖将传位京兆王子","2","0","2"
"祖将传位京兆王子推","2","0","2"
"子恭所部都督史仵龙","1","1","2"
"丧礼一依安城王叔孙","2","0","2"
"礼一依安城王叔孙俊","2","0","2"
"一依安城王叔孙俊故","2","0","2"
"等督关中诸军散关西","2","0","2"
"督关中诸军散关西入","2","0","2"
"镇北将军封沓亡入蠕","2","0","2"
"北将军封沓亡入蠕蠕","2","0","2"
"刘义符青州刺史竺夔","1","1","2"
"遣中兵校郎杨定归白","1","1","2"
"中兵校郎杨定归白顺","1","1","2"
"都督定冀相殷四州诸","1","1","2"
"督定冀相殷四州诸军","1","1","2"
"定冀相殷四州诸军事","1","1","2"
"齐献武王大行台郎中","1","1","2"
"都督殷沧二州诸军事","1","1","2"
"齐献武王大丞相谘议","1","1","2"
"献武王大丞相谘议参","1","1","2"
"武王大丞相谘议参军","1","1","2"
"南荆州刺史桓叔兴驱","1","1","2"
"沮渠夫人生齐郡顺王","1","1","2"
"牧犍兄子万年率麾下","2","0","2"
"犍兄子万年率麾下降","2","0","2"
"凉州民三万余家京师","2","0","2"
"将作大匠望都公靳陵","1","1","2"
"遣司虞中郎将贾霸率","1","1","2"
"义阳公平率众四万侵","2","0","2"
"扬武将军雷重等将士","1","1","2"
"散骑常侍东武侯姚敞","1","1","2"
"北部主书郎公孙处显","1","1","2"
"信任尚书仆射王国宝","1","1","2"
"荆州刺史殷仲堪等率","1","1","2"
"州刺史殷仲堪等率军","1","1","2"
"征虏将军司马元显一","1","1","2"
"虏将军司马元显一军","1","1","2"
"光禄大夫武陵王司马","1","1","2"
"禄大夫武陵王司马遵","1","1","2"
"大夫武陵王司马遵授","1","1","2"
"梓潼二郡太守刘山阳","1","1","2"
"州小岘戍主党法宗袭","2","0","2"
"徐州长史潘伯怜屯军","1","1","2"
"州长史潘伯怜屯军淮","1","1","2"
"长史潘伯怜屯军淮陵","1","1","2"
"衍将姜庆真袭陷寿春","2","0","2"
"将姜庆真袭陷寿春外","2","0","2"
"姜庆真袭陷寿春外郭","2","0","2"
"开国男赵景悦等十将","2","0","2"
"元英破衍将王僧炳樊","2","0","2"
"英破衍将王僧炳樊城","2","0","2"
"军将军蔡灵恩等十余","2","0","2"
"将军蔡灵恩等十余将","2","0","2"
"义州刺史张宗遣使内","2","0","2"
"州刺史张宗遣使内附","2","0","2"
"衍梁秦二州行事夏侯","2","0","2"
"梁秦二州行事夏侯道","2","0","2"
"二州行事夏侯道迁汉","2","0","2"
"州行事夏侯道迁汉中","2","0","2"
"行事夏侯道迁汉中内","2","0","2"
"事夏侯道迁汉中内附","2","0","2"
"辅国将军范始男送京","2","0","2"
"国将军范始男送京师","2","0","2"
"斩秦梁二州刺史鲁方","2","0","2"
"秦梁二州刺史鲁方达","2","0","2"
"江州刺史王茂先寇荆","2","0","2"
"州刺史王茂先寇荆州","2","0","2"
"徐州刺史王伯敖入寇","1","1","2"
"州刺史王伯敖入寇阴","1","1","2"
"刺史王伯敖入寇阴陵","1","1","2"
"大将蓝怀恭等三十余","1","1","2"
"将蓝怀恭等三十余人","1","1","2"
"马头戍主朱思远弃城","1","1","2"
"衍遣将齐苟仁等四将","2","0","2"
"遣将齐苟仁等四将助","2","0","2"
"阳县开国伯徐元秀等","1","1","2"
"县开国伯徐元秀等二","1","1","2"
"开国伯徐元秀等二十","1","1","2"
"国伯徐元秀等二十六","1","1","2"
"衍琅邪郡民王万寿等","2","0","2"
"山戍主刘晣将士四十","2","0","2"
"戍主刘晣将士四十余","2","0","2"
"主刘晣将士四十余人","2","0","2"
"遣郯城戍副张天惠率","2","0","2"
"衍郁洲遣二军拒天惠","2","0","2"
"天惠万寿等内外齐击","2","0","2"
"荆州刺史桓叔兴大破","2","0","2"
"宁州刺史任太洪率众","2","0","2"
"州刺史任太洪率众寇","2","0","2"
"刺史任太洪率众寇关","2","0","2"
"史任太洪率众寇关城","2","0","2"
"益州长史成兴孙击破","2","0","2"
"衍衡州刺史张齐寇益","2","0","2"
"衡州刺史张齐寇益州","2","0","2"
"太守姜平洛等入寇直","2","0","2"
"守姜平洛等入寇直城","2","0","2"
"梁州刺史傅竖眼遣息","2","0","2"
"州刺史傅竖眼遣息敬","2","0","2"
"刺史傅竖眼遣息敬绍","2","0","2"
"史傅竖眼遣息敬绍率","2","0","2"
"傅竖眼遣息敬绍率众","2","0","2"
"益州刺史邴虬遣子子","2","0","2"
"州刺史邴虬遣子子达","2","0","2"
"行台魏子建遣将淳诞","2","0","2"
"台魏子建遣将淳诞拒","2","0","2"
"魏子建遣将淳诞拒击","2","0","2"
"衍遣将曹义宗寇荆州","2","0","2"
"都督元景夏率益梁二","1","1","2"
"督元景夏率益梁二州","1","1","2"
"南青州刺史茹怀朗遣","2","0","2"
"部将何宝率步骑三千","2","0","2"
"将何宝率步骑三千击","2","0","2"
"鄴王元树谯州刺史朱","2","0","2"
"王元树谯州刺史朱文","2","0","2"
"元树谯州刺史朱文开","2","0","2"
"东南道行台樊子鹄率","1","1","2"
"雄信将军纪耕率众入","1","1","2"
"信将军纪耕率众入寇","1","1","2"
"尚书仆射王国宝轻薄","1","1","2"
"凉州诸军讨吐谷浑慕","2","0","2"
"州诸军讨吐谷浑慕利","2","0","2"
"诸军讨吐谷浑慕利延","2","0","2"
"难娶左卫将军侯刚女","1","1","2"
"萧衍遣左游击将军赵","2","0","2"
"衍遣左游击将军赵祖","2","0","2"
"遣左游击将军赵祖悦","2","0","2"
"左游击将军赵祖悦率","1","1","2"
"真定公元子直国中尉","1","1","2"
"扬州车骑府录事参军","1","1","2"
"建州刺史陆希质闭城","1","1","2"
"外兵参军阳叔渊单骑","1","1","2"
"兵参军阳叔渊单骑驰","1","1","2"
"参军阳叔渊单骑驰赴","1","1","2"
"军阳叔渊单骑驰赴北","1","1","2"
"阳叔渊单骑驰赴北中","1","1","2"
"时都官郎穆子容穷究","1","1","2"
"大将军元天穆东征邢","1","1","2"
"将军元天穆东征邢杲","1","1","2"
"丑奴行台尉迟菩萨相","1","1","2"
"奴行台尉迟菩萨相遇","1","1","2"
"行台万俟道洛率众六","1","1","2"
"台万俟道洛率众六千","1","1","2"
"万俟道洛率众六千人","1","1","2"
"南秦滑城人谋害刺史","1","1","2"
"秦滑城人谋害刺史辛","1","1","2"
"滑城人谋害刺史辛琛","1","1","2"
"城人谋害刺史辛琛显","1","1","2"
"时黄门侍郎崔悛作色","1","1","2"
"咸阳王禧等六王子孙","1","1","2"
"阳王禧等六王子孙像","1","1","2"
"大将军元穆先平齐地","1","1","2"
"冀州仪同府中兵参军","1","1","2"
"御史中尉元匡高选御","1","1","2"
"史中尉元匡高选御史","1","1","2"
"刺史崔元珍闭门拒守","1","1","2"
"子鹄先使前胶州刺史","1","1","2"
"鹄先使前胶州刺史严","1","1","2"
"先使前胶州刺史严思","1","1","2"
"使前胶州刺史严思达","1","1","2"
"前胶州刺史严思达镇","1","1","2"
"沃野人破落汗拔陵聚","1","1","2"
"野人破落汗拔陵聚众","1","1","2"
"幽州刺史刘灵助举义","1","1","2"
"州刺史刘灵助举义兵","1","1","2"
"青州刺史东莱王贵平","1","1","2"
"州刺史东莱王贵平密","1","1","2"
"刺史东莱王贵平密信","1","1","2"
"晋太傅东海王司马越","1","1","2"
"孔子二十八世孙鲁郡","1","1","2"
"羌民钟岂渴干等二千","1","1","2"
"民钟岂渴干等二千三","1","1","2"
"钟岂渴干等二千三百","1","1","2"
"岂渴干等二千三百户","1","1","2"
"诏员外散骑常侍许赤","2","0","2"
"外散骑常侍许赤虎使","2","0","2"
"散骑常侍许赤虎使刘","2","0","2"
"骑常侍许赤虎使刘昱","2","0","2"
"员外散骑常侍李长仁","1","1","2"
"萧道成游击将军桓康","1","1","2"
"兰台御史张求等一百","1","1","2"
"假员外散骑常侍李彪","1","1","2"
"诏员外散骑常侍邢产","2","0","2"
"员外散骑侍郎侯灵绍","1","1","2"
"员外散骑侍郎苏季连","1","1","2"
"员外散骑侍郎刘承叔","1","1","2"
"员外散骑侍郎王清石","1","1","2"
"右将军元隆大破汾州","1","1","2"
"后军将军赵祖悦等十","1","1","2"
"军将军赵祖悦等十五","1","1","2"
"鸾遣将裴叔业寇涡阳","2","0","2"
"高凉王乐真改封平阳","1","1","2"
"凉王乐真改封平阳王","1","1","2"
"泰常元年春正月甲申","1","1","2"
"护高车中郎将薛繁率","1","1","2"
"义符东郡太守王景度","2","0","2"
"萧衍宁州刺史任太洪","1","1","2"
"诏平南将军杨大眼讨","2","0","2"
"诏假右光禄大夫元遥","1","1","2"
"群臣奏请皇太后临朝","1","1","2"
"定州刺史崔亮假镇南","1","1","2"
"州刺史崔亮假镇南将","1","1","2"
"刺史崔亮假镇南将军","1","1","2"
"沔都督元志大破萧衍","1","1","2"
"都督元志大破萧衍军","1","1","2"
"开府仪同三司胡国珍","1","1","2"
"改葬文昭皇太后高氏","1","1","2"
"蠕蠕莫缘梁贺侯豆率","1","1","2"
"萧衍义州刺史文僧明","1","1","2"
"衍义州刺史文僧明率","1","1","2"
"东益州刺史魏子建招","1","1","2"
"益州刺史魏子建招降","1","1","2"
"州刺史魏子建招降南","1","1","2"
"刺史魏子建招降南秦","1","1","2"
"萧衍遣北梁州长史锡","2","0","2"
"柔玄镇人杜洛周率众","1","1","2"
"金紫光禄大夫源子邕","1","1","2"
"雍州刺史萧宝夤州反","2","0","2"
"建国三十四年七月七","1","1","2"
"国三十四年七月七日","1","1","2"
"登国元年春正月戊申","1","1","2"
"北部大人叔孙普洛等","1","1","2"
"部大人叔孙普洛等十","1","1","2"
"大人叔孙普洛等十三","1","1","2"
"人叔孙普洛等十三人","1","1","2"
"赐功臣长孙嵩等七十","1","1","2"
"功臣长孙嵩等七十三","1","1","2"
"臣长孙嵩等七十三人","1","1","2"
"遣南部大人长孙嵩追","1","1","2"
"遣将军王建等三军讨","1","1","2"
"诏征东大将军东平公","2","0","2"
"冀州刺史宜都王慕容","1","1","2"
"州刺史宜都王慕容凤","1","1","2"
"遣抚军大将军略阳公","1","1","2"
"抚军大将军略阳公元","1","1","2"
"军大将军略阳公元遵","1","1","2"
"大将军略阳公元遵袭","1","1","2"
"司马德宗将辛恭靖请","2","0","2"
"马德宗将辛恭靖请救","2","0","2"
"兴光元年春正月乙丑","1","1","2"
"太安元年春正月辛酉","1","1","2"
"遣尚书穆伏真等三十","1","1","2"
"尚书穆伏真等三十人","1","1","2"
"征西将军皮豹子等三","1","1","2"
"东豫州刺史田益宗破","2","0","2"
"龙骧将军吴道爽等数","1","1","2"
"骧将军吴道爽等数千","1","1","2"
"江州刺史曲江公陈伯","1","1","2"
"邵阳县开国侯张惠绍","1","1","2"
"辅国将军鲁方达等攻","1","1","2"
"足遣统军卢祖迁等击","2","0","2"
"梁二州刺史鲁方达等","1","1","2"
"二州刺史鲁方达等十","1","1","2"
"州刺史鲁方达等十五","1","1","2"
"刺史鲁方达等十五人","1","1","2"
"梓潼县开国子王景胤","1","1","2"
"安西将军元丽大破秦","1","1","2"
"西将军元丽大破秦贼","1","1","2"
"冯翊太守宇文子生等","1","1","2"
"杖提莎钵离阿失勒摩","1","1","2"
"提莎钵离阿失勒摩致","1","1","2"
"莎钵离阿失勒摩致钵","1","1","2"
"豫州彭城人白早生杀","1","1","2"
"白早生杀刺史司马悦","2","0","2"
"子私署左卫将军孝亮","1","1","2"
"阳县开国伯徐元季等","1","1","2"
"县开国伯徐元季等二","1","1","2"
"开国伯徐元季等二十","1","1","2"
"国伯徐元季等二十六","1","1","2"
"新丰县开国子蔡令孙","1","1","2"
"刘彧司州刺史常珍奇","2","0","2"
"刘彧兗州刺史毕众敬","2","0","2"
"彧兗州刺史毕众敬遣","2","0","2"
"刘彧青州刺史沈文秀","2","0","2"
"冀州刺史崔道固遣使","2","0","2"
"平原太守刘休宾举城","1","1","2"
"都督青齐东徐三州诸","1","1","2"
"督青齐东徐三州诸军","1","1","2"
"青齐东徐三州诸军事","1","1","2"
"太尉源贺持节奉皇帝","1","1","2"
"冯翊郡开国公源绍景","1","1","2"
"金紫光禄大夫李叔仁","1","1","2"
"征巴州都督元景夏讨","1","1","2"
"通直散骑常侍高敖曹","1","1","2"
"开府仪同三司斛斯椿","1","1","2"
"大都督万俟受洛干等","1","1","2"
"仪同三司寇洛生等二","1","1","2"
"同三司寇洛生等二十","1","1","2"
"开府仪同三司库狄太","2","0","2"
"封前员外散骑侍郎元","1","1","2"
"大将军中兵参军崔季","1","1","2"
"将军中兵参军崔季舒","1","1","2"
"刘义隆淮北镇将王仲","1","1","2"
"义隆淮北镇将王仲德","1","1","2"
"简幽州南戍兵集河上","2","0","2"
"都督冀定相三州诸军","1","1","2"
"西大将军长孙道生屯","1","1","2"
"义隆司州刺史尹冲坠","2","0","2"
"隆司州刺史尹冲坠城","2","0","2"
"司州刺史尹冲坠城死","2","0","2"
"赫连定北袭沮渠蒙逊","1","1","2"
"斤发幽州民密云丁零","2","0","2"
"发幽州民密云丁零万","2","0","2"
"幽州民密云丁零万余","2","0","2"
"州民密云丁零万余人","2","0","2"
"侍御史崔聘奉献牛酒","1","1","2"
"文通带方太守慕容玄","1","1","2"
"都督秦雍泾梁益五州","1","1","2"
"督秦雍泾梁益五州诸","1","1","2"
"秦雍泾梁益五州诸军","1","1","2"
"雍泾梁益五州诸军事","1","1","2"
"尚书左仆射安原谋反","1","1","2"
"定州七郡一万二千人","1","1","2"
"故南秦王世子杨保宗","1","1","2"
"弟董率万余人拒战城","2","0","2"
"董率万余人拒战城南","2","0","2"
"安远将军源贺分略诸","1","1","2"
