"N-gram","魏书","魏书翻译","Total"
"赐给谷物和布帛","0","5","5"
"昌国派使者前来","0","5","5"
"派使者前来请求","0","5","5"
"慕容垂派遣使者","0","5","5"
"步兵骑兵二万人","0","5","5"
"往黄河以西地区","0","5","5"
"春季正月二十日","0","5","5"
"军队国家大事的","0","5","5"
"因功劳赐爵位为","0","5","5"
"蠕蠕的别部头领","0","5","5"
"都督晋建南汾三","2","2","4"
"督晋建南汾三州","2","2","4"
"晋建南汾三州诸","2","2","4"
"建南汾三州诸军","2","2","4"
"南汾三州诸军事","2","2","4"
"相殷四州诸军事","2","2","4"
"都督雍华岐三州","2","2","4"
"督雍华岐三州诸","2","2","4"
"雍华岐三州诸军","2","2","4"
"华岐三州诸军事","2","2","4"
"都督青齐济三州","2","2","4"
"督青齐济三州诸","2","2","4"
"青齐济三州诸军","2","2","4"
"齐济三州诸军事","2","2","4"
"梁州刺史平阳县","2","2","4"
"州刺史平阳县开","2","2","4"
"刺史平阳县开国","2","2","4"
"史平阳县开国侯","2","2","4"
"平阳县开国侯翟","2","2","4"
"阳县开国侯翟远","2","2","4"
"永昌县开国侯陈","2","2","4"
"昌县开国侯陈虎","2","2","4"
"县开国侯陈虎牙","2","2","4"
"除通直散骑常侍","4","0","4"
"尚书郎公孙阿六","2","2","4"
"书郎公孙阿六头","2","2","4"
"人破落汗拔陵聚","2","2","4"
"破落汗拔陵聚众","2","2","4"
"尚书右仆射狄伯","2","2","4"
"书右仆射狄伯支","2","2","4"
"积弩将军姚梁国","2","2","4"
"益州刺史傅竖眼","2","2","4"
"济南王慕容白曜","2","2","4"
"金紫光禄大夫李","2","2","4"
"都督冀州诸军事","2","2","4"
"御史中尉樊子鹄","2","2","4"
"吏部尚书元世俊","3","1","4"
"东南道大行台樊","2","2","4"
"南道大行台樊子","2","2","4"
"道大行台樊子鹄","2","2","4"
"都督北征诸军事","2","2","4"
"遣治书侍御史李","2","2","4"
"治书侍御史李焕","2","2","4"
"徐州刺史司马明","2","2","4"
"州刺史司马明素","2","2","4"
"萧宝卷将陈显达","4","0","4"
"衍湘州刺史杨公","3","1","4"
"除员外散骑常侍","4","0","4"
"都督西戎诸军事","2","2","4"
"豫州刺史司马悦","2","2","4"
"幽州大都督侯渊","2","2","4"
"州大都督侯渊所","2","2","4"
"通直散骑常侍李","2","2","4"
"都督关右诸军事","2","2","4"
"萧宝卷豫州刺史","4","0","4"
"加前后部羽葆鼓","3","1","4"
"骁骑将军马义舒","2","2","4"
"沃野镇人破六韩","2","2","4"
"野镇人破六韩拔","2","2","4"
"镇人破六韩拔陵","2","2","4"
"人破六韩拔陵反","2","2","4"
"都督秦雍二州诸","2","2","4"
"督秦雍二州诸军","2","2","4"
"秦雍二州诸军事","2","2","4"
"尚书右仆射元钦","2","2","4"
"尚书左仆射兰延","2","2","4"
"司马德宗将刘裕","4","0","4"
"郢州刺史元愿达","2","2","4"
"依安城王叔孙俊","3","1","4"
"义隆遣将裴方明","4","0","4"
"淮阳公皮豹子等","2","2","4"
"刘彧徐州刺史薛","3","1","4"
"彧徐州刺史薛安","3","1","4"
"梁州骠骑府长史","2","2","4"
"尚书仆射王国宝","2","2","4"
"豫州刺史司马尚","2","2","4"
"都督辽海诸军事","2","2","4"
"龙骧将军邾菩萨","2","2","4"
"开国男赵景悦等","2","2","4"
"国男赵景悦等十","2","2","4"
"冠军将军蔡灵恩","2","2","4"
"军将军蔡灵恩等","2","2","4"
"将军蔡灵恩等十","2","2","4"
"霍州刺史田道龙","2","2","4"
"秦二州行事夏侯","2","2","4"
"二州行事夏侯道","2","2","4"
"州行事夏侯道迁","2","2","4"
"辅国将军范始男","2","2","4"
"辅国将军冯文豪","2","2","4"
"扬州刺史薛真度","2","2","4"
"州刺史薛真度大","2","2","4"
"梁二州刺史鲁方","2","2","4"
"二州刺史鲁方达","2","2","4"
"徐州刺史王伯敖","2","2","4"
"龙骧将军矫道仪","2","2","4"
"松滋县开国侯马","2","2","4"
"滋县开国侯马广","2","2","4"
"阳县开国伯徐元","2","2","4"
"冠军将军席世兴","2","2","4"
"贞义将军蓝次孙","2","2","4"
"州刺史任太洪率","2","2","4"
"益州长史成兴孙","2","2","4"
"豫州刺史赵祖悦","2","2","4"
"豫州刺史尧雄攻","2","2","4"
"左游击将军赵祖","2","2","4"
"游击将军赵祖悦","2","2","4"
"南青州刺史胡平","2","2","4"
"都督十州诸军事","2","2","4"
"大将军元天穆东","2","2","4"
"二年春正月乙卯","3","1","4"
"莫奚国遣使朝献","4","0","4"
"宕昌国遣使朝献","4","0","4"
"外散骑常侍邢产","2","2","4"
"员外散骑常侍宋","2","2","4"
"奚诸国遣使朝献","4","0","4"
"员外散骑常侍高","2","2","4"
"五年春正月己巳","2","2","4"
"六年春正月辛未","2","2","4"
"南将军杨大眼讨","2","2","4"
"左光禄大夫皇甫","2","2","4"
"伏罗国遣使朝贡","4","0","4"
"北部大人叔孙普","2","2","4"
"部大人叔孙普洛","2","2","4"
"员外散骑常侍游","2","2","4"
"分遣使者开仓赈","3","1","4"
"武兴国世子杨绍","2","2","4"
"兴国世子杨绍先","2","2","4"
"车骑大将军乙浑","2","2","4"
"兗州刺史毕众敬","4","0","4"
"雍州刺史鱼玄明","2","2","4"
"平东将军长孙陵","2","2","4"
"尚书右仆射元罗","2","2","4"
"通直散骑常侍高","2","2","4"
"大都督宗正珍孙","2","2","4"
"尚书左仆射慕容","2","2","4"
"书左仆射慕容绍","2","2","4"
"左仆射慕容绍宗","2","2","4"
"监军侍御史安颉","2","2","4"
"征西大将军长孙","2","2","4"
"西大将军长孙道","2","2","4"
"大将军长孙道生","2","2","4"
"讨山胡白龙西河","4","0","4"
"张掖王秃发保周","2","2","4"
"鲁郡太守崔邪利","2","2","4"
"东徐州刺史张谠","2","2","4"
"徐州刺史王玄载","2","2","4"
"镇南大将军尉元","2","2","4"
"巴西太守庞景民","2","2","4"
"都督东讨诸军事","2","2","4"
"文明太后父燕宣","3","1","4"
"明太后父燕宣王","3","1","4"
"彭城王中军府长","2","2","4"
"城王中军府长史","2","2","4"
"高祖追录先朝功","3","1","4"
"祖追录先朝功臣","3","1","4"
"世祖西征赫连定","2","2","4"
"雍州刺史刘邈讨","2","2","4"
"御史中尉郦道元","2","2","4"
"太祖道武帝拓跋","0","4","4"
"担任给事黄门侍","0","4","4"
"彭城王尔朱仲远","0","4","4"
"任命齐献武王为","0","4","4"
"齐文襄王前来朝","0","4","4"
"文襄王前来朝见","0","4","4"
"咸阳王元坦为太","0","4","4"
"获罪被赐令自杀","0","4","4"
"尔朱兆进入洛阳","0","4","4"
"来充实军用物资","0","4","4"
"任开府仪同三司","0","4","4"
"任命他为使持节","0","4","4"
"授他为散骑常侍","0","4","4"
"有什么可忧虑的","0","4","4"
"命为通直散骑常","0","4","4"
"为员外散骑侍郎","0","4","4"
"恢复本来的封爵","0","4","4"
"又加授散骑常侍","0","4","4"
"赐给他帛五百匹","0","4","4"
"皇帝有七个儿子","0","4","4"
"任通直散骑侍郎","0","4","4"
"萧宝卷的豫州刺","0","4","4"
"宝卷的豫州刺史","0","4","4"
"略阳王拓跋羯儿","0","4","4"
"遣使者前来朝贡","0","4","4"
"被任命为散骑常","0","4","4"
"任命为散骑常侍","0","4","4"
"因功劳被任命为","0","4","4"
"被迫赠为使持节","0","4","4"
"征入任殿中尚书","0","4","4"
"升任尚书右仆射","0","4","4"
"继承祖父的爵位","0","4","4"
"擒获刘义隆的将","0","4","4"
"德宗的将领刘裕","0","4","4"
"并州刺史司马腾","0","4","4"
"兴派遣使者前来","0","4","4"
"打败萧衍的将领","0","4","4"
"朝廷赠他为使持","0","4","4"
"廷赠他为使持节","0","4","4"
"派使节前来朝贡","0","4","4"
"国派遣使者来朝","0","4","4"
"东阳王拓跋丕为","0","4","4"
"吐谷浑国派来使","0","4","4"
"谷浑国派来使者","0","4","4"
"浑国派来使者朝","0","4","4"
"龟兹国派来使者","0","4","4"
"昌国派使者朝贡","0","4","4"
"国派遣使臣入朝","0","4","4"
"吐谷浑两国派使","0","4","4"
"谷浑两国派使臣","0","4","4"
"浑两国派使臣入","0","4","4"
"昌国派使臣入朝","0","4","4"
"孝文帝驾临灵泉","0","4","4"
"文帝驾临灵泉池","0","4","4"
"派兼职员外散骑","0","4","4"
"亲自接见年长者","0","4","4"
"子等生活上无法","0","4","4"
"等生活上无法自","0","4","4"
"上无法自立的人","0","4","4"
"授予名誉县令官","0","4","4"
"予名誉县令官衔","0","4","4"
"用太牢的隆重礼","0","4","4"
"太牢的隆重礼仪","0","4","4"
"将士布帛多少不","0","4","4"
"士布帛多少不等","0","4","4"
"任命尚书右仆射","0","4","4"
"讨伐平定了叛乱","0","4","4"
"罗国派使者前来","0","4","4"
"三年春季正月初","0","4","4"
"容垂派遣使者入","0","4","4"
"垂派遣使者入朝","0","4","4"
"率领步兵骑兵二","0","4","4"
"领步兵骑兵二万","0","4","4"
"分发赏赐多少不","0","4","4"
"发赏赐多少不等","0","4","4"
"前往黄河以西地","0","4","4"
"大败萧衍的军队","0","4","4"
"兖州刺史毕众敬","0","4","4"
"刘派使者前来朝","0","4","4"
"率领轻装的骑兵","0","4","4"
"皇帝前往华林都","0","4","4"
"丽国派遣使者入","0","4","4"
"蠕蠕国都派遣使","0","4","4"
"蠕国都派遣使者","0","4","4"
"赫连昌的弟弟赫","0","4","4"
"连昌的弟弟赫连","0","4","4"
"昌的弟弟赫连定","0","4","4"
"领骑步兵二千人","0","4","4"
"世祖下诏命散骑","0","4","4"
"接受了他的意见","0","4","4"
"参与军队国家大","0","4","4"
"与军队国家大事","0","4","4"
"队国家大事的谋","0","4","4"
"世祖征伐赫连昌","0","4","4"
"祖听从他的建议","0","4","4"
"因功被赐给爵位","0","4","4"
"功被赐给爵位为","0","4","4"
"萧宝夤为使持节","0","4","4"
"冠军将军张惠绍","1","2","3"
"封真定县开国公","2","1","3"
"假通直散骑常侍","2","1","3"
"瀛殷四州诸军事","2","1","3"
"齐文襄王大将军","2","1","3"
"食邑一千二百户","1","2","3"
"进号骠骑大将军","2","1","3"
"天柱大将军朱荣","3","0","3"
"都督东道诸军事","2","1","3"
"南阳王宝炬太尉","3","0","3"
"吏部尚书李神隽","1","2","3"
"萧宝卷遣太尉陈","3","0","3"
"宝卷遣太尉陈显","3","0","3"
"卷遣太尉陈显达","3","0","3"
"遣长风戍主奇道","2","1","3"
"长风戍主奇道显","2","1","3"
"风戍主奇道显攻","2","1","3"
"衍徐州刺史昌义","3","0","3"
"都督扬徐二道诸","2","1","3"
"督扬徐二道诸军","2","1","3"
"扬徐二道诸军事","2","1","3"
"悬瓠城民白早生","2","1","3"
"州刺史元法僧城","3","0","3"
"除员外散骑侍郎","2","1","3"
"迁通直散骑常侍","3","0","3"
"南阳太守赵修延","2","1","3"
"东荆六州诸军事","2","1","3"
"都督冀定瀛三州","2","1","3"
"督冀定瀛三州诸","2","1","3"
"冀定瀛三州诸军","2","1","3"
"定瀛三州诸军事","2","1","3"
"宝卷豫州刺史裴","3","0","3"
"卷豫州刺史裴叔","3","0","3"
"州刺史裴叔业寿","3","0","3"
"刺史裴叔业寿春","3","0","3"
"刘义隆将裴方明","2","1","3"
"都督冀沧二州诸","2","1","3"
"督冀沧二州诸军","2","1","3"
"冀沧二州诸军事","2","1","3"
"转通直散骑常侍","3","0","3"
"丧礼一依安城王","3","0","3"
"礼一依安城王叔","3","0","3"
"安城王叔孙俊故","3","0","3"
"城王叔孙俊故事","3","0","3"
"刘义隆遣将裴方","3","0","3"
"李元德东郡太守","3","0","3"
"元德东郡太守申","3","0","3"
"德东郡太守申谟","3","0","3"
"义符青州刺史竺","2","1","3"
"符青州刺史竺夔","2","1","3"
"梁益四州诸军事","2","1","3"
"萧衍遣豫章王综","3","0","3"
"齐献武王大行台","2","1","3"
"齐献武王大丞相","2","1","3"
"都督凉沙河三州","2","1","3"
"军资杂财十余万","2","1","3"
"资杂财十余万计","2","1","3"
"甲仗二百人入殿","2","1","3"
"永昌王健督诸军","3","0","3"
"扬州小岘戍主党","2","1","3"
"州小岘戍主党法","2","1","3"
"小岘戍主党法宗","2","1","3"
"事夏侯道迁汉中","3","0","3"
"国将军范始男送","2","1","3"
"刺史薛真度大破","2","1","3"
"统军毕祖朽攻克","1","2","3"
"军毕祖朽攻克蒙","1","2","3"
"毕祖朽攻克蒙山","1","2","3"
"戍主朱思远弃城","2","1","3"
"琅邪戍主傅文骥","3","0","3"
"二州刺史张稷首","3","0","3"
"衍宁州刺史任太","2","1","3"
"衍豫州刺史赵祖","2","1","3"
"衍衡州刺史张齐","2","1","3"
"衍遣北梁州长史","3","0","3"
"遣北梁州长史锡","3","0","3"
"行台魏子建遣将","3","0","3"
"大都督费穆大破","2","1","3"
"巴州刺史严始欣","2","1","3"
"部将何宝率步骑","2","1","3"
"遣行台慕容绍宗","2","1","3"
"讨吐谷浑慕利延","3","0","3"
"破六韩拔陵反叛","1","2","3"
"西人纥豆陵步蕃","2","1","3"
"都督河北畿外诸","2","1","3"
"督河北畿外诸军","2","1","3"
"河北畿外诸军事","2","1","3"
"都督定殷二州诸","2","1","3"
"督定殷二州诸军","2","1","3"
"定殷二州诸军事","2","1","3"
"都督雍秦二州诸","2","1","3"
"督雍秦二州诸军","2","1","3"
"雍秦二州诸军事","2","1","3"
"济州刺史蔡俊讨","2","1","3"
"刺史东莱王贵平","2","1","3"
"欲定都氵垒源川","2","1","3"
"南部大人刘库仁","2","1","3"
"诏假员外散骑常","3","0","3"
"悉万斤国遣使朝","3","0","3"
"粟特国遣使朝献","3","0","3"
"员外散骑常侍许","2","1","3"
"外散骑常侍许赤","2","1","3"
"散骑常侍许赤虎","2","1","3"
"契丹诸国遣使朝","3","0","3"
"龟兹诸国遣使朝","3","0","3"
"幸武州山石窟寺","3","0","3"
"员外郎兰英使萧","3","0","3"
"外郎兰英使萧赜","3","0","3"
"陈显达攻陷醴阳","2","1","3"
"宕昌诸国遣使朝","3","0","3"
"昌诸国遣使朝献","3","0","3"
"获萧鸾辅国将军","2","1","3"
"诏南平公长孙嵩","3","0","3"
"高昌国遣使朝献","3","0","3"
"嚈哒国遣使朝贡","3","0","3"
"光元年春正月乙","2","1","3"
"州刺史魏子建遣","3","0","3"
"刺史魏子建遣将","3","0","3"
"莫折念生遣都督","3","0","3"
"益州刺史萧渊猷","1","2","3"
"诏都督李叔仁讨","1","2","3"
"南部大人长孙嵩","2","1","3"
"四年春正月甲寅","2","1","3"
"卫辰遣子直力鞮","3","0","3"
"将军王建等三军","2","1","3"
"广宁太守刘亢泥","2","1","3"
"三年春正月甲申","2","1","3"
"元年春正月乙丑","2","1","3"
"外散骑常侍游明","2","1","3"
"散骑常侍游明根","2","1","3"
"遣使者开仓赈恤","3","0","3"
"徐州刺史永昌县","1","2","3"
"州刺史永昌县开","1","2","3"
"刺史永昌县开国","1","2","3"
"史永昌县开国侯","1","2","3"
"祁阳县开国男赵","1","2","3"
"阳县开国男赵景","1","2","3"
"县开国男赵景悦","1","2","3"
"冠军将军桓方庆","1","2","3"
"罗诸国遣使朝献","3","0","3"
"迁陵县开国子彭","1","2","3"
"高祖谓彭城王勰","3","0","3"
"祖谓彭城王勰曰","3","0","3"
"彧青州刺史沈文","3","0","3"
"将军慕容白曜督","1","2","3"
"仪同三司李叔仁","2","1","3"
"大都督贺拔仁攻","1","2","3"
"开府仪同三司库","2","1","3"
"府仪同三司库狄","2","1","3"
"七年春正月戊辰","2","1","3"
"兗州刺史竺灵秀","3","0","3"
"司州刺史尹冲坠","2","1","3"
"州刺史尹冲坠城","2","1","3"
"进号征西大将军","2","1","3"
"加员外散骑常侍","3","0","3"
"大将军高肇伐蜀","3","0","3"
"都督冀相殷三州","2","1","3"
"督冀相殷三州诸","2","1","3"
"冀相殷三州诸军","2","1","3"
"都督豫洛二州河","2","1","3"
"督豫洛二州河内","2","1","3"
"豫洛二州河内诸","2","1","3"
"洛二州河内诸军","2","1","3"
"二州河内诸军事","2","1","3"
"封安康县开国伯","2","1","3"
"前彭城镇将元拔","2","1","3"
"黄门侍郎高道穆","1","2","3"
"明日月辰宿交会","1","2","3"
"日月辰宿交会相","1","2","3"
"月辰宿交会相生","1","2","3"
"事黄门侍郎卢同","1","2","3"
"祖道武帝拓跋皀","0","3","3"
"便形成为一种制","0","3","3"
"形成为一种制度","0","3","3"
"每人赐给谷子五","0","3","3"
"免征三年的田租","0","3","3"
"征三年的田租赋","0","3","3"
"三年的田租赋税","0","3","3"
"帝亲自统率大军","0","3","3"
"他为骠骑大将军","0","3","3"
"不久加授散骑常","0","3","3"
"久加授散骑常侍","0","3","3"
"他为通直散骑常","0","3","3"
"安丰王元延明为","0","3","3"
"等国各派使者前","0","3","3"
"和齐献武王讨伐","0","3","3"
"领给事黄门侍郎","0","3","3"
"陇西王尔朱天光","0","3","3"
"下诏任命齐献武","0","3","3"
"诏任命齐献武王","0","3","3"
"又任命长孙稚为","0","3","3"
"兼通直散骑常侍","0","3","3"
"遣兼散骑常侍李","0","3","3"
"任命齐文襄王为","0","3","3"
"跟随高祖向南征","0","3","3"
"上奏疏请求解除","0","3","3"
"奏疏请求解除职","0","3","3"
"上奏疏执意推让","0","3","3"
"为都督中外诸军","0","3","3"
"并州肆州的军队","0","3","3"
"跟随皇帝向南征","0","3","3"
"随皇帝向南征伐","0","3","3"
"事情出于不得已","0","3","3"
"湘州刺史杨公则","0","3","3"
"衍的徐州刺史昌","0","3","3"
"的徐州刺史昌义","0","3","3"
"征入任内都大官","0","3","3"
"率领步兵骑兵三","0","3","3"
"因军功被任命为","0","3","3"
"令元英为使持节","0","3","3"
"萧衍的司州刺史","0","3","3"
"萧衍的将领马仙","0","3","3"
"衍的宁朔将军张","0","3","3"
"用王的礼仪安葬","0","3","3"
"豫章王萧综镇守","0","3","3"
"任命为车骑大将","0","3","3"
"命为车骑大将军","0","3","3"
"升任骠骑大将军","0","3","3"
"追赠骠骑大将军","0","3","3"
"授任他为使持节","0","3","3"
"授任为散骑常侍","0","3","3"
"任命为安西将军","0","3","3"
"太和二十三年去","0","3","3"
"和二十三年去世","0","3","3"
"任命他为散骑常","0","3","3"
"命他为散骑常侍","0","3","3"
"以王的身份回到","0","3","3"
"这时萧衍派遣将","0","3","3"
"时萧衍派遣将领","0","3","3"
"萧衍派遣将领侵","0","3","3"
"衍派遣将领侵犯","0","3","3"
"任命为光禄大夫","0","3","3"
"授任尚书右仆射","0","3","3"
"卷的豫州刺史裴","0","3","3"
"的豫州刺史裴叔","0","3","3"
"增加食邑八百户","0","3","3"
"于烈的儿子于忠","0","3","3"
"前后部仪仗鼓吹","0","3","3"
"派遣将领侵犯边","0","3","3"
"遣将领侵犯边境","0","3","3"
"左仆射安原等人","0","3","3"
"督率十五员大将","0","3","3"
"是由于这个缘故","0","3","3"
"告诫他的两个儿","0","3","3"
"诫他的两个儿子","0","3","3"
"兼任通直散骑常","0","3","3"
"率领精锐的骑兵","0","3","3"
"任命为内都大官","0","3","3"
"去世后被追赠为","0","3","3"
"州刺史司马休之","0","3","3"
"逐渐升任散骑常","0","3","3"
"渐升任散骑常侍","0","3","3"
"追赠为散骑常侍","0","3","3"
