"N-gram","魏书","魏书翻译","Total"
"野镇人破六韩拔陵反叛","1","2","3"
"东益州刺史魏子建遣将","3","0","3"
"徐州刺史永昌县开国侯","1","2","3"
"州刺史永昌县开国侯陈","1","2","3"
"刺史永昌县开国侯陈虎","1","2","3"
"史永昌县开国侯陈虎牙","1","2","3"
"祁阳县开国男赵景悦等","1","2","3"
"阳县开国男赵景悦等十","1","2","3"
"征南大将军慕容白曜督","1","2","3"
"都督冀相殷三州诸军事","2","1","3"
"都督豫洛二州河内诸军","2","1","3"
"督豫洛二州河内诸军事","2","1","3"
"下诏让员外散骑常侍李","0","3","3"
"萧衍的徐州刺史昌义之","0","3","3"
"萧宝卷的豫州刺史裴叔","0","3","3"
"宝卷的豫州刺史裴叔业","0","3","3"
"吐谷浑国派使臣入朝进","0","3","3"
"谷浑国派使臣入朝进贡","0","3","3"
"十岁以上的老人赐给爵","0","3","3"
"岁以上的老人赐给爵位","0","3","3"
"年纪在百岁以上的老人","0","3","3"
"谷浑国派使者前来朝献","0","3","3"
"等国都派使者前来朝献","0","3","3"
"谷浑国派使者前来朝拜","0","3","3"
"浑国派使者前来朝拜纳","0","3","3"
"蠕蠕国派使者前来朝贡","0","3","3"
"刘骏派遣使者入朝贡奉","0","3","3"
"罗等国派使者前来朝拜","0","3","3"
"吐谷浑国都派遣使者入","0","3","3"
"谷浑国都派遣使者入朝","0","3","3"
"浑国都派遣使者入朝贡","0","3","3"
"各国各派使者前来朝拜","0","3","3"
"与军队国家大事的谋划","0","3","3"
"屯骑校尉史文渊等军主","1","1","2"
"都督东秦豳夏三州诸军","1","1","2"
"督东秦豳夏三州诸军事","1","1","2"
"都督沧瀛冀三州诸军事","1","1","2"
"都督定瀛幽三州诸军事","1","1","2"
"徐州刺史元法僧叛入萧","1","1","2"
"州刺史元法僧叛入萧衍","1","1","2"
"都督南豫郢东荆三州诸","1","1","2"
"督南豫郢东荆三州诸军","1","1","2"
"南豫郢东荆三州诸军事","1","1","2"
"都督冀定相殷四州诸军","1","1","2"
"督冀定相殷四州诸军事","1","1","2"
"都督定相殷三州诸军事","1","1","2"
"都督冀定瀛沧幽五州诸","1","1","2"
"督冀定瀛沧幽五州诸军","1","1","2"
"冀定瀛沧幽五州诸军事","1","1","2"
"都督定冀瀛殷四州诸军","1","1","2"
"督定冀瀛殷四州诸军事","1","1","2"
"齐文襄王大将军府记室","1","1","2"
"文襄王大将军府记室参","1","1","2"
"襄王大将军府记室参军","1","1","2"
"都督荆司雍秦梁益宁江","1","1","2"
"督荆司雍秦梁益宁江八","1","1","2"
"荆司雍秦梁益宁江八州","1","1","2"
"衍梁州刺史平阳县开国","2","0","2"
"永昌县开国侯陈虎牙降","2","0","2"
"萧宝卷将裴叔业率众围","1","1","2"
"南秀容牧子万子乞真反","1","1","2"
"秀容牧子万子乞真反叛","1","1","2"
"尚书左丞元孚慰劳蠕蠕","1","1","2"
"尚书郎公孙阿六头使萧","2","0","2"
"书郎公孙阿六头使萧赜","2","0","2"
"司马德宗齐郡太守王懿","2","0","2"
"马德宗齐郡太守王懿降","2","0","2"
"都督雍泾岐华东秦豳六","1","1","2"
"督雍泾岐华东秦豳六州","1","1","2"
"雍泾岐华东秦豳六州诸","1","1","2"
"泾岐华东秦豳六州诸军","1","1","2"
"岐华东秦豳六州诸军事","1","1","2"
"蠕蠕后主郁久闾侯匿伐","1","1","2"
"沃野镇人破落汗拔陵聚","1","1","2"
"野镇人破落汗拔陵聚众","1","1","2"
"云朔显汾蔚九州诸军事","1","1","2"
"平阳郡开国公齐献武王","1","1","2"
"阳郡开国公齐献武王封","1","1","2"
"肆州鲁郡王后军府录事","1","1","2"
"州鲁郡王后军府录事参","1","1","2"
"鲁郡王后军府录事参军","1","1","2"
"都督河渭部三州诸军事","1","1","2"
"都督荆梁益宁四州诸军","1","1","2"
"督荆梁益宁四州诸军事","1","1","2"
"中书侍郎胡方回等改定","1","1","2"
"书侍郎胡方回等改定律","1","1","2"
"侍郎胡方回等改定律制","1","1","2"
"都督梁益荆三州诸军事","1","1","2"
"萧宝卷遣太尉陈显达入","2","0","2"
"宝卷遣太尉陈显达入寇","2","0","2"
"都督梁益宁三州诸军事","1","1","2"
"都督冀定瀛相幽五州诸","1","1","2"
"督冀定瀛相幽五州诸军","1","1","2"
"冀定瀛相幽五州诸军事","1","1","2"
"徐州刺史元法僧城南叛","2","0","2"
"都督青胶光齐南青五州","1","1","2"
"督青胶光齐南青五州诸","1","1","2"
"青胶光齐南青五州诸军","1","1","2"
"胶光齐南青五州诸军事","1","1","2"
"荡寇将军张龙祥等九家","1","1","2"
"都督青徐兗扬豫五州诸","1","1","2"
"督青徐兗扬豫五州诸军","1","1","2"
"青徐兗扬豫五州诸军事","1","1","2"
"都督青齐光南青四州诸","1","1","2"
"督青齐光南青四州诸军","1","1","2"
"青齐光南青四州诸军事","1","1","2"
"豫州刺史裴叔业寿春内","2","0","2"
"州刺史裴叔业寿春内属","2","0","2"
"高车诸部望军降者数十","2","0","2"
"车诸部望军降者数十万","2","0","2"
"兄秃鹿傀左右数百人朝","2","0","2"
"谨案尚书郎中臣裴献伯","1","1","2"
"都督冀相沧瀛殷定六州","1","1","2"
"督冀相沧瀛殷定六州诸","1","1","2"
"冀相沧瀛殷定六州诸军","1","1","2"
"相沧瀛殷定六州诸军事","1","1","2"
"都督青徐光三州诸军事","1","1","2"
"都督冀定相瀛沧五州诸","1","1","2"
"督冀定相瀛沧五州诸军","1","1","2"
"冀定相瀛沧五州诸军事","1","1","2"
"司马德宗将刘裕伐姚泓","2","0","2"
"显祖将传位京兆王子推","2","0","2"
"丧礼一依安城王叔孙俊","2","0","2"
"礼一依安城王叔孙俊故","2","0","2"
"一依安城王叔孙俊故事","2","0","2"
"等督关中诸军散关西入","2","0","2"
"镇北将军封沓亡入蠕蠕","2","0","2"
"遣中兵校郎杨定归白顺","1","1","2"
"都督定冀相殷四州诸军","1","1","2"
"督定冀相殷四州诸军事","1","1","2"
"齐献武王大丞相谘议参","1","1","2"
"献武王大丞相谘议参军","1","1","2"
"牧犍兄子万年率麾下降","2","0","2"
"荆州刺史殷仲堪等率军","1","1","2"
"征虏将军司马元显一军","1","1","2"
"光禄大夫武陵王司马遵","1","1","2"
"禄大夫武陵王司马遵授","1","1","2"
"扬州小岘戍主党法宗袭","2","0","2"
"徐州长史潘伯怜屯军淮","1","1","2"
"州长史潘伯怜屯军淮陵","1","1","2"
"衍将姜庆真袭陷寿春外","2","0","2"
"将姜庆真袭陷寿春外郭","2","0","2"
"元英破衍将王僧炳樊城","2","0","2"
"冠军将军蔡灵恩等十余","2","0","2"
"军将军蔡灵恩等十余将","2","0","2"
"义州刺史张宗遣使内附","2","0","2"
"衍梁秦二州行事夏侯道","2","0","2"
"梁秦二州行事夏侯道迁","2","0","2"
"秦二州行事夏侯道迁汉","2","0","2"
"二州行事夏侯道迁汉中","2","0","2"
"州行事夏侯道迁汉中内","2","0","2"
"行事夏侯道迁汉中内附","2","0","2"
"辅国将军范始男送京师","2","0","2"
"斩秦梁二州刺史鲁方达","2","0","2"
"江州刺史王茂先寇荆州","2","0","2"
"徐州刺史王伯敖入寇阴","1","1","2"
"州刺史王伯敖入寇阴陵","1","1","2"
"大将蓝怀恭等三十余人","1","1","2"
"衍遣将齐苟仁等四将助","2","0","2"
"阳县开国伯徐元秀等二","1","1","2"
"县开国伯徐元秀等二十","1","1","2"
"开国伯徐元秀等二十六","1","1","2"
"山戍主刘晣将士四十余","2","0","2"
"戍主刘晣将士四十余人","2","0","2"
"衍宁州刺史任太洪率众","2","0","2"
"宁州刺史任太洪率众寇","2","0","2"
"州刺史任太洪率众寇关","2","0","2"
"刺史任太洪率众寇关城","2","0","2"
"衍衡州刺史张齐寇益州","2","0","2"
"太守姜平洛等入寇直城","2","0","2"
"梁州刺史傅竖眼遣息敬","2","0","2"
"州刺史傅竖眼遣息敬绍","2","0","2"
"刺史傅竖眼遣息敬绍率","2","0","2"
"史傅竖眼遣息敬绍率众","2","0","2"
"益州刺史邴虬遣子子达","2","0","2"
"行台魏子建遣将淳诞拒","2","0","2"
"台魏子建遣将淳诞拒击","2","0","2"
"都督元景夏率益梁二州","1","1","2"
"部将何宝率步骑三千击","2","0","2"
"鄴王元树谯州刺史朱文","2","0","2"
"王元树谯州刺史朱文开","2","0","2"
"雄信将军纪耕率众入寇","1","1","2"
"凉州诸军讨吐谷浑慕利","2","0","2"
"州诸军讨吐谷浑慕利延","2","0","2"
"萧衍遣左游击将军赵祖","2","0","2"
"衍遣左游击将军赵祖悦","2","0","2"
"外兵参军阳叔渊单骑驰","1","1","2"
"兵参军阳叔渊单骑驰赴","1","1","2"
"参军阳叔渊单骑驰赴北","1","1","2"
"军阳叔渊单骑驰赴北中","1","1","2"
"大将军元天穆东征邢杲","1","1","2"
"丑奴行台尉迟菩萨相遇","1","1","2"
"行台万俟道洛率众六千","1","1","2"
"台万俟道洛率众六千人","1","1","2"
"南秦滑城人谋害刺史辛","1","1","2"
"秦滑城人谋害刺史辛琛","1","1","2"
"滑城人谋害刺史辛琛显","1","1","2"
"咸阳王禧等六王子孙像","1","1","2"
"御史中尉元匡高选御史","1","1","2"
"子鹄先使前胶州刺史严","1","1","2"
"鹄先使前胶州刺史严思","1","1","2"
"先使前胶州刺史严思达","1","1","2"
"使前胶州刺史严思达镇","1","1","2"
"沃野人破落汗拔陵聚众","1","1","2"
"幽州刺史刘灵助举义兵","1","1","2"
"青州刺史东莱王贵平密","1","1","2"
"州刺史东莱王贵平密信","1","1","2"
"羌民钟岂渴干等二千三","1","1","2"
"民钟岂渴干等二千三百","1","1","2"
"钟岂渴干等二千三百户","1","1","2"
"诏员外散骑常侍许赤虎","2","0","2"
"员外散骑常侍许赤虎使","2","0","2"
"外散骑常侍许赤虎使刘","2","0","2"
"散骑常侍许赤虎使刘昱","2","0","2"
"后军将军赵祖悦等十五","1","1","2"
"高凉王乐真改封平阳王","1","1","2"
"萧衍宁州刺史任太洪率","1","1","2"
"定州刺史崔亮假镇南将","1","1","2"
"州刺史崔亮假镇南将军","1","1","2"
"沔都督元志大破萧衍军","1","1","2"
"萧衍义州刺史文僧明率","1","1","2"
"东益州刺史魏子建招降","1","1","2"
"益州刺史魏子建招降南","1","1","2"
"州刺史魏子建招降南秦","1","1","2"
"萧衍遣北梁州长史锡休","2","0","2"
"建国三十四年七月七日","1","1","2"
"北部大人叔孙普洛等十","1","1","2"
"部大人叔孙普洛等十三","1","1","2"
"大人叔孙普洛等十三人","1","1","2"
"赐功臣长孙嵩等七十三","1","1","2"
"功臣长孙嵩等七十三人","1","1","2"
"冀州刺史宜都王慕容凤","1","1","2"
"遣抚军大将军略阳公元","1","1","2"
"抚军大将军略阳公元遵","1","1","2"
"军大将军略阳公元遵袭","1","1","2"
"司马德宗将辛恭靖请救","2","0","2"
"遣尚书穆伏真等三十人","1","1","2"
"龙骧将军吴道爽等数千","1","1","2"
"梁二州刺史鲁方达等十","1","1","2"
"二州刺史鲁方达等十五","1","1","2"
"州刺史鲁方达等十五人","1","1","2"
"安西将军元丽大破秦贼","1","1","2"
"杖提莎钵离阿失勒摩致","1","1","2"
"提莎钵离阿失勒摩致钵","1","1","2"
"阳县开国伯徐元季等二","1","1","2"
"县开国伯徐元季等二十","1","1","2"
"开国伯徐元季等二十六","1","1","2"
"刘彧兗州刺史毕众敬遣","2","0","2"
"都督青齐东徐三州诸军","1","1","2"
"督青齐东徐三州诸军事","1","1","2"
"仪同三司寇洛生等二十","1","1","2"
"大将军中兵参军崔季舒","1","1","2"
"刘义隆淮北镇将王仲德","1","1","2"
"征西大将军长孙道生屯","1","1","2"
"义隆司州刺史尹冲坠城","2","0","2"
"隆司州刺史尹冲坠城死","2","0","2"
"斤发幽州民密云丁零万","2","0","2"
"发幽州民密云丁零万余","2","0","2"
"幽州民密云丁零万余人","2","0","2"
"都督秦雍泾梁益五州诸","1","1","2"
"督秦雍泾梁益五州诸军","1","1","2"
"秦雍泾梁益五州诸军事","1","1","2"
"弟董率万余人拒战城南","2","0","2"
"安远将军源贺分略诸郡","1","1","2"
"西平王吐谷浑慕利延杀","1","1","2"
"部落帅白广平西掠新平","1","1","2"
"西征诸将扶风公元处真","1","1","2"
"征诸将扶风公元处真等","1","1","2"
"诸将扶风公元处真等八","1","1","2"
"宁朔将军王玄谟西攻滑","1","1","2"
"朔将军王玄谟西攻滑台","1","1","2"
"黄门郎徐纥受四方表启","1","1","2"
"陇西公源怀卫大将军府","1","1","2"
"西公源怀卫大将军府长","1","1","2"
"公源怀卫大将军府长史","1","1","2"
"故武都王保宗妻公主送","1","1","2"
"仆射南平公元目振都督","1","1","2"
"射南平公元目振都督中","1","1","2"
"南平公元目振都督中外","1","1","2"
"平公元目振都督中外军","1","1","2"
"公元目振都督中外军事","1","1","2"
"大将军元天穆东讨邢杲","1","1","2"
"南徐州刺史沈陵密谋外","1","1","2"
"徐州刺史沈陵密谋外叛","1","1","2"
"遣征南大将军慕容白曜","1","1","2"
"南济阴郡睢陵县人赵怜","1","1","2"
"济阴郡睢陵县人赵怜等","1","1","2"
"都督青齐东徐州诸军事","1","1","2"
"称范阳卢玄等四十二人","1","1","2"
"娶东徐州刺史博陵崔鉴","1","1","2"
"豫州刺史萧懿率众三万","1","1","2"
"萧衍辅国将军任僧幼等","1","1","2"
"衍辅国将军任僧幼等三","1","1","2"
"辅国将军任僧幼等三十","1","1","2"
"齐苟仁等二十一人开门","1","1","2"
"雍州人王叔保等三百人","1","1","2"
"梁州刺史王太洪等十余","1","1","2"
"彭城王中军府长史卢阳","1","1","2"
"城王中军府长史卢阳乌","1","1","2"
"遣将军刘拔送马三千匹","1","1","2"
"刘义隆兗州刺史竺灵秀","2","0","2"
"都督冀青徐济四州诸军","1","1","2"
"督冀青徐济四州诸军事","1","1","2"
"假司空督河西七镇诸军","1","1","2"
"督雍泾梁秦四州诸军事","1","1","2"
"都督秦梁益三州诸军事","1","1","2"
"赠都督冀沧二州诸军事","1","1","2"
"散骑常侍刘库仁等八人","1","1","2"
"骑常侍刘库仁等八人分","1","1","2"
"都督凉沙河三州诸军事","1","1","2"
"秦岐河梁益九州诸军事","1","1","2"
"都督青光南青三州诸军","1","1","2"
"督青光南青三州诸军事","1","1","2"
"徐州刺史张豹子等十一","1","1","2"
"尚书仆射行台长孙稚讨","1","1","2"
"宝夤邀害御史中尉郦道","1","1","2"
"夤邀害御史中尉郦道元","1","1","2"
"晋寿太守王景胤等拥众","1","1","2"
"寿太守王景胤等拥众七","1","1","2"
"太守王景胤等拥众七千","1","1","2"
"获叔业伞扇鼓幕甲仗万","1","1","2"
"叔业伞扇鼓幕甲仗万余","1","1","2"
"本州阳平王颐卫军府长","1","1","2"
"州阳平王颐卫军府长史","1","1","2"
"宣穆刘皇后生明元皇帝","1","1","2"
"都督雍秦梁益四州诸军","1","1","2"
"督雍秦梁益四州诸军事","1","1","2"
"除都督雍南豳二州诸军","1","1","2"
"都督雍南豳二州诸军事","1","1","2"
"永兴二年六月二十四日","1","1","2"
"孝文帝在方泽举行祭祀","0","2","2"
"免征十五年的田租赋税","0","2","2"
"赐给衣冠服物车旗之饰","0","2","2"
"萧衍的梁州刺史平阳县","0","2","2"
"衍的梁州刺史平阳县开","0","2","2"
"的梁州刺史平阳县开国","0","2","2"
"诏让员外散骑常侍李彪","0","2","2"
"尚书郎公孙阿六头出使","0","2","2"
"司马德宗的齐郡太守王","0","2","2"
"马德宗的齐郡太守王懿","0","2","2"
"人破落汗拔陵聚众造反","0","2","2"
"广宗郡开国公尔朱天光","0","2","2"
"宗郡开国公尔朱天光为","0","2","2"
"建宁王拓跋崇率二万人","0","2","2"
"被任命为长安镇都大将","0","2","2"
"萧宝卷派遣他的太尉陈","0","2","2"
"宝卷派遣他的太尉陈显","0","2","2"
"卷派遣他的太尉陈显达","0","2","2"
"派遣他的太尉陈显达进","0","2","2"
"遣他的太尉陈显达进犯","0","2","2"
"奇道显攻打萧衍的阴山","0","2","2"
"道显攻打萧衍的阴山戍","0","2","2"
"萧衍的湘州刺史杨公则","0","2","2"
"衍的湘州刺史杨公则率","0","2","2"
"这时萧衍派遣将领侵犯","0","2","2"
"以家人身份写信给元勰","0","2","2"
"家人身份写信给元勰说","0","2","2"
"卷的豫州刺史裴叔业献","0","2","2"
"的豫州刺史裴叔业献出","0","2","2"
"豫州刺史裴叔业献出寿","0","2","2"
"萧衍派遣将领侵犯边境","0","2","2"
"派左仆射安原等人前往","0","2","2"
"左仆射安原等人前往征","0","2","2"
"仆射安原等人前往征伐","0","2","2"
"慕容垂派遣他的太子慕","0","2","2"
"容垂派遣他的太子慕容","0","2","2"
"使者向常山王元遵请求","0","2","2"
"者向常山王元遵请求援","0","2","2"
"向常山王元遵请求援兵","0","2","2"
"显祖打算把皇位传给京","0","2","2"
"祖打算把皇位传给京兆","0","2","2"
"打算把皇位传给京兆王","0","2","2"
"王杨绍先的叔父杨集起","0","2","2"
"司马休之的儿子司马文","0","2","2"
"李元德以及东郡太守申","0","2","2"
"元德以及东郡太守申谟","0","2","2"
"萧衍派遣他的豫章王萧","0","2","2"
"衍派遣他的豫章王萧综","0","2","2"
"刘渊同族兄弟之子刘曜","0","2","2"
"司马德宗的彭城内史刘","0","2","2"
"马德宗的彭城内史刘裕","0","2","2"
"冠军将军蔡灵恩等十多","0","2","2"
"萧衍的徐州刺史王伯敖","0","2","2"
"兼郯城戍副将张天惠率","0","2","2"
"他的北梁州长史锡休儒","0","2","2"
"萧衍的益州刺史萧渊猷","0","2","2"
"衍的益州刺史萧渊猷派","0","2","2"
"他的邺王元树和谯州刺","0","2","2"
"的邺王元树和谯州刺史","0","2","2"
"邺王元树和谯州刺史朱","0","2","2"
"王元树和谯州刺史朱文","0","2","2"
"元树和谯州刺史朱文开","0","2","2"
"萧衍的司州刺史陈庆之","0","2","2"
"凉州各军讨伐吐谷浑慕","0","2","2"
"州各军讨伐吐谷浑慕利","0","2","2"
"各军讨伐吐谷浑慕利延","0","2","2"
"始祖神元皇帝拓跋力微","0","2","2"
"他是平文帝拓跋郁律的","0","2","2"
"昭成帝派燕凤出使前秦","0","2","2"
"高丽国派遣使者来朝贡","0","2","2"
"契丹国各派来使者朝贡","0","2","2"
"对京师部分地区实行赦","0","2","2"
"京师部分地区实行赦免","0","2","2"
"的人不同数量的粮食布","0","2","2"
"员外郎兰英出使于萧赜","0","2","2"
"外郎兰英出使于萧赜处","0","2","2"
"谷浑两国派使臣入朝进","0","2","2"
"浑两国派使臣入朝进贡","0","2","2"
"勿吉国派使臣入朝进贡","0","2","2"
"高丽国派使臣入朝聘问","0","2","2"
"派兼职员外散骑常侍邢","0","2","2"
"兼职员外散骑常侍邢产","0","2","2"
"孝文帝再次祭拜永固陵","0","2","2"
"武兴王杨集始入朝觐见","0","2","2"
"邓至国派使臣入朝觐见","0","2","2"
"用太牢的隆重礼仪祭祀","0","2","2"
"派专使用太牢之礼祭祀","0","2","2"
"元继为都督北讨诸军事","0","2","2"
"姚兴派遣使者前来聘问","0","2","2"
"等人率领三千人马镇守","0","2","2"
"姚兴派遣使者入朝贡奉","0","2","2"
"司马德宗派遣使者前来","0","2","2"
"义符的束郡太守王景度","0","2","2"
"符的束郡太守王景度放","0","2","2"
"的束郡太守王景度放弃","0","2","2"
"宕昌等国派使者前来朝","0","2","2"
"邓至国派使者前来朝拜","0","2","2"
"至国派使者前来朝拜纳","0","2","2"
"谷浑国派使者前来朝贡","0","2","2"
"勿吉国派使者前来朝贡","0","2","2"
"库莫奚国派使者前来朝","0","2","2"
"东益州刺史魏子建派将","0","2","2"
"益州刺史魏子建派将领","0","2","2"
"库莫奚等国都派使者前","0","2","2"
"莫奚等国都派使者前来","0","2","2"
"奚等国都派使者前来朝","0","2","2"
"叠伏罗国派使者前来朝","0","2","2"
"伏罗国派使者前来朝贡","0","2","2"
"又任命长孙嵩为南部大","0","2","2"
"任命长孙嵩为南部大人","0","2","2"
"刘显从善无向南逃到马","0","2","2"
"显从善无向南逃到马邑","0","2","2"
"这时北部大人叔孙普洛","0","2","2"
"慕容宝的上谷太守慕容","0","2","2"
"司马德宗的将领辛恭靖","0","2","2"
"马德宗的将领辛恭靖请","0","2","2"
"德宗的将领辛恭靖请求","0","2","2"
"宗的将领辛恭靖请求救","0","2","2"
"的将领辛恭靖请求救援","0","2","2"
"等十多个国家各派使者","0","2","2"
"国各派遣使者入朝献纳","0","2","2"
"王足又派统军卢祖迁等","0","2","2"
"足又派统军卢祖迁等人","0","2","2"
"又派统军卢祖迁等人打","0","2","2"
"派统军卢祖迁等人打败","0","2","2"
"蠕蠕国派使者前来朝拜","0","2","2"
"蠕国派使者前来朝拜纳","0","2","2"
"于阗等国都派使者前来","0","2","2"
"高丽国派使者朝拜纳贡","0","2","2"
"库莫奚等国派使者前来","0","2","2"
"莫奚等国派使者前来朝","0","2","2"
"等国各派使者前来朝拜","0","2","2"
"罗国派使者前来朝拜纳","0","2","2"
"乾达等国派使者前来朝","0","2","2"
"达等国派使者前来朝拜","0","2","2"
"契丹国都派使者前来朝","0","2","2"
"丹国都派使者前来朝拜","0","2","2"
"昌国派使者前来朝拜纳","0","2","2"
"各国都派使者前来朝拜","0","2","2"
"南大将军慕容白曜督领","0","2","2"
"被任命为通直散骑侍郎","0","2","2"
"蠕蠕国派遣使者入朝贡","0","2","2"
"蠕国派遣使者入朝贡奉","0","2","2"
"下诏任命齐献武王为相","0","2","2"
"诏任命齐献武王为相国","0","2","2"
"勿吉国都派遣使者入朝","0","2","2"
"吉国都派遣使者入朝贡","0","2","2"
"皇帝在漳水边祭祀路神","0","2","2"
"任命尚书左仆射慕容绍","0","2","2"
"命尚书左仆射慕容绍宗","0","2","2"
"尚书左仆射慕容绍宗为","0","2","2"
"奚斤率领义兵将军封礼","0","2","2"
"世祖下诏命员外散骑常","0","2","2"
"祖下诏命员外散骑常侍","0","2","2"
"拥立赫连昌的弟弟赫连","0","2","2"
"立赫连昌的弟弟赫连定","0","2","2"
"赫连昌的弟弟赫连定为","0","2","2"
"世祖下诏命兼散骑常侍","0","2","2"
"诸国各派使者前来朝拜","0","2","2"
"弟弟董来率领一万多人","0","2","2"
"弟董来率领一万多人在","0","2","2"
"董来率领一万多人在城","0","2","2"
"来率领一万多人在城南","0","2","2"
"房恩安之弟房幼安为高","0","2","2"
"恩安之弟房幼安为高密","0","2","2"
"安之弟房幼安为高密太","0","2","2"
"之弟房幼安为高密太守","0","2","2"
"以安抚他们初来归附之","0","2","2"
"安抚他们初来归附之心","0","2","2"
"高祖最终革除这个错误","0","2","2"
"说明日月辰宿交会相生","0","2","2"
"明日月辰宿交会相生为","0","2","2"
"日月辰宿交会相生为表","0","2","2"
"月辰宿交会相生为表里","0","2","2"
"总是不能不想归葬双亲","0","2","2"
"是不能不想归葬双亲的","0","2","2"
"不能不想归葬双亲的事","0","2","2"
"哀伤悲痛过于礼仪规定","0","2","2"
"年轻时以强壮勇敢闻名","0","2","2"
"世祖的舅舅阳平王杜超","0","2","2"
"拜高允长子高忱为绥远","0","2","2"
"高允长子高忱为绥远将","0","2","2"
"允长子高忱为绥远将军","0","2","2"
"朝中之官往往来来给予","0","2","2"
"中之官往往来来给予慰","0","2","2"
"之官往往来来给予慰问","0","2","2"
"犒赏他宿豫城立下的战","0","2","2"
"赏他宿豫城立下的战功","0","2","2"
"朝廷拜授他为中书博士","0","2","2"
"时常参与军队国家大事","0","2","2"
"常参与军队国家大事的","0","2","2"
"山攻打蠕蠕的别部头领","0","2","2"
"太祖在参合陂打败慕容","0","2","2"
"刘义隆的兖州刺史竺灵","0","2","2"
"义隆的兖州刺史竺灵秀","0","2","2"
"刘义隆派遣将领到彦之","0","2","2"
"元禧憎恨于烈刚强正直","0","2","2"
"于是谋划把他派到外地","0","2","2"
"是谋划把他派到外地去","0","2","2"
"谋划把他派到外地去做","0","2","2"
"划把他派到外地去做官","0","2","2"
"后来任命他为代王左长","0","2","2"
"来任命他为代王左长史","0","2","2"
"慕容垂任命玄伯为吏部","0","2","2"
"容垂任命玄伯为吏部郎","0","2","2"
