"N-gram","宋史原文","宋史翻译","Total"
"来祝贺天申节","0","17","17"
"建安王休仁为","8","8","16"
"将军巴陵王休","8","8","16"
"军巴陵王休若","8","8","16"
"州刺史建平王","8","8","16"
"魏明帝景初元","9","7","16"
"明帝景初元年","9","7","16"
"晋惠帝永兴元","8","8","16"
"惠帝永兴元年","8","8","16"
"宋武帝永初元","8","8","16"
"晋海西公太和","6","10","16"
"晋惠帝永宁元","8","8","16"
"晋明帝太宁元","8","8","16"
"明帝太宁元年","8","8","16"
"大明元年五月","8","8","16"
"晋惠帝元康元","8","8","16"
"惠帝元康元年","8","8","16"
"怀帝永嘉元年","8","8","16"
"前废帝永光元","8","8","16"
"废帝永光元年","8","8","16"
"侍卫步军都指","8","8","16"
"卫步军都指挥","8","8","16"
"中书门下省检","8","8","16"
"书门下省检正","8","8","16"
"事兼太子宾客","8","8","16"
"侍卫马军都虞","8","8","16"
"卫马军都虞候","8","8","16"
"知通进银台司","6","10","16"
"玉清昭应宫使","8","8","16"
"平章军国重事","8","8","16"
"军将军柳元景","8","8","16"
"州刺史薛安都","8","8","16"
"刺史山阳王休","9","7","16"
"晋武帝太康三","8","8","16"
"明帝泰豫元年","8","8","16"
"二十四年七月","8","8","16"
"为宣徽南院使","5","11","16"
"为保宁军节度","5","11","16"
"为左谏议大夫","3","13","16"
"贤良方正能直","8","8","16"
"良方正能直言","8","8","16"
"方正能直言极","8","8","16"
"正能直言极谏","8","8","16"
"部奏名进士及","8","8","16"
"奏名进士及第","8","8","16"
"为武泰军节度","6","10","16"
"奉宁军节度使","8","8","16"
"浙西提点刑狱","8","8","16"
"以集英殿修撰","9","7","16"
"三司户部判官","8","8","16"
"陕西都转运使","8","8","16"
"任右谏议大夫","0","16","16"
"汉章帝元和年","0","16","16"
"玉津园设宴射","0","16","16"
"津园设宴射箭","0","16","16"
"任命御史中承","0","16","16"
"举荐可以担任","0","16","16"
"可以担任将帅","0","16","16"
"等人来祝贺明","0","16","16"
"人来祝贺明年","0","16","16"
"等人来祝贺天","0","16","16"
"人来祝贺天申","0","16","16"
"出使金朝祝贺","0","16","16"
"秦河二州刺史","8","7","15"
"孝武帝大明七","7","8","15"
"武帝大明七年","7","8","15"
"晋武帝咸宁二","8","7","15"
"武帝咸宁二年","8","7","15"
"中书通事舍人","8","7","15"
"太平兴国二年","7","8","15"
"豫州刺史长沙","8","7","15"
"太尉江夏王义","11","4","15"
"尉江夏王义恭","11","4","15"
"二月二十一日","2","13","15"
"帝泰始元年十","8","7","15"
"州刺史沈文秀","8","7","15"
"史始兴王浚以","15","0","15"
"嘉二十四年七","8","7","15"
"定难军节度使","7","8","15"
"幸玉津园宴射","15","0","15"
"为武胜军节度","6","9","15"
"杂犯死罪以下","8","7","15"
"大中祥符三年","5","10","15"
"龙神卫四厢都","9","6","15"
"远军节度副使","8","7","15"
"主管台州崇道","8","7","15"
"管台州崇道观","8","7","15"
"赠开府仪同三","10","5","15"
"为枢密直学士","4","11","15"
"刺史始兴王刘","0","15","15"
"六年春正月初","0","15","15"
"没有得到答复","0","15","15"
"到集英殿策试","0","15","15"
"赤色云气进入","0","15","15"
"它分野地区的","0","15","15"
"白色云气进入","0","15","15"
"荧惑星占据此","0","15","15"
"州刺史江夏王","8","6","14"
"州刺史广陵王","7","7","14"
"之为尚书右仆","6","8","14"
"州刺史王景文","7","7","14"
"为骠骑大将军","5","9","14"
"巴陵王休若为","6","8","14"
"州刺史晋熙王","7","7","14"
"晋成帝咸康元","7","7","14"
"安帝延光三年","7","7","14"
"州刺史南平王","8","6","14"
"孝武帝大明五","5","9","14"
"武帝大明五年","5","9","14"
"孝怀帝永嘉元","7","7","14"
"镇安军节度使","7","7","14"
"天平军节度使","7","7","14"
"少宰兼中书侍","7","7","14"
"宰兼中书侍郎","7","7","14"
"昭化军节度副","7","7","14"
"昭化军节度使","7","7","14"
"拜尚书右仆射","12","2","14"
"主管侍卫马军","7","7","14"
"中书舍人兼侍","7","7","14"
"于华林园听讼","14","0","14"
"十二年春正月","7","7","14"
"州刺史临海王","7","7","14"
"徐州刺史薛安","7","7","14"
"雍州刺史张敬","7","7","14"
"安帝元兴元年","7","7","14"
"孝武帝孝建三","7","7","14"
"武帝孝建三年","7","7","14"
"文帝元嘉十三","7","7","14"
"帝元嘉十三年","7","7","14"
"元帝太兴三年","8","6","14"
"二月二十四日","3","11","14"
"二十四年二月","7","7","14"
"孙皓宝鼎元年","7","7","14"
"州治中从事史","7","7","14"
"抚军中兵参军","7","7","14"
"监察御史里行","7","7","14"
"马步军都总管","7","7","14"
"路马步军副总","7","7","14"
"安德军节度使","7","7","14"
"庆远军节度使","7","7","14"
"总领四川财赋","7","7","14"
"宝文阁直学士","7","7","14"
"以龙图阁学士","8","6","14"
"翰林学士兼侍","7","7","14"
"置三司条例司","4","10","14"
"没有得到回答","0","14","14"
"任同知枢密院","0","14","14"
"有关官员上奏","0","14","14"
"皇帝下诏令说","0","14","14"
"章帝元和年间","0","14","14"
"晋安王刘子勋","0","14","14"
"到玉津园设宴","0","14","14"
"任命刘光世为","0","14","14"
"朝廷任命他为","0","14","14"
"惑星占据此星","0","14","14"
"南谯王义宣为","7","6","13"
"桂阳王休范为","8","5","13"
"刺史晋熙王燮","7","6","13"
"晋武帝太康五","6","7","13"
"武帝太康五年","6","7","13"
"晋孝武帝宁康","7","6","13"
"四年十一月辛","7","6","13"
"武信军节度使","6","7","13"
"为清远军节度","4","9","13"
"年春正月辛未","13","0","13"
"兼权知枢密院","10","3","13"
"为枢密都承旨","5","8","13"
"马军副都指挥","7","6","13"
"迁右谏议大夫","11","2","13"
"徐兗二州刺史","13","0","13"
"太子即皇帝位","7","6","13"
"王遣使献方物","13","0","13"
"将军彭城王义","10","3","13"
"军彭城王义康","10","3","13"
"州刺史建安王","7","6","13"
"汉献帝延康元","7","6","13"
"献帝延康元年","7","6","13"
"青州刺史沈文","8","5","13"
"为金紫光禄大","2","11","13"
"太平兴国六年","3","10","13"
"二年春正月癸","13","0","13"
"镇西军节度使","6","7","13"
"合祀天地于圜","13","0","13"
"果州团练副使","6","7","13"
"安抚司干办公","7","6","13"
"抚司干办公事","7","6","13"
"绍兴三十二年","3","10","13"
"拜同中书门下","12","1","13"
"陕西转运副使","7","6","13"
"为右文殿修撰","1","12","13"
"将军中兵参军","6","7","13"
"为龙图阁直学","1","12","13"
"天象预示将有","0","13","13"
"预示将有战争","0","13","13"
"月亮进人氏宿","0","13","13"
"赐给五时朝服","0","13","13"
"史始兴王刘浚","0","13","13"
"唐朝开元游仪","0","13","13"
"年春正月初六","0","13","13"
"南谯王刘义宣","0","13","13"
"河水溢出河道","0","13","13"
"释放杖刑以下","0","13","13"
"在圆丘合祭天","0","13","13"
"圆丘合祭天地","0","13","13"
"等出使金国祝","0","13","13"
"光宗朝拜重华","0","13","13"
"宗朝拜重华宫","0","13","13"
"王者厌恶这种","0","13","13"
"者厌恶这种情","0","13","13"
"星侵犯并占据","0","13","13"
"那么战争发生","0","13","13"
"任端明殿学士","0","13","13"
"被推举参加进","0","13","13"
"推举参加进士","0","13","13"
"举参加进士考","0","13","13"
"敕令所删定官","6","6","12"
"州刺史王仲德","6","6","12"
"为南徐州刺史","7","5","12"
"护军将军褚渊","6","6","12"
"晋穆帝永和元","6","6","12"
"穆帝永和元年","6","6","12"
"星犯轩辕大星","3","9","12"
"汉安帝延光三","6","6","12"
"刺史南平王铄","8","4","12"
"孝武帝大明三","6","6","12"
"武帝大明三年","6","6","12"
"安帝义熙元年","6","6","12"
"后废帝元徽二","7","5","12"
"废帝元徽二年","7","5","12"
"晋愍帝建兴二","6","6","12"
"愍帝建兴二年","6","6","12"
"文帝元嘉十二","6","6","12"
"帝元嘉十二年","6","6","12"
"孝武大明元年","7","5","12"
"侍卫亲军马军","6","6","12"
"为大内都部署","6","6","12"
"为宣徽北院使","7","5","12"
"为昭化军节度","2","10","12"
"主管殿前司公","6","6","12"
"管殿前司公事","6","6","12"
"四川制置大使","6","6","12"
"宁远军承宣使","6","6","12"
"湖北安抚副使","6","6","12"
"安抚制置副使","6","6","12"
"枢密院事兼太","6","6","12"
"密院事兼太子","6","6","12"
"院事兼太子宾","6","6","12"
"主管江西安抚","6","6","12"
"管江西安抚司","6","6","12"
"抚制置使兼知","11","1","12"
"太平兴国七年","3","9","12"
"拜右谏议大夫","9","3","12"
"三司度支判官","6","6","12"
"秘书省著作郎","6","6","12"
"尚书右仆射刘","6","6","12"
"之为交州刺史","6","6","12"
"为征西大将军","3","9","12"
"刺史长沙王义","9","3","12"
"十一年春正月","6","6","12"
"十三年春正月","6","6","12"
"十四年春正月","6","6","12"
"十六年春正月","6","6","12"
"临川王义庆以","11","1","12"
"刺史临川王义","10","2","12"
"史临川王义庆","10","2","12"
"年春正月甲戌","12","0","12"
"十五年春正月","6","6","12"
"刺史竟陵王诞","9","3","12"
"尚书令何尚之","6","6","12"
"刺史临海王子","8","4","12"
"史临海王子顼","8","4","12"
"豫州刺史山阳","6","6","12"
"四千二百六十","6","6","12"
"十三年十二月","6","6","12"
"十一月十一日","1","11","12"
"太常丞庾蔚之","7","5","12"
"明帝太宁三年","6","6","12"
"晋元帝太兴三","7","5","12"
"章帝元和二年","6","6","12"
"晋惠帝光熙元","6","6","12"
"惠帝光熙元年","6","6","12"
"晋元帝太兴元","6","6","12"
"晋安帝元兴元","6","6","12"
"少帝景平元年","6","6","12"
"南谯王义宣以","12","0","12"
"荆州刺史临海","6","6","12"
"吴孙皓宝鼎元","6","6","12"
"晋元帝太兴四","6","6","12"
"元帝太兴四年","6","6","12"
"新蔡二郡太守","6","6","12"
"右千牛卫大将","6","6","12"
"大中祥符元年","7","5","12"
"为武宁军节度","6","6","12"
"天下兵马大元","6","6","12"
"下兵马大元帅","6","6","12"
"建雄军节度使","6","6","12"
"静海军节度使","4","8","12"
"西京作坊副使","6","6","12"
"为银青光禄大","3","9","12"
"尊皇后为皇太","3","9","12"
"天下囚罪一等","12","0","12"
"慈圣光献皇后","5","7","12"
"保信军节度使","6","6","12"
"太后垂帘听政","2","10","12"
"湖南转运判官","6","6","12"
"湖安抚制置使","6","6","12"
"林学士兼侍读","6","6","12"
"绍兴二十四年","3","9","12"
"为集英殿修撰","2","10","12"
"将有军事行动","0","12","12"
"守丧未满三年","0","12","12"
"衡阳王刘义季","0","12","12"
"下诏礼部贡举","0","12","12"
"年春正月初七","0","12","12"
"二年春正月十","0","12","12"
"冬十月十一日","0","12","12"
"年春正月初十","0","12","12"
"年春正月初八","0","12","12"
"度又十二分之","0","12","12"
"临川王刘义庆","0","12","12"
"长沙王刘义欣","0","12","12"
"树木被连根拔","0","12","12"
"木被连根拔起","0","12","12"
"年春正月初五","0","12","12"
"不上朝处理政","0","12","12"
"于是到玉津园","0","12","12"
"打败江南军队","0","12","12"
"丹派遣使臣来","0","12","12"
"讯察记录囚犯","0","12","12"
"年春正月十一","0","12","12"
"春正月十一日","0","12","12"
"星侵犯南斗星","0","12","12"
"因特殊情况赦","0","12","12"
"特殊情况赦免","0","12","12"
"等出使金朝祝","0","12","12"
"终年六十八岁","0","12","12"
"放杖刑以下囚","0","12","12"
"青冀二州刺史","5","6","11"
"西秦河二州刺","6","5","11"
"江州刺史桂阳","6","5","11"
"刺史建平王景","6","5","11"
"史建平王景素","6","5","11"
"文帝黄初三年","7","4","11"
"十五年十一月","5","6","11"
"晋元帝永昌二","5","6","11"
"元帝永昌二年","5","6","11"
"晋安帝义熙元","5","6","11"
"泰宁军节度使","5","6","11"
"签署枢密院事","6","5","11"
"郎兼直学士院","5","6","11"
"四川宣抚副使","5","6","11"
"尚书兵部员外","6","5","11"
"书兵部员外郎","6","5","11"
"兼侍御史知杂","7","4","11"
"二年春正月辛","10","1","11"
"史长沙王义欣","9","2","11"
"刺史庐陵王绍","8","3","11"
"左仆射建平王","6","5","11"
"州刺史晋安王","6","5","11"
"千二百六十一","5","6","11"
"愍帝建兴四年","6","5","11"
"汉章帝元和二","5","6","11"
"晋元帝永昌元","6","5","11"
"元帝永昌元年","6","5","11"
"贤良方正直言","6","5","11"
"常赦所不原者","11","0","11"
"幸元偁宫视疾","11","0","11"
"为崇政殿说书","6","5","11"
"为中太一宫使","5","6","11"
"为单州团练副","3","8","11"
"为龙图阁学士","1","10","11"
"为和州防御使","2","9","11"
"以徽猷阁待制","7","4","11"
"左千牛卫大将","5","6","11"
"从祀孔子庙庭","7","4","11"
"为保康军节度","3","8","11"
"大中祥符七年","4","7","11"
"召为翰林学士","8","3","11"
"为翰林学士兼","7","4","11"
"镇海军节度使","5","6","11"
"诸王宫大小学","5","6","11"
"王宫大小学教","5","6","11"
"宫大小学教授","5","6","11"
"江西转运判官","5","6","11"
"是命中注定的","0","11","11"
"高兴地采纳了","0","11","11"
"朝廷重新起用","0","11","11"
"戴进贤一梁冠","0","11","11"
"州发生大水灾","0","11","11"
"左承相兼枢密","0","11","11"
"徐兖二州刺史","0","11","11"
"年春正月初三","0","11","11"
"七年春正月初","0","11","11"
"八年春正月初","0","11","11"
"到华林园听诉","0","11","11"
"华林园听诉讼","0","11","11"
"佩带苍黑如水","0","11","11"
"带苍黑如水色","0","11","11"
"苍黑如水色的","0","11","11"
"黑如水色的玉","0","11","11"
"星犯左执法星","0","11","11"
"来进贡当地土","0","11","11"
"太祖在近郊打","0","11","11"
"下诏从今以后","0","11","11"
"人来祝贺新春","0","11","11"
"来祝贺瑞庆节","0","11","11"
"以上各星都属","0","11","11"
"上各星都属于","0","11","11"
"的分野地区有","0","11","11"
"直学士的身份","0","11","11"
"加开府仪同三","10","0","10"
"尚书左仆射王","5","5","10"
"州刺史衡阳王","6","4","10"
"刺史衡阳王义","6","4","10"
"史衡阳王义季","6","4","10"
"刺史王玄谟为","5","5","10"
"州刺史义阳王","5","5","10"
"大将军柳元景","5","5","10"
"军建安王休仁","5","5","10"
"建平王景素为","5","5","10"
"为车骑大将军","4","6","10"
"荆州刺史司马","5","5","10"
"州刺史司马休","5","5","10"
"刺史司马休之","5","5","10"
"孝建二年三月","5","5","10"
"晋成帝咸和六","5","5","10"
"成帝咸和六年","5","5","10"
"延光三年七月","5","5","10"
"安帝元兴三年","5","5","10"
"文帝元嘉五年","5","5","10"
"顺帝升明元年","5","5","10"
"武帝泰始四年","5","5","10"
"太康二年六月","5","5","10"
"怀帝永嘉四年","5","5","10"
"帝大明元年五","5","5","10"
"前废帝景和元","5","5","10"
"废帝景和元年","5","5","10"
"晋安帝元兴二","5","5","10"
"安帝元兴二年","5","5","10"
"成帝咸和四年","5","5","10"
"晋武帝太康四","6","4","10"
"武帝太康四年","6","4","10"
"义成军节度使","4","6","10"
"马步军都虞候","5","5","10"
"雷州司户参军","5","5","10"
"宣仁圣烈皇后","6","4","10"
"威武军节度使","5","5","10"
"为金国通问使","5","5","10"
"江东安抚制置","4","6","10"
"抚制置大使兼","4","6","10"
"安庆军节度使","5","5","10"
"右千牛卫将军","5","5","10"
"兼签书枢密院","5","5","10"
"部侍郎兼中书","5","5","10"
"兼都督行府参","5","5","10"
"淮西总领财赋","5","5","10"
"江东转运判官","5","5","10"
"制置大使兼知","7","3","10"
"行营马步军都","5","5","10"
