"N-gram","宋史原文","宋史翻译","Total"
"州通判","14","108","122"
"金主生","61","61","122"
"给朝廷","0","122","122"
"二月甲","96","25","121"
"月己丑","90","31","121"
"侍郎兼","61","60","121"
"武军节","61","60","121"
"军承宣","61","60","121"
"检校少","60","61","121"
"下诏说","0","121","121"
"我们的","0","121","121"
"月丁巳","93","27","120"
"使金国","11","109","120"
"都督府","58","62","120"
"汤思退","41","79","120"
"崇政殿","60","60","120"
"月壬辰","93","27","120"
"转运司","59","60","119"
"月甲午","92","27","119"
"月己酉","92","27","119"
"月辛卯","93","26","119"
"兵部尚","59","60","119"
"曹利用","28","91","119"
"月辛未","106","13","119"
"为资政","40","79","119"
"徽猷阁","74","45","119"
"川制置","61","58","119"
"议参军","59","60","119"
"皇上下","0","119","119"
"月壬午","87","31","118"
"彗星出","16","102","118"
"明元年","59","59","118"
"如果不","0","118","118"
"不足以","47","70","117"
"建康府","62","55","117"
"右丞相","83","34","117"
"举进士","107","10","117"
"天下人","4","113","117"
"发生大","0","117","117"
"抚军将","56","60","116"
"湘州刺","59","57","116"
"四年十","57","59","116"
"二月乙","95","21","116"
"月丙午","88","28","116"
"月甲子","93","23","116"
"马步军","57","59","116"
"魏了翁","27","89","116"
"遣使来","111","5","116"
"贺正旦","79","37","116"
"的父亲","0","116","116"
"的功劳","0","116","116"
"星占据","0","116","116"
"散骑侍","58","57","115"
"骑侍郎","58","57","115"
"太子中","57","58","115"
"月癸酉","90","25","115"
"赐礼部","61","54","115"
"河南府","56","59","115"
"二十万","56","59","115"
"拓跋焘","9","106","115"
"元年春","57","58","115"
"认为这","0","115","115"
"认为他","0","115","115"
"白星白","0","115","115"
"月庚寅","90","24","114"
"二月戊","89","25","114"
"月乙酉","94","20","114"
"和元年","56","58","114"
"月乙巳","93","21","114"
"宋文帝","54","60","114"
"使持节","55","59","114"
"上将军","58","56","114"
"等来贺","114","0","114"
"为同知","1","113","114"
"犯罪状","0","114","114"
"不接受","0","114","114"
"月戊辰","88","25","113"
"太守刘","54","59","113"
"二月十","4","109","113"
"的应验","0","113","113"
"一颗星","0","113","113"
"月乙亥","87","25","112"
"太子太","56","56","112"
"的原因","0","112","112"
"没有一","0","112","112"
"的士兵","0","112","112"
"月初九","0","112","112"
"使臣来","0","112","112"
"百三十","56","55","111"
"月甲辰","87","24","111"
"月丙申","92","19","111"
"三年正","54","57","111"
"月庚子","83","28","111"
"信军节","56","55","111"
"镇抚使","49","62","111"
"东安抚","55","56","111"
"象新书","56","55","111"
"祀天地","42","69","111"
"理政事","0","111","111"
"愿陛下","95","15","110"
"军司马","55","55","110"
"月乙丑","87","23","110"
"运副使","53","57","110"
"台谏官","8","102","110"
"也没有","0","110","110"
"的母亲","0","110","110"
"是这样","0","110","110"
"处理政","0","110","110"
"外散骑","55","54","109"
"武将军","52","57","109"
"徐羡之","35","74","109"
"镇军将","52","57","109"
"十余万","75","34","109"
"月丁卯","87","22","109"
"户部尚","54","55","109"
"泉观使","55","54","109"
"有流星","57","52","109"
"不得已","45","64","109"
"使他们","0","109","109"
"员外散","55","53","108"
"月丙辰","85","23","108"
"月辛丑","83","25","108"
"月壬申","89","19","108"
"月乙未","95","13","108"
"工部尚","54","54","108"
"孝皇帝","54","54","108"
"为开府","37","71","108"
"转运副","52","56","108"
"任宰相","1","107","108"
"的建议","0","108","108"
"这些人","0","108","108"
"议论说","0","108","108"
"百九十","54","53","107"
"月丙子","86","21","107"
"二月己","80","27","107"
"卫大将","53","54","107"
"安郡王","51","56","107"
"月戊寅","90","17","107"
"文殿学","53","54","107"
"尚书省","43","64","107"
"校书郎","53","54","107"
"经略使","51","56","107"
"的东西","0","107","107"
"月丁酉","91","15","106"
"三十年","53","53","106"
"百一十","46","60","106"
"月癸巳","84","22","106"
"成帝咸","55","51","106"
"月戊申","85","21","106"
"百七十","53","53","106"
"朱胜非","44","62","106"
"为皇后","40","66","106"
"绍兴十","18","88","106"
"学博士","52","54","106"
"的大臣","0","106","106"
"认为不","0","106","106"
"上疏说","0","106","106"
"南兖州","0","106","106"
"月丁亥","87","18","105"
"领军将","51","54","105"
"泰始二","52","53","105"
"晋成帝","52","53","105"
"起居郎","53","52","105"
"即位后","2","103","105"
"廷内外","0","105","105"
"王义恭","75","29","104"
"威将军","48","56","104"
"宁元年","52","52","104"
"月癸未","87","17","104"
"修国史","53","51","104"
"为签书","2","102","104"
"为翰林","52","52","104"
"有食之","104","0","104"
"帝下诏","2","102","104"
"朝廷内","0","104","104"
"没有得","0","104","104"
"命令他","0","104","104"
"金星犯","0","104","104"
"为太尉","45","58","103"
"中郎将","52","51","103"
"刺史王","50","53","103"
"月己巳","80","23","103"
"元年正","52","51","103"
"二月壬","80","23","103"
"月辛巳","82","21","103"
"昭文馆","49","54","103"
"人及第","52","51","103"
"抚副使","50","53","103"
"相兼枢","53","50","103"
"四年春","53","50","103"
"今以后","1","102","103"
"日有食","103","0","103"
"集英殿","53","50","103"
"上下诏","0","103","103"
"赴行在","92","10","102"
"仆射兼","51","51","102"
"汪伯彦","29","73","102"
"军都统","51","51","102"
"是国家","1","101","102"
"彭龟年","23","79","102"
"一定会","0","102","102"
"到这时","0","102","102"
"有得到","0","102","102"
"始兴王","50","51","101"
"夏王义","74","27","101"
"百四十","51","50","101"
"月癸卯","78","23","101"
"元元年","52","49","101"
"吕夷简","36","65","101"
"大中祥","42","59","101"
"中祥符","42","59","101"
"秘书郎","48","53","101"
"的道理","0","101","101"
"的办法","0","101","101"
"为自己","0","101","101"
"惑星侵","0","101","101"
"武皇帝","47","53","100"
"丹阳尹","50","50","100"
"南兗州","98","2","100"
"二月庚","82","18","100"
"秘书监","50","50","100"
"二月丙","82","18","100"
"益州刺","50","50","100"
"月庚申","81","19","100"
"卫上将","51","49","100"
"宗实录","46","54","100"
"数千人","44","56","100"
"何承天","21","79","100"
"刘子羽","17","83","100"
"朝廷命","7","93","100"
"都没有","0","100","100"
"敌人的","0","100","100"
"驻扎在","0","100","100"
"康二年","47","52","99"
"月壬戌","80","19","99"
"南平王","49","50","99"
"月丙寅","79","20","99"
"十五万","49","50","99"
"三十万","50","49","99"
"皇帝下","0","99","99"
"他的意","0","99","99"
"有一个","0","99","99"
"的文章","0","99","99"
"把他们","0","99","99"
"骑大将","48","50","98"
"月丁未","80","18","98"
"晋孝武","50","48","98"
"绍兴府","52","46","98"
"为宰相","22","76","98"
"副总管","49","49","98"
"就可以","1","97","98"
"认为是","0","98","98"
"青州刺","51","46","97"
"行参军","50","47","97"
"黄门侍","48","49","97"
"门侍郎","48","49","97"
"月丙戌","76","21","97"
"大明元","49","48","97"
"兵参军","46","51","97"
"李继迁","34","63","97"
"上尊号","54","43","97"
"置副使","48","49","97"
"诏侍从","62","35","97"
"的官吏","0","97","97"
"人认为","0","97","97"
"没有人","0","97","97"
"二月丁","81","15","96"
"二年二","42","54","96"
"平元年","49","47","96"
"月辛亥","77","19","96"
"月庚辰","79","17","96"
"熙二年","44","52","96"
"兴三年","42","54","96"
"武帝大","40","56","96"
"帝大明","40","56","96"
"州诸军","52","44","96"
"为御史","51","45","96"
"国家有","3","93","96"
"月十二","1","95","96"
"不高兴","0","96","96"
"不同意","0","96","96"
"月癸丑","78","17","95"
"元年四","48","47","95"
"二年六","47","48","95"
"兴二年","40","55","95"
"中兵参","45","50","95"
"太一宫","43","52","95"
"一个人","0","95","95"
"领军队","0","95","95"
"将军王","45","49","94"
"万五千","47","47","94"
"魏明帝","43","51","94"
"月庚戌","78","16","94"
"月己卯","75","19","94"
"嘉禾生","49","45","94"
"洞霄宫","46","48","94"
"直史馆","47","47","94"
"西转运","45","49","94"
"文武官","35","59","94"
"杨巨源","11","83","94"
"陛下之","82","12","94"
"我认为","0","94","94"
"天象预","0","94","94"
"象预示","0","94","94"
"这不是","0","94","94"
"有司奏","93","0","93"
"彭城王","47","46","93"
"广州刺","43","50","93"
"密直学","46","47","93"
"为四川","46","47","93"
"三司使","46","47","93"
"月十三","3","90","93"
"也不能","0","93","93"
"之所以","16","76","92"
"王司马","11","81","92"
"元年五","46","46","92"
"月己未","81","11","92"
"德军节","45","47","92"
"枢密直","45","47","92"
"起居注","44","48","92"
"同签书","48","44","92"
"千余人","70","22","92"
"文阁待","46","46","92"
"步天歌","46","46","92"
"丁大全","27","65","92"
"王十朋","15","77","92"
"败金军","0","92","92"
"二月癸","82","9","91"
"五百人","42","49","91"
"殿前都","45","46","91"
"太学博","47","44","91"
"从今以","1","90","91"
"大臣有","22","69","91"
"当时的","0","91","91"
"这就是","0","91","91"
"的部队","0","91","91"
"朝廷任","0","91","91"
"溢号为","0","91","91"
"兴太守","46","44","90"
"帝即位","43","47","90"
"参议官","45","45","90"
"醴泉观","62","28","90"
"这样做","0","90","90"
"实际上","0","90","90"
"告诉他","0","90","90"
"被授予","0","90","90"
"发生火","0","90","90"
"生火灾","0","90","90"
"尚书仆","42","47","89"
"书仆射","42","47","89"
"二月辛","69","20","89"
"晋元帝","40","49","89"
"都总管","44","45","89"
"州守臣","32","57","89"
"德寿宫","44","45","89"
"直龙图","45","44","89"
"对他说","0","89","89"
"任命王","0","89","89"
"初元年","47","41","88"
"明帝泰","45","43","88"
"月辛酉","74","14","88"
"为检校","20","68","88"
"殿前司","41","47","88"
"长公主","43","45","88"
"书右丞","63","25","88"
"敷文阁","44","44","88"
"万寿观","44","44","88"
"直秘阁","43","45","88"
"明年正","83","5","88"
"使者来","1","87","88"
"而没有","0","88","88"
"图阁直","44","43","87"
"制置副","43","44","87"
"将作监","43","44","87"
"常少卿","44","43","87"
"统制官","41","46","87"
"与金人","46","41","87"
"州编管","42","45","87"
"任尚书","1","86","87"
"没有不","0","87","87"
"的职务","0","87","87"
"任他为","0","87","87"
"请求罢","0","87","87"
"献方物","86","0","86"
"五月甲","60","26","86"
"后废帝","42","44","86"
"集贤院","41","45","86"
"章阁待","43","43","86"
"吕文德","41","45","86"
"张世杰","32","54","86"
"太学生","38","48","86"
"著作郎","44","42","86"
"五年春","46","40","86"
"二月二","10","76","86"
"天文志","2","84","86"
"高斯得","4","82","86"
"陛下不","30","56","86"
"以前的","0","86","86"
"有人说","0","86","86"
"的缘故","0","86","86"
"州发生","0","86","86"
"虏将军","42","43","85"
"为端明","21","64","85"
"大名府","40","45","85"
"太常少","43","42","85"
"一个月","0","85","85"
"了他们","0","85","85"
"提升为","0","85","85"
"太守王","42","42","84"
"建安王","41","43","84"
"千三百","43","41","84"
"四年正","41","43","84"
"镇江府","45","39","84"
"兼侍讲","46","38","84"
"氏为皇","38","46","84"
"中书省","3","81","84"
"上表请","9","75","84"
"过去的","0","84","84"
"这种情","0","84","84"
"率领军","0","84","84"
"出现了","0","84","84"
"祈祷降","0","84","84"
"武陵王","39","44","83"
"五月丁","55","28","83"
"车骑将","41","42","83"
"南将军","42","41","83"
"征虏将","41","42","83"
"兼参知","45","38","83"
"供奉官","40","43","83"
"昭应宫","39","44","83"
"刑部侍","39","44","83"
"年四十","48","35","83"
"不可不","52","31","83"
"以为不","64","19","83"
"天下有","40","43","83"
"主生辰","73","10","83"
"诏诸路","81","2","83"
"十分之","2","81","83"
"种情况","0","83","83"
"的祭祀","0","83","83"
"下诏各","0","83","83"
"二颗星","0","83","83"
"国遣使","79","3","82"
"魏文帝","37","45","82"
"遣统制","47","35","82"
"天章阁","41","41","82"
"太祖下","1","81","82"
"求直言","43","39","82"
"王应麟","12","70","82"
"发生地","0","82","82"
"军攻陷","0","82","82"
"星明亮","0","82","82"
"庐陵王","39","42","81"
"六月甲","63","18","81"
"资善堂","41","40","81"
"李显忠","34","47","81"
"上皇帝","30","51","81"
"文天祥","26","55","81"
"国家大","3","78","81"
"皇帝说","1","80","81"
"郭药师","20","61","81"
"绍兴二","20","61","81"
"皇上不","0","81","81"
"生地震","0","81","81"
"上书说","0","81","81"
"祖下诏","0","81","81"
"年冬天","0","81","81"
"月亮侵","0","81","81"
"檀道济","29","51","80"
"左光禄","40","40","80"
"千五百","40","40","80"
"帝元康","40","40","80"
"有木连","3","77","80"
"连理生","76","4","80"
"千二百","40","40","80"
"周世宗","20","60","80"
"校少保","41","39","80"
"副都统","39","41","80"
"太平州","39","41","80"
"太祖亲","6","74","80"
"兵马都","38","42","80"
"金人犯","80","0","80"
"为知枢","2","78","80"
"过了一","0","80","80"
"不过是","0","80","80"
"谥号为","0","80","80"
"生大水","0","80","80"
"重新设","0","80","80"
"亮侵犯","0","80","80"
"打败金","0","80","80"
"右卫将","39","40","79"
"二郡太","40","39","79"
"柳元景","32","47","79"
"华林园","43","36","79"
"文馆大","39","40","79"
"馆大学","39","40","79"
"高丽国","39","40","79"
"礼部进","40","39","79"
"经略安","41","38","79"
"略安抚","41","38","79"
"为吏部","30","49","79"
"文武百","7","72","79"
"色云气","1","78","79"
"原来的","0","79","79"
"现在的","0","79","79"
"新设置","0","79","79"
"气进入","0","79","79"
"七十二","38","40","78"
"五年十","39","39","78"
"犯太微","37","41","78"
"太康元","39","39","78"
"都承旨","39","39","78"
"侍卫马","39","39","78"
"贤殿大","39","39","78"
"招讨使","37","41","78"
"宝文阁","39","39","78"
"武百官","6","72","78"
"即使是","0","78","78"
"的人才","0","78","78"
"弃城逃","0","78","78"
"分野地","0","78","78"
"野地区","0","78","78"
"遣使献","77","0","77"
"七月壬","60","17","77"
"一月十","6","71","77"
"二年五","36","41","77"
"安定郡","39","38","77"
"西制置","38","39","77"
"制置大","39","38","77"
"置大使","39","38","77"
"大司马","38","39","77"
"太常寺","30","47","77"
"数十万","42","35","77"
"流星出","41","36","77"
"三千人","31","46","77"
"契丹使","39","38","77"
"天子的","0","77","77"
"他们都","0","77","77"
"长时间","0","77","77"
"的请求","0","77","77"
"知道他","0","77","77"
"中书监","38","38","76"
"建平王","39","37","76"
"和二年","36","40","76"
"六月壬","58","18","76"
"二年四","37","39","76"
"兼侍中","44","32","76"
"刑部尚","38","38","76"
"部进士","37","39","76"
"编修官","38","38","76"
"月十五","6","70","76"
"九月十","4","72","76"
"为不可","43","33","76"
"政大臣","7","69","76"
"陈希亮","1","75","76"
"祭祀的","0","76","76"
"的才能","0","76","76"
"晋升为","0","76","76"
"可以担","0","76","76"
"而不能","32","43","75"
"元年七","38","37","75"
"吕蒙正","20","55","75"
"数百人","43","32","75"
"谘议参","34","41","75"
"荧惑入","75","0","75"
"为天下","34","41","75"
"张齐贤","32","43","75"
"以下囚","32","43","75"
"为少保","23","52","75"
"在京城","1","74","75"
"不应当","0","75","75"
"高兴地","0","75","75"
"进封为","0","75","75"
"府知府","0","75","75"
"云气进","0","75","75"
"为陛下","37","37","74"
"司州刺","37","37","74"
"阳王休","43","31","74"
"郢州刺","37","37","74"
"明二年","35","39","74"
"成都府","42","32","74"
"欧阳修","31","43","74"
"金人攻","52","22","74"
"平江府","39","35","74"
"天市垣","27","47","74"
"月十四","4","70","74"
"日有蚀","74","0","74"
"有蚀之","74","0","74"
"执政大","7","67","74"
"金人陷","74","0","74"
"庙祭祀","1","73","74"
"地区的","0","74","74"
"古代的","0","74","74"
"都认为","0","74","74"
"亲去世","0","74","74"
"朝廷派","0","74","74"
"推荐他","0","74","74"
"安帝义","37","36","73"
"帝义熙","37","36","73"
"三年三","36","37","73"
"军参军","32","41","73"
"为户部","30","43","73"
"定郡王","37","36","73"
"上皇后","35","38","73"
"客星犯","73","0","73"
"百余人","54","19","73"
"因此而","1","72","73"
"不应该","0","73","73"
"对他们","0","73","73"
"年春天","0","73","73"
"以担任","0","73","73"
"今日之","60","12","72"
"冀州刺","35","37","72"
"四月癸","55","17","72"
"交州刺","35","37","72"
"一月癸","52","20","72"
"五年五","36","36","72"
"熙三年","29","43","72"
"五月癸","51","21","72"
"太子少","36","36","72"
"知贡举","43","29","72"
"中大夫","36","36","72"
"三月十","1","71","72"
"主有忧","3","69","72"
"使契丹","40","32","72"
"上疏请","14","58","72"
"将有战","0","72","72"
"他的部","0","72","72"
